Date,Ocean,Region,Location,Depth (m),Temperature (ºC),Salinity (PSU),Phosphate (mg/L),Silicate (mg/L),Nitrate (mg/L),pH,Chlorophyll (µg/L),Alkalinity (mg/L),Dissolved Organic Carbon (µmol/kg),Iron (mg/L),Latitude,Longitude
2008-03-27,Pacific,Pacific Remote Islands Area,Jarvis Island,12.19,25.0966,35.22,NA,NA,NA,8.007253836,NA,237.14198587500002,2030.2,NA,-0.37641,-159.99755
2013-07-14,Pacific,Hawaiian Archipelago,Kure Atoll,15.5,25.1081,35.3214,NA,NA,NA,8.011765761,NA,237.3256260025,2028.459072,NA,28.39663,-178.29891
2013-08-03,Pacific,Hawaiian Archipelago,Hawai'i (Big Island),0.9,25.1098,35.073,NA,NA,NA,8.055155593,NA,237.0588861525,2002.6888060000001,NA,19.3974,-155.66616
2019-04-25,Pacific,Hawaiian Archipelago,Kaho'olawe,1,25.10984848,34.3740303,NA,NA,NA,8.047007522,NA,231.96107725,1967.6,NA,20.57109,-156.60019
2013-08-04,Pacific,Hawaiian Archipelago,Hawai'i (Big Island),0.9,25.1312,35.1253,NA,NA,NA,8.051217642,NA,237.50105875,2008.368833,NA,19.3974,-155.66616
2008-03-27,Pacific,Pacific Remote Islands Area,Jarvis Island,2.7,25.1418,35.222,NA,NA,NA,8.019203316,NA,237.3163927,2024.8,NA,-0.37641,-159.99755
2019-04-25,Pacific,Hawaiian Archipelago,Kaho'olawe,1,25.178148,34.392284,NA,NA,NA,8.0315843,NA,231.29422762499996,1969.8,NA,20.57109,-156.60019
2010-10-16,Pacific,Hawaiian Archipelago,Maui,11.9,25.1837,35.222,NA,NA,NA,8.030661839,NA,236.2904702,2008.4,NA,20.74914,-156.15505
2019-05-01,Pacific,Hawaiian Archipelago,Molokai,1,25.18493448,34.46643103,NA,NA,NA,8.052147317,NA,232.82285215,1970.9,NA,21.13598,-157.10221
2019-04-25,Pacific,Hawaiian Archipelago,Kaho'olawe,1,25.18558284,34.40378728,NA,NA,NA,8.044404698,NA,231.20189459999995,1961.5,NA,20.57109,-156.60019
2021-05-19,Pacific,Main Hawaiian Islands,Oahu,1,25.188,34.614,NA,NA,NA,8.042082952,NA,233.20244347499997,1979,NA,21.54324,158.13259
2016-09-15,Pacific,Hawaiian Archipelago,Kure Atoll,14.3,25.1965,35.029,NA,NA,NA,8.013507921,NA,236.19813717500003,2018.7,NA,28.39663,-178.29891
2016-09-15,Pacific,Hawaiian Archipelago,Kure Atoll,12.8,25.1965,35.029,NA,NA,NA,8.013818478,NA,236.10580415,2017.7,NA,28.39663,-178.29891
2019-04-24,Pacific,Hawaiian Archipelago,Maui,1,25.19881776,34.27115171,NA,NA,NA,8.057358435,NA,231.81744809999998,1960.3,NA,20.74914,-156.15505
2010-10-15,Pacific,Hawaiian Archipelago,Maui,10.7,25.1995,35.184,NA,NA,NA,8.021423045,NA,236.31098864999998,2014.1,NA,20.74914,-156.15505
2013-08-09,Pacific,Hawaiian Archipelago,Maui,12.2,25.2133,35.3103,NA,NA,NA,8.048673584,NA,237.6149361475,2008.547961,NA,20.74914,-156.15505
2019-04-25,Pacific,Hawaiian Archipelago,Kaho'olawe,1,25.21988158,34.16536316,NA,NA,NA,8.048717293,NA,232.00211415,1967.558769,NA,20.57109,-156.60019
2019-04-23,Pacific,Hawaiian Archipelago,Maui,1,25.22220303,34.14207273,NA,NA,NA,8.04862469,NA,232.18678019999996,1969.4,NA,20.74914,-156.15505
2010-10-16,Pacific,Hawaiian Archipelago,Maui,0.9,25.2223,35.12,NA,NA,NA,7.997954425,NA,234.88495637499997,2015.2,NA,20.74914,-156.15505
2019-04-25,Pacific,Hawaiian Archipelago,Maui,1,25.22574138,34.42594828,NA,NA,NA,8.041797703,NA,231.30448685,1963.4,NA,20.74914,-156.15505
2019-04-24,Pacific,Hawaiian Archipelago,Maui,1,25.24186563,34.72113438,NA,NA,NA,8.030755154,NA,231.13008002499998,1965.9,NA,20.74914,-156.15505
2019-05-03,Pacific,Hawaiian Archipelago,Molokai,1,25.24837083,34.50395,NA,NA,NA,8.019243542,NA,232.21755787499998,1983.6,NA,21.13598,-157.10221
2019-05-04,Pacific,Hawaiian Archipelago,Hawai'i (Big Island),1,25.25031667,33.728775,NA,NA,NA,7.914874219,NA,231.21215382499997,2034.7,NA,19.3974,-155.66616
2014-05-05,Pacific,Guam and Marianas Islands,Maug,14.6,25.2542,35.1062,NA,NA,NA,8.071136679,NA,235.80828662499997,1980.1,NA,20.02342,145.22153
2019-04-23,Pacific,Hawaiian Archipelago,Maui,1,25.26825616,34.31172671,NA,NA,NA,8.043372771,NA,232.05341027499998,1969.6,NA,20.74914,-156.15505
2019-04-24,Pacific,Hawaiian Archipelago,Maui,1,25.28710081,34.28493984,NA,NA,NA,8.04950244,NA,231.59174515,1962,NA,20.74914,-156.15505
2010-10-16,Pacific,Hawaiian Archipelago,Maui,11.9,25.2883,35.223,NA,NA,NA,8.048936545,NA,236.977838275,2002.7,NA,20.74914,-156.15505
2021-05-21,Pacific,Main Hawaiian Islands,Oahu,1,25.29,34.578,NA,NA,NA,8.045209659,NA,233.15114734999995,1976.1,NA,21.54324,158.13259
2019-04-23,Pacific,Hawaiian Archipelago,Maui,1,25.302725,34.22102274,NA,NA,NA,8.052023409,NA,232.34066857499997,1967.5,NA,20.74914,-156.15505
2010-10-15,Pacific,Hawaiian Archipelago,Maui,0.9,25.3148,35.001,NA,NA,NA,7.962005134,NA,234.58743884999998,2032.4,NA,20.74914,-156.15505
2019-04-25,Pacific,Hawaiian Archipelago,Kaho'olawe,1,25.31735306,34.57085306,NA,NA,NA,8.056642229,NA,231.08904312500002,1951,NA,20.57109,-156.60019
2019-05-02,Pacific,Hawaiian Archipelago,Molokai,1,25.32386154,34.37758,NA,NA,NA,8.017442704,NA,230.76074792499998,1971.9,NA,21.13598,-157.10221
2008-03-28,Pacific,Pacific Remote Islands Area,Jarvis Island,15.24,25.3305,35.216,NA,NA,NA,7.968899925,NA,237.83961317500004,2056,NA,-0.37641,-159.99755
2019-05-04,Pacific,Hawaiian Archipelago,Hawai'i (Big Island),1,25.33550385,34.28930577,NA,NA,NA,8.052220133,NA,232.21755787499998,1965.5,NA,19.3974,-155.66616
2010-10-16,Pacific,Hawaiian Archipelago,Maui,0.9,25.3356,35.209,NA,NA,NA,8.049532861,NA,236.56746927499998,1998.6,NA,20.74914,-156.15505
2013-08-04,Pacific,Hawaiian Archipelago,Hawai'i (Big Island),13.7,25.3373,35.1395,NA,NA,NA,8.067284249,NA,237.59544362,1997.2167,NA,19.3974,-155.66616
2010-11-04,Pacific,Hawaiian Archipelago,Molokai,0.9,25.3556,35.16,NA,NA,NA,8.033835549,NA,235.6338798,1999.9,NA,21.13598,-157.10221
2013-08-08,Pacific,Hawaiian Archipelago,Hawai'i (Big Island),14.6,25.3588,35.1684,NA,NA,NA,8.05974222,NA,237.11223412249998,1997.118129,NA,19.3974,-155.66616
2014-04-28,Pacific,Guam and Marianas Islands,Maug,0.9,25.3755,34.9497,NA,NA,NA,8.077080032,NA,235.890360425,1977.6,NA,20.02342,145.22153
2008-10-20,Pacific,Hawaiian Archipelago,Lana'i,15.24,25.3857,34.918,NA,NA,NA,8.052564458,NA,236.46487702500002,1997.4,NA,20.79023,-156.86916
2019-05-02,Pacific,Hawaiian Archipelago,Molokai,1,25.38689286,34.44260357,NA,NA,NA,8.017438424,NA,230.89411784999996,1972.1,NA,21.13598,-157.10221
2019-04-26,Pacific,Hawaiian Archipelago,Kaho'olawe,1,25.39142958,34.39510141,NA,NA,NA,8.044097789,NA,231.37630142499998,1961.5,NA,20.57109,-156.60019
2012-03-04,Pacific,Pacific Remote Islands Area,Johnston Atoll,11.9,25.3974,34.886,NA,NA,NA,8.047261483,NA,233.5409979,1974.9,NA,16.74498,-169.51466
2013-08-05,Pacific,Hawaiian Archipelago,Hawai'i (Big Island),12.8,25.4084,34.8509,NA,NA,NA,7.980989726,NA,233.29888018999998,2010.537787,NA,19.3974,-155.66616
2013-08-04,Pacific,Hawaiian Archipelago,Hawai'i (Big Island),7.3,25.4234,35.1491,NA,NA,NA,8.065112742,NA,237.61801391499998,1998.022895,NA,19.3974,-155.66616
2019-05-03,Pacific,Hawaiian Archipelago,Molokai,1,25.42401891,34.51530327,NA,NA,NA,8.035017459,NA,231.79692964999998,1969.3,NA,21.13598,-157.10221
2014-05-03,Pacific,Guam and Marianas Islands,Maug,14.6,25.4418,35.1509,NA,NA,NA,8.082949176,NA,236.16735949999998,1973.9,NA,20.02342,145.22153
2010-11-04,Pacific,Hawaiian Archipelago,Molokai,0.9,25.4515,35.13,NA,NA,NA,8.048074291,NA,236.06476724999996,1994.6,NA,21.13598,-157.10221
2010-11-04,Pacific,Hawaiian Archipelago,Molokai,14.6,25.4525,35.192,NA,NA,NA,8.06378668,NA,236.09554492499998,1984.7,NA,21.13598,-157.10221
2019-04-24,Pacific,Hawaiian Archipelago,Maui,1,25.45395789,34.57631053,NA,NA,NA,8.045799505,NA,232.29963167499997,1966.8,NA,20.74914,-156.15505
2010-10-10,Pacific,Hawaiian Archipelago,Hawai'i (Big Island),0.9,25.4597,35.094,NA,NA,NA,8.042949585,NA,235.0183263,1988.6,NA,19.3974,-155.66616
2014-05-03,Pacific,Guam and Marianas Islands,Maug,13.7,25.4663,35.1534,NA,NA,NA,8.070425646,NA,236.47513625000002,1984.2,NA,20.02342,145.22153
2014-04-23,Pacific,Guam and Marianas Islands,Asuncion Island,14.3,25.4696,35.1742,NA,NA,NA,8.08140812,NA,236.71109842500002,1979.2,NA,19.69003,145.40804
2021-06-15,Pacific,Main Hawaiian Islands,Oahu,1,25.476,34.706,NA,NA,NA,8.027642103,NA,232.5971492,1978.8,NA,21.54324,158.13259
2019-05-04,Pacific,Hawaiian Archipelago,Molokai,1,25.48219286,34.50503571,NA,NA,NA,8.035788368,NA,231.48915290000002,1965.7,NA,21.13598,-157.10221
2016-09-06,Pacific,Hawaiian Archipelago,Pearl and Hermes Atoll,10.4,25.4823,35.1477,NA,NA,NA,8.034190319,NA,235.46973219999998,1997,NA,27.83462,-175.83368
2019-05-04,Pacific,Hawaiian Archipelago,Hawai'i (Big Island),1,25.48446957,34.06562609,NA,NA,NA,8.054954761,NA,231.63278205,1959.1,NA,19.3974,-155.66616
2010-11-04,Pacific,Hawaiian Archipelago,Molokai,15.8,25.4846,35.162,NA,NA,NA,8.026718348,NA,235.22351079999999,1998.9,NA,21.13598,-157.10221
2010-10-15,Pacific,Hawaiian Archipelago,Maui,12.8,25.5029,35.06,NA,NA,NA,8.043830081,NA,235.93139732499995,1995.8,NA,20.74914,-156.15505
2013-08-05,Pacific,Hawaiian Archipelago,Hawai'i (Big Island),13.4,25.5029,34.8469,NA,NA,NA,8.02973601,NA,234.65207196749998,1994.356423,NA,19.3974,-155.66616
2015-01-28,Pacific,Pacific Remote Islands Area,Johnston Atoll,12.2,25.5147,35.112,NA,NA,NA,7.98235101,NA,231.69433739999997,1992.8,NA,16.74498,-169.51466
2014-04-24,Pacific,Guam and Marianas Islands,Asuncion Island,11.6,25.5147,35.1282,NA,NA,NA,8.074698687,NA,236.33150709999995,1980,NA,19.69003,145.40804
2013-08-06,Pacific,Hawaiian Archipelago,Hawai'i (Big Island),12.8,25.5148,34.8643,NA,NA,NA,8.041713798,NA,234.81621956749999,1988.568052,NA,19.3974,-155.66616
2019-05-02,Pacific,Hawaiian Archipelago,Molokai,1,25.51487241,34.40726207,NA,NA,NA,8.048149516,NA,232.46377927499998,1967.6,NA,21.13598,-157.10221
2021-06-14,Pacific,Main Hawaiian Islands,Oahu,1,25.517,34.702,NA,NA,NA,8.039137879,NA,233.07933277499998,1976.1,NA,21.54324,158.13259
2019-05-02,Pacific,Hawaiian Archipelago,Molokai,1,25.51856585,34.40887073,NA,NA,NA,8.027699094,NA,230.69919257499996,1963.7,NA,21.13598,-157.10221
2012-03-04,Pacific,Pacific Remote Islands Area,Johnston Atoll,0.9,25.5249,34.881,NA,NA,NA,8.050325826,NA,234.0744776,1976.9,NA,16.74498,-169.51466
2013-08-20,Pacific,Hawaiian Archipelago,Molokai,14,25.5253,35.3126,NA,NA,NA,8.047311281,NA,238.4336223025,2013.711882,NA,21.13598,-157.10221
2013-08-20,Pacific,Hawaiian Archipelago,Molokai,14,25.527,35.3016,NA,NA,NA,8.047190101,NA,238.11969001750003,2011.080975,NA,21.13598,-157.10221
2010-10-15,Pacific,Hawaiian Archipelago,Maui,0.9,25.5272,35.05,NA,NA,NA,8.029843505,NA,234.741327225,1993.6,NA,20.74914,-156.15505
2019-04-25,Pacific,Hawaiian Archipelago,Kaho'olawe,1,25.53714097,34.47475186,NA,NA,NA,8.059027211,NA,230.411934275,1942.4,NA,20.57109,-156.60019
2019-05-06,Pacific,Hawaiian Archipelago,Kaho'olawe,1,25.54726111,34.42319444,NA,NA,NA,8.044030379,NA,232.46377927499998,1969.6,NA,20.57109,-156.60019
2019-05-06,Pacific,Hawaiian Archipelago,Kaho'olawe,1,25.55849231,34.37391282,NA,NA,NA,8.052098385,NA,232.74077834999997,1967.6,NA,20.57109,-156.60019
2015-01-27,Pacific,Pacific Remote Islands Area,Johnston Atoll,0.9,25.5608,34.784,NA,NA,NA,8.034114359,NA,235.38765839999996,1998.5,NA,16.74498,-169.51466
2019-04-23,Pacific,Hawaiian Archipelago,Maui,1,25.56478338,34.22511989,NA,NA,NA,7.95687735,NA,232.50481617500003,2019.5,NA,20.74914,-156.15505
2008-10-30,Pacific,Hawaiian Archipelago,Hawai'i (Big Island),11.28,25.5685,34.9148,NA,NA,NA,8.050844938,NA,235.644139025,1989.7,NA,19.3974,-155.66616
2012-03-04,Pacific,Pacific Remote Islands Area,Johnston Atoll,14.3,25.5715,34.875,NA,NA,NA,8.034389525,NA,232.71000067500003,1973.6,NA,16.74498,-169.51466
2019-04-24,Pacific,Hawaiian Archipelago,Maui,1,25.57729167,34.41677083,NA,NA,NA,8.058204163,NA,231.13008002499998,1949.3,NA,20.74914,-156.15505
2014-04-28,Pacific,Guam and Marianas Islands,Maug,10.7,25.5787,35.1048,NA,NA,NA,8.068225824,NA,236.013471125,1980.8,NA,20.02342,145.22153
2010-10-18,Pacific,Hawaiian Archipelago,Maui,16.5,25.5792,35.176,NA,NA,NA,8.02490326,NA,235.951915775,2005.6,NA,20.74914,-156.15505
2008-10-30,Pacific,Hawaiian Archipelago,Hawai'i (Big Island),11.2,25.5799,34.9507,NA,NA,NA,8.056108033,NA,235.98269344999997,1989.1,NA,19.3974,-155.66616
2013-08-05,Pacific,Hawaiian Archipelago,Hawai'i (Big Island),13.1,25.6073,34.827,NA,NA,NA,8.054857039,NA,235.557961535,1986.737573,NA,19.3974,-155.66616
2013-08-09,Pacific,Hawaiian Archipelago,Maui,3,25.6106,35.2647,NA,NA,NA,8.048332995,NA,237.39025912,2003.699889,NA,20.74914,-156.15505
2014-04-28,Pacific,Guam and Marianas Islands,Maug,13.7,25.6118,35.0968,NA,NA,NA,8.014600212,NA,236.68032074999996,2018.4,NA,20.02342,145.22153
2019-04-26,Pacific,Hawaiian Archipelago,Kaho'olawe,1,25.615,34.254,NA,NA,NA,8.055931975,NA,231.92004035,1958.5,NA,20.57109,-156.60019
2008-10-30,Pacific,Hawaiian Archipelago,Hawai'i (Big Island),5.9,25.615,34.9276,NA,NA,NA,8.061042857,NA,235.96217500000003,1985.9,NA,19.3974,-155.66616
2014-04-28,Pacific,Guam and Marianas Islands,Maug,0.9,25.6157,34.9574,NA,NA,NA,8.076059864,NA,236.23917407499994,1979,NA,20.02342,145.22153
2019-05-02,Pacific,Hawaiian Archipelago,Molokai,1,25.61621904,34.43125107,NA,NA,NA,8.012682171,NA,230.206749775,1966.8,NA,21.13598,-157.10221
2015-01-26,Pacific,Pacific Remote Islands Area,Johnston Atoll,12.2,25.6276,35.0451,NA,NA,NA,8.03613444,NA,235.40817685,1994.8,NA,16.74498,-169.51466
2010-10-30,Pacific,Hawaiian Archipelago,Kaua'i,9.4,25.6278,35.224,NA,NA,NA,8.027701019,NA,235.84932352500002,2002.3,NA,NA,NA
2010-10-30,Pacific,Hawaiian Archipelago,Kaua'i,0.9,25.628,35.13,NA,NA,NA,8.036816779,NA,235.05936319999995,1990.8,NA,NA,NA
2015-01-27,Pacific,Pacific Remote Islands Area,Johnston Atoll,14.9,25.6286,35.0552,NA,NA,NA,8.021973456,NA,234.95677094999994,1998.9,NA,16.74498,-169.51466
2010-11-03,Pacific,Hawaiian Archipelago,Molokai,0.9,25.6332,35.108,NA,NA,NA,8.049470521,NA,236.33150709999995,1994.7,NA,21.13598,-157.10221
2010-10-30,Pacific,Hawaiian Archipelago,Kaua'i,10.4,25.6353,35.127,NA,NA,NA,8.02811207,NA,235.77750895,2002.1,NA,NA,NA
2019-05-06,Pacific,Hawaiian Archipelago,Kaho'olawe,1,25.63566525,34.30290284,NA,NA,NA,8.051785363,NA,232.66896377499998,1967,NA,20.57109,-156.60019
2008-10-30,Pacific,Hawaiian Archipelago,Hawai'i (Big Island),0.91,25.637,34.8962,NA,NA,NA,8.054441377,NA,235.70569437500004,1987.8,NA,19.3974,-155.66616
2010-11-03,Pacific,Hawaiian Archipelago,Molokai,15.2,25.6378,35.11,NA,NA,NA,8.019311761,NA,234.597698075,1996.8,NA,21.13598,-157.10221
2019-05-06,Pacific,Hawaiian Archipelago,Kaho'olawe,1,25.63893333,34.36787222,NA,NA,NA,8.051768018,NA,232.44326082499998,1964.5,NA,20.57109,-156.60019
2013-08-05,Pacific,Hawaiian Archipelago,Hawai'i (Big Island),5.5,25.644,34.724,NA,NA,NA,8.062684647,NA,230.54120050999995,1938.445585,NA,19.3974,-155.66616
2010-10-30,Pacific,Hawaiian Archipelago,Kaua'i,0.9,25.6482,35.213,NA,NA,NA,8.032698051,NA,236.033989575,2001.1,NA,NA,NA
2021-06-14,Pacific,Main Hawaiian Islands,Oahu,1,25.653,34.657,NA,NA,NA,8.035882118,NA,233.34607262499998,1979.5,NA,21.54324,158.13259
2010-10-08,Pacific,Hawaiian Archipelago,Hawai'i (Big Island),15.5,25.6587,35.064,NA,NA,NA,8.03948317,NA,236.55721005,2002.4,NA,19.3974,-155.66616
2013-08-21,Pacific,Hawaiian Archipelago,Molokai,14,25.6588,35.3306,NA,NA,NA,8.044914466,NA,237.64468789999998,2006.950427,NA,21.13598,-157.10221
2014-04-24,Pacific,Guam and Marianas Islands,Asuncion Island,13.7,25.6592,35.1158,NA,NA,NA,8.07332675,NA,236.2494333,1979,NA,19.69003,145.40804
2016-07-20,Pacific,Hawaiian Archipelago,Molokai,13.1,25.6627,34.9111,NA,NA,NA,8.043625787,NA,235.28506614999998,1989.9,NA,21.13598,-157.10221
2019-04-26,Pacific,Hawaiian Archipelago,Lana'i,1,25.66319856,34.40394474,NA,NA,NA,8.042211397,NA,232.114965625,1966.7,NA,20.79023,-156.86916
2014-04-24,Pacific,Guam and Marianas Islands,Asuncion Island,11.6,25.6664,35.1319,NA,NA,NA,8.061666724,NA,235.890360425,1982.7,NA,19.69003,145.40804
2015-01-28,Pacific,Pacific Remote Islands Area,Johnston Atoll,14.6,25.667,35.0862,NA,NA,NA,8.014898341,NA,233.87955232499996,1992.9,NA,16.74498,-169.51466
2019-04-26,Pacific,Hawaiian Archipelago,Lana'i,1,25.67245306,34.45364082,NA,NA,NA,8.045421136,NA,232.53559385,1968.1,NA,20.79023,-156.86916
2019-05-06,Pacific,Hawaiian Archipelago,Kaho'olawe,1,25.67475227,34.37825227,NA,NA,NA,8.049837617,NA,232.9254444,1969.5,NA,20.57109,-156.60019
2019-05-04,Pacific,Hawaiian Archipelago,Hawai'i (Big Island),1,25.68024839,33.91252903,NA,NA,NA,8.058055549,NA,230.781266375,1949.2,NA,19.3974,-155.66616
2008-10-20,Pacific,Hawaiian Archipelago,Lana'i,14.9,25.6889,34.9817,NA,NA,NA,8.050701527,NA,236.259692525,1993.5,NA,20.79023,-156.86916
2010-10-18,Pacific,Hawaiian Archipelago,Maui,0.9,25.6998,35.182,NA,NA,NA,8.041651885,NA,236.37254399999998,1998.6,NA,20.74914,-156.15505
2016-07-20,Pacific,Hawaiian Archipelago,Molokai,16.8,25.7065,34.9281,NA,NA,NA,8.022856943,NA,233.68462705000002,1987.3,NA,21.13598,-157.10221
2015-01-29,Pacific,Pacific Remote Islands Area,Johnston Atoll,7.6,25.7088,35.0727,NA,NA,NA,8.05249792,NA,235.15169622499997,1981.9,NA,16.74498,-169.51466
2010-10-09,Pacific,Hawaiian Archipelago,Hawai'i (Big Island),0.9,25.7091,35.246,NA,NA,NA,8.044602869,NA,235.55180599999997,1989,NA,19.3974,-155.66616
2013-08-06,Pacific,Hawaiian Archipelago,Hawai'i (Big Island),21.3,25.7108,34.8455,NA,NA,NA,8.033298181,NA,236.71827988249996,2008.648433,NA,19.3974,-155.66616
2019-05-01,Pacific,Hawaiian Archipelago,Molokai,1,25.71106776,34.3754023,NA,NA,NA,8.04187357,NA,231.99185492499998,1965.6,NA,21.13598,-157.10221
2012-03-03,Pacific,Pacific Remote Islands Area,Johnston Atoll,11,25.7168,34.88,NA,NA,NA,8.028105572,NA,233.28451727499998,1981.1,NA,16.74498,-169.51466
2008-11-02,Pacific,Hawaiian Archipelago,Hawai'i (Big Island),11.28,25.7213,34.8904,NA,NA,NA,8.045920838,NA,234.79262334999999,1983.9,NA,19.3974,-155.66616
2021-06-09,Pacific,Main Hawaiian Islands,Oahu,1,25.723,34.604,NA,NA,NA,8.044589895,NA,233.43840565000002,1975,NA,21.54324,158.13259
2015-01-27,Pacific,Pacific Remote Islands Area,Johnston Atoll,0.9,25.7282,34.8957,NA,NA,NA,8.064228454,NA,236.65980229999997,1989.4,NA,16.74498,-169.51466
2014-05-04,Pacific,Guam and Marianas Islands,Maug,0.9,25.7348,33.6505,NA,NA,NA,8.092850314,NA,236.40332167499997,1979.3,NA,20.02342,145.22153
2014-05-04,Pacific,Guam and Marianas Islands,Maug,0.9,25.737,34.9291,NA,NA,NA,8.067625704,NA,236.10580415,1982.1,NA,20.02342,145.22153
2010-10-09,Pacific,Hawaiian Archipelago,Hawai'i (Big Island),13.7,25.7374,35.118,NA,NA,NA,8.033313988,NA,236.08528569999999,2000.9,NA,19.3974,-155.66616
2010-11-03,Pacific,Hawaiian Archipelago,Molokai,10.7,25.7377,35.121,NA,NA,NA,8.02589757,NA,235.55180599999997,2000.6,NA,21.13598,-157.10221
2008-11-02,Pacific,Hawaiian Archipelago,Hawai'i (Big Island),10.9,25.7409,34.9155,NA,NA,NA,8.06043141,NA,235.70569437500004,1982.8,NA,19.3974,-155.66616
2010-10-10,Pacific,Hawaiian Archipelago,Hawai'i (Big Island),13.1,25.7421,35.014,NA,NA,NA,8.041694028,NA,236.18787794999997,1997.5,NA,19.3974,-155.66616
2010-10-24,Pacific,Hawaiian Archipelago,Oahu,0.9,25.7458,35.336,NA,NA,NA,8.049811074,NA,237.34717037499996,2000.7,NA,21.54324,158.13259
2015-01-29,Pacific,Pacific Remote Islands Area,Johnston Atoll,14.6,25.7473,35.0492,NA,NA,NA,8.063264444,NA,236.280210975,1985,NA,16.74498,-169.51466
2019-05-06,Pacific,Hawaiian Archipelago,Kaho'olawe,1,25.74855283,34.45818491,NA,NA,NA,8.051063959,NA,232.84337059999996,1966.8,NA,20.57109,-156.60019
2013-08-07,Pacific,Hawaiian Archipelago,Hawai'i (Big Island),0.9,25.7506,34.4863,NA,NA,NA,8.055039881,NA,235.5774540625,1988.340239,NA,19.3974,-155.66616
2010-10-10,Pacific,Hawaiian Archipelago,Hawai'i (Big Island),10.1,25.7532,35.149,NA,NA,NA,8.040108848,NA,236.23917407499994,1997.9,NA,19.3974,-155.66616
2013-08-10,Pacific,Hawaiian Archipelago,Maui,4.6,25.7533,35.2534,NA,NA,NA,8.052498993,NA,237.802679965,2003.57739,NA,20.74914,-156.15505
2014-04-24,Pacific,Guam and Marianas Islands,Asuncion Island,13.7,25.7559,35.131,NA,NA,NA,8.076937969,NA,236.32124787499998,1976.3,NA,19.69003,145.40804
2008-11-02,Pacific,Hawaiian Archipelago,Hawai'i (Big Island),1,25.7637,34.7226,NA,NA,NA,8.024439767,NA,232.258594775,1975,NA,19.3974,-155.66616
2010-10-11,Pacific,Hawaiian Archipelago,Hawai'i (Big Island),13.4,25.7664,35.002,NA,NA,NA,8.02869753,NA,234.87469715,1993.4,NA,19.3974,-155.66616
2013-08-09,Pacific,Hawaiian Archipelago,Maui,0.9,25.7687,35.1339,NA,NA,NA,8.044022398,NA,236.731616875,2000.071935,NA,20.74914,-156.15505
2014-05-03,Pacific,Guam and Marianas Islands,Maug,14.3,25.7722,35.1461,NA,NA,NA,8.073067436,NA,236.12632259999998,1976.7,NA,20.02342,145.22153
2010-10-31,Pacific,Hawaiian Archipelago,Kaua'i,0.9,25.7748,35.331,NA,NA,NA,8.014406678,NA,235.66465747499998,2006.6,NA,NA,NA
2010-10-08,Pacific,Hawaiian Archipelago,Hawai'i (Big Island),0.9,25.7759,35.283,NA,NA,NA,8.052199897,NA,235.14143699999997,1979.9,NA,19.3974,-155.66616
2021-06-10,Pacific,Main Hawaiian Islands,Oahu,1,25.776,34.639,NA,NA,NA,8.044686407,NA,233.23322114999996,1972.4,NA,21.54324,158.13259
2010-10-20,Pacific,Hawaiian Archipelago,Maui,0.9,25.7762,35.036,NA,NA,NA,8.045024998,NA,235.685175925,1990.9,NA,20.74914,-156.15505
2015-01-27,Pacific,Pacific Remote Islands Area,Johnston Atoll,14.3,25.7766,35.0323,NA,NA,NA,8.045949203,NA,235.46973219999998,1988.2,NA,16.74498,-169.51466
2013-08-20,Pacific,Hawaiian Archipelago,Molokai,15.2,25.7767,35.2904,NA,NA,NA,8.038197479,NA,237.65802489249998,2010.217923,NA,21.13598,-157.10221
2012-05-05,Pacific,Pacific Remote Islands Area,Jarvis Island,14.307,25.777,35.47,NA,NA,NA,7.964554252,NA,238.78346187500003,2061.5,NA,-0.37641,-159.99755
2019-04-25,Pacific,Hawaiian Archipelago,Maui,1,25.7776,34.41244737,NA,NA,NA,8.051100044,NA,232.58688997499996,1964.6,NA,20.74914,-156.15505
2010-10-11,Pacific,Hawaiian Archipelago,Hawai'i (Big Island),0.9,25.7793,35.015,NA,NA,NA,8.052188694,NA,235.910878875,1988.7,NA,19.3974,-155.66616
2008-11-02,Pacific,Hawaiian Archipelago,Hawai'i (Big Island),5.2,25.7875,34.8804,NA,NA,NA,8.061772489,NA,235.81854584999996,1983,NA,19.3974,-155.66616
2010-10-31,Pacific,Hawaiian Archipelago,Kaua'i,13.7,25.7883,35.196,NA,NA,NA,8.035446593,NA,236.6187654,2003.3,NA,NA,NA
2010-10-09,Pacific,Hawaiian Archipelago,Hawai'i (Big Island),0.9,25.7911,35.153,NA,NA,NA,8.060173506,NA,235.75699049999997,1981.4,NA,19.3974,-155.66616
2012-05-04,Pacific,Pacific Remote Islands Area,Jarvis Island,14.247,25.7954,35.487,NA,NA,NA,7.974580998,NA,239.25538622499997,2059.9,NA,-0.37641,-159.99755
