Date,Ocean,Region,Location,Depth (m),Temperature (ºC),Salinity (PSU),Phosphate (µmol/kg),Silicate (µmol/kg),Nitrate (µmol/kg),pH,Chlorophyll (µg/L),Alkalinity (µEq/L),Dissolved Organic Carbon (µmol/kg),Iron (mg/L)
4/21/15,Pacific,Pacific Remote Islands Area,Palmyra Atoll,14.3,28.9237,34.68445,,,,8.019305949,,2279.3,1964.1,
4/21/15,Pacific,Pacific Remote Islands Area,Palmyra Atoll,14.3,28.92734,34.69086,,,,8.004824384,,2273.5,1967.5,
4/28/15,Pacific,Pacific Remote Islands Area,Kingman Reef,7.6,28.92808,34.51482,,,,7.965518247,,2220.7,1943.7,
5/2/11,Pacific,Guam and Marianas Islands,Tinian,12.8,28.9306,34.498,,,,8.027789325,,2259.4,1942.4,
2/12/06,Pacific,American Samoa,Swains Island,1,28.9365,34.8127,,,,8.080637479,,2282.3,1927.4,
9/4/19,Pacific,Hawaiian Archipelago,Pearl and Hermes Atoll,1,28.93892956,35.37718603,,,,8.013076532,,2328.6,2007.2,
2/12/06,Pacific,American Samoa,Swains Island,1,28.9401,34.1914,,,,8.074847151,,2272.2,1927.2,
2/12/06,Pacific,American Samoa,Swains Island,1,28.9401,34.1914,,,,8.076040736,,2278.6,1932.2,
5/1/11,Pacific,Guam and Marianas Islands,Rota,0.9,28.9404,34.491,,,,8.055808364,,2266.6,1931.8,
5/10/17,Pacific,Guam and Marianas Islands,Rota,14,28.9407,34.1977,,,,8.042571594,,2245.8,1923.4,
4/2/12,Pacific,American Samoa,Tutuila,14.9,28.9465,35.478,,,,8.059120867,,2326,1974.4,
5/11/17,Pacific,Guam and Marianas Islands,Rota,12.8,28.9474,34.1928,,,,8.054738926,,2246.9,1916.9,
5/1/11,Pacific,Guam and Marianas Islands,Rota,12.5,28.9497,34.543,,,,8.054412668,,2266.9,1932.2,
3/2/06,Pacific,American Samoa,Ta'u,1,28.9497,34.6229,,,,8.065618857,,2276,1932.8,
4/21/15,Pacific,Pacific Remote Islands Area,Palmyra Atoll,14.3,28.95082,34.63675,,,,8.015300944,,2266.3,1954.9,
4/26/11,Pacific,Guam and Marianas Islands,Saipan,0.9,28.9512,34.814,,,,8.104693622,,2258.8,1890.7,
3/26/12,Pacific,American Samoa,Tutuila,0.9,28.9545,35.253,,,,8.071594676,,2287.6,1934.2,
8/31/19,Pacific,Hawaiian Archipelago,Lisianski Island,1,28.9549056,35.53715482,,,,7.948338119,,2254.5,1977,
5/6/17,Pacific,Guam and Marianas Islands,Guam,13.7,28.95558889,34.1424063,,,,7.995436696,,2235.9,1942.8,
5/6/17,Pacific,Guam and Marianas Islands,Guam,12.2,28.95558889,34.1424063,,,,7.997809748,,2234,1939.7,
4/28/15,Pacific,Pacific Remote Islands Area,Kingman Reef,7.6,28.96026,34.56323,,,,7.974772791,,2248.4,1963.1,
4/21/15,Pacific,Pacific Remote Islands Area,Palmyra Atoll,14.3,28.96131,34.65786,,,,7.995595111,,2265.2,1965.4,
5/18/17,Pacific,Guam and Marianas Islands,Saipan,0.9,28.9616,34.5313,,,,8.036518676,,2257.3,1934.9,
4/1/12,Pacific,American Samoa,Tutuila,0.9,28.9656,35.457,,,,8.0436746,,2329.4,1987.7,
3/13/08,Pacific,American Samoa,Rose Atoll,10.8,28.9664,34.9436,,,,7.879930833,,2288.7,2049.5,
3/3/06,Pacific,American Samoa,Ta'u,30,28.967,34.9671,,,,8.059832543,,2293.1,1948.3,
3/3/06,Pacific,American Samoa,Ta'u,30,28.967,34.9671,,,,8.061176973,,2294.3,1948.5,
3/22/12,Pacific,American Samoa,Swains Island,0.9,28.9674,35.47,,,,8.074681425,,2336.9,1974.1,
4/27/15,Pacific,Pacific Remote Islands Area,Kingman Reef,12.8,28.968,34.5805,,,,8.013156941,,2260.3,1951.1,
2/12/06,Pacific,American Samoa,Swains Island,1,28.968,34.8398,,,,8.077139828,,2285,1931.5,
4/24/15,Pacific,Pacific Remote Islands Area,Kingman Reef,14.6,28.9685,34.5449,,,,8.098154402,,2309.2,1941.4,
4/26/15,Pacific,Pacific Remote Islands Area,Kingman Reef,14.6,28.973,34.5046,,,,8.012302372,,2254.1,1946.5,
4/28/15,Pacific,Pacific Remote Islands Area,Kingman Reef,14.6,28.9739,34.5699,,,,8.030587234,,2259.5,1939.8,
5/8/17,Pacific,Guam and Marianas Islands,Guam,0.9,28.9741,34.0687,,,,8.043724995,,2247.5,1925.2,
3/14/08,Pacific,American Samoa,Rose Atoll,7.9,28.9765,35.0265,,,,8.067189363,,2298.4,1948.1,
2/12/06,Pacific,American Samoa,Swains Island,1,28.9779,34.8636,,,,8.069727078,,2287.5,1938.2,
3/14/08,Pacific,American Samoa,Rose Atoll,7.8,28.978,34.998,,,,8.07228901,,2298.7,1945.3,
2/26/06,Pacific,American Samoa,Ofu and Olosega Islands,1,28.983,34.6307,,,,8.084635678,,2278.9,1922.9,
2/26/06,Pacific,American Samoa,Ofu and Olosega Islands,1,28.983,34.6307,,,,8.084792559,,2279.4,1923.2,
2/26/06,Pacific,American Samoa,Ofu and Olosega Islands,30,28.9843,34.6851,,,,8.07087681,,2277.5,1929.5,
2/12/06,Pacific,American Samoa,Swains Island,30,28.9844,34.8658,,,,8.070885829,,2290.6,1939.6,
2/28/06,Pacific,American Samoa,Ofu and Olosega Islands,30,28.9885,34.6518,,,,8.073000603,,2272.9,1924.2,
5/18/17,Pacific,Guam and Marianas Islands,Saipan,0.9,28.9893,34.4586,,,,8.051422858,,2258.4,1927,
3/13/08,Pacific,American Samoa,Rose Atoll,10.3,28.9901,34.954,,,,8.066778873,,2286.7,1938.4,
4/20/15,Pacific,Pacific Remote Islands Area,Palmyra Atoll,19.8,28.9969,34.7111,,,,8.03557928,,2282.4,1955.9,
2/6/15,Pacific,Pacific Remote Islands Area,Howland Island,12.8,28.9999,35.3998,,,,7.99571465,,2320.2,2009.3,
5/12/17,Pacific,Guam and Marianas Islands,Rota,13.7,29.0039,34.2023,,,,7.980199167,,2210.4,1927.5,
2/12/06,Pacific,American Samoa,Swains Island,30,29.004,34.864,,,,8.071921893,,2282.3,1931.3,
4/18/15,Pacific,Pacific Remote Islands Area,Palmyra Atoll,14,29.0046,34.7798,,,,7.980548023,,2268.1,1975.6,
3/14/08,Pacific,American Samoa,Rose Atoll,9.45,29.0059,35.0043,,,,8.052892454,,2281.8,1942.3,
9/2/19,Pacific,Hawaiian Archipelago,Kure Atoll,1,29.0068206,35.45221606,,,,8.017019297,,2335,2009.3,
2/24/10,Pacific,American Samoa,Tutuila,15.2,29.0072,35.3709533,,,,8.05470858,,2314.8,1967.6,
4/6/12,Pacific,American Samoa,Tutuila,14.3,29.0075,35.441,,,,8.058579665,,2321,1970,
9/4/19,Pacific,Hawaiian Archipelago,Pearl and Hermes Atoll,1,29.00855984,35.44135824,,,,8.019151745,,2330.3,2003.8,
4/26/15,Pacific,Pacific Remote Islands Area,Kingman Reef,13.4,29.0103,34.5544,,,,8.093623764,,2300.8,1936.5,
2/12/06,Pacific,American Samoa,Swains Island,30,29.0107,34.8788,,,,8.075565038,,2292.8,1938.2,
2/28/06,Pacific,American Samoa,Ofu and Olosega Islands,1,29.012,34.6614,,,,8.078403002,,2271.8,1920,
6/14/18,Pacific,Pacific Remote Islands Area,Baker Island,1,29.016805,35.40626,,,,8.000596189,,2311.5,1998.5,
4/25/15,Pacific,Pacific Remote Islands Area,Kingman Reef,0.9,29.0183,34.5669,,,,8.033421746,,2265.2,1943.1,
3/13/08,Pacific,American Samoa,Rose Atoll,10.97,29.0211,35.0141,,,,8.0762952,,2294.2,1938.1,
3/4/06,Pacific,American Samoa,Ta'u,30,29.0215,34.9132,,,,8.067360676,,2288.4,1939.1,
2/12/06,Pacific,American Samoa,Swains Island,30,29.0233,34.8627,,,,8.074780473,,2281.9,1929,
4/24/15,Pacific,Pacific Remote Islands Area,Kingman Reef,0.9,29.0244,34.5421,,,,8.037042069,,2267.3,1942.9,
5/2/11,Pacific,Guam and Marianas Islands,Rota,12.5,29.0249,34.58,,,,8.040614209,,2267.9,1940.7,
2/28/06,Pacific,American Samoa,Ofu and Olosega Islands,30,29.0269,34.6894,,,,8.082048505,,2282,1925.7,
2/18/10,Pacific,American Samoa,Tutuila,0.9,29.0279,35.41312775,,,,8.031539274,,2315.9,1983.1,
2/28/06,Pacific,American Samoa,Ofu and Olosega Islands,30,29.0292,34.6899,,,,8.059696211,,2271.7,1930.9,
2/28/06,Pacific,American Samoa,Ofu and Olosega Islands,30,29.0292,34.6899,,,,8.062908708,,2273.7,1930.6,
9/2/19,Pacific,Hawaiian Archipelago,Kure Atoll,1,29.03007407,35.50102056,,,,8.018969373,,2332.8,2005.5,
5/3/11,Pacific,Guam and Marianas Islands,Tinian,0.9,29.0307,34.479,,,,8.052707629,,2246.3,1914.8,
4/24/15,Pacific,Pacific Remote Islands Area,Kingman Reef,0.9,29.0308,34.4081,,,,8.106388312,,2310.8,1938.2,
9/4/19,Pacific,Hawaiian Archipelago,Pearl and Hermes Atoll,1,29.03181733,35.44215947,,,,8.015369973,,2329.7,2005.4,
9/2/19,Pacific,Hawaiian Archipelago,Kure Atoll,1,29.03401737,35.50966756,,,,8.017783937,,2334.2,2007.4,
2/28/06,Pacific,American Samoa,Ofu and Olosega Islands,1,29.0347,34.5816,,,,8.077625956,,2277.8,1926.3,
2/28/06,Pacific,American Samoa,Ofu and Olosega Islands,1,29.0347,34.5816,,,,8.081920695,,2279.2,1924.8,
2/27/06,Pacific,American Samoa,Ofu and Olosega Islands,30,29.0362,34.6318,,,,8.079359552,,2276.6,1923.1,
4/1/12,Pacific,American Samoa,Tutuila,0.9,29.0373,35.472,,,,8.016170922,,2318.5,1994.6,
2/27/06,Pacific,American Samoa,Ofu and Olosega Islands,30,29.0399,34.6383,,,,8.082816006,,2276.6,1920.7,
4/17/15,Pacific,Pacific Remote Islands Area,Palmyra Atoll,14.6,29.0425,34.6585,,,,8.015239661,,2262.6,1950.6,
4/18/15,Pacific,Pacific Remote Islands Area,Palmyra Atoll,13.7,29.0425,34.8697,,,,8.015042345,,2286.4,1970.6,
5/21/17,Pacific,Guam and Marianas Islands,Aguijan (Goat Is.),10.4,29.04279815,34.41330111,,,,8.010598315,,2263,1955.7,
5/21/17,Pacific,Guam and Marianas Islands,Aguijan (Goat Is.),8.9,29.04279815,34.41330111,,,,8.011708164,,2261.3,1953.5,
2/27/06,Pacific,American Samoa,Ofu and Olosega Islands,1,29.0446,34.4572,,,,8.07708978,,2272.1,1922.5,
2/27/06,Pacific,American Samoa,Ofu and Olosega Islands,1,29.0446,34.4572,,,,8.079563419,,2273.9,1922.5,
8/5/19,Pacific,Hawaiian Archipelago,Oahu,1,29.04471633,34.70623602,,,,8.051352442,,2182.6,1856.7,
2/26/06,Pacific,American Samoa,Ofu and Olosega Islands,1,29.0468,34.6874,,,,8.089159204,,2282,1921.5,
3/3/06,Pacific,American Samoa,Ta'u,1,29.048,34.9398,,,,8.066490735,,2296.4,1947,
3/3/06,Pacific,American Samoa,Ta'u,1,29.048,34.9398,,,,8.068084987,,2297.8,1947.2,
5/21/17,Pacific,Guam and Marianas Islands,Aguijan (Goat Is.),10.4,29.04844502,34.45103616,,,,8.039695298,,2264,1938.6,
5/21/17,Pacific,Guam and Marianas Islands,Aguijan (Goat Is.),8.9,29.04844502,34.45103616,,,,8.040165164,,2264.1,1938.4,
8/31/19,Pacific,Hawaiian Archipelago,Lisianski Island,1,29.05073433,35.57521526,,,,7.901067477,,2221.9,1972,
2/20/10,Pacific,American Samoa,Tutuila,1,29.0513,35.50574299,,,,8.003418702,,2322.4,2005.5,
5/22/17,Pacific,Guam and Marianas Islands,Aguijan (Goat Is.),9.4,29.0515,34.4642,,,,8.051987985,,2263.7,1930.6,
4/18/15,Pacific,Pacific Remote Islands Area,Palmyra Atoll,0.9,29.0516,34.7902,,,,8.033452651,,2287.2,1960.8,
5/21/17,Pacific,Guam and Marianas Islands,Aguijan (Goat Is.),8.9,29.05311667,34.46095037,,,,8.046054089,,2264.4,1934.9,
5/21/17,Pacific,Guam and Marianas Islands,Aguijan (Goat Is.),10.4,29.05311667,34.46095037,,,,8.046564903,,2265.2,1935.3,
5/30/17,Pacific,Guam and Marianas Islands,Agrihan,14.3,29.0532,34.6442,,,,8.045074536,,2274.8,1943.3,
5/28/17,Pacific,Guam and Marianas Islands,Guguan,16.2,29.0534,34.6256,,,,8.045226258,,2277.8,1946,
4/28/15,Pacific,Pacific Remote Islands Area,Kingman Reef,14.3,29.0583,34.5927,,,,8.019855065,,2260.5,1946.3,
5/10/17,Pacific,Guam and Marianas Islands,Rota,11.3,29.059,34.2183,,,,8.045089086,,2243.6,1918.7,
2/25/10,Pacific,American Samoa,Tutuila,15.2,29.0591,35.46119661,,,,8.056925971,,2328.5,1977.1,
6/15/18,Pacific,Pacific Remote Islands Area,Baker Island,2,29.05941333,35.02003333,,,,7.986544262,,2314.5,2012.2,
6/15/18,Pacific,Pacific Remote Islands Area,Baker Island,2,29.05941333,35.02003333,,,,8.006059071,,2328,2012.6,
4/15/15,Pacific,Pacific Remote Islands Area,Palmyra Atoll,11.9,29.0601,34.8228,,,,8.006666206,,2275.4,1966,
5/6/17,Pacific,Guam and Marianas Islands,Guam,13.7,29.06093259,34.14051667,,,,8.015776438,,2241.9,1935.4,
5/6/17,Pacific,Guam and Marianas Islands,Guam,12.2,29.06093259,34.14051667,,,,8.020791724,,2241,1931.6,
4/18/15,Pacific,Pacific Remote Islands Area,Palmyra Atoll,14.3,29.061,34.9141,,,,8.020075537,,2285.5,1966.2,
8/3/18,Pacific,Pacific Remote Islands Area,Palmyra Atoll,1,29.06183752,34.25899586,,,,8.01251665,,2254.2,1947.8,
5/11/17,Pacific,Guam and Marianas Islands,Rota,15.2,29.0624,34.1935,,,,8.037107632,,2239.2,1919.7,
6/15/18,Pacific,Pacific Remote Islands Area,Baker Island,1,29.06247407,35.25637997,,,,7.997003759,,2305.2,1995.7,
3/4/06,Pacific,American Samoa,Ta'u,30,29.0634,34.9259,,,,8.058953395,,2295,1949.8,
3/2/15,Pacific,American Samoa,Tutuila,13.7,29.064,35.0716,,,,8.042220902,,2301.7,1965.7,
5/6/17,Pacific,Guam and Marianas Islands,Guam,13.7,29.0649,34.1358,,,,8.039184675,,2237.1,1917,
4/16/15,Pacific,Pacific Remote Islands Area,Palmyra Atoll,14.3,29.0659,34.7332,,,,8.03196304,,2282.9,1957.9,
9/1/19,Pacific,Hawaiian Archipelago,Lisianski Island,1,29.06808721,35.56534541,,,,7.921536706,,2235.4,1973.3,
3/22/12,Pacific,American Samoa,Swains Island,0.9,29.0689,35.457,,,,8.076711205,,2336.3,1971.3,
4/18/15,Pacific,Pacific Remote Islands Area,Palmyra Atoll,15.2,29.0705,34.8892,,,,8.019216363,,2284.6,1966,
6/16/18,Pacific,Pacific Remote Islands Area,Baker Island,1,29.07212807,35.33365789,,,,7.996595226,,2289.2,1980.8,
5/22/17,Pacific,Guam and Marianas Islands,Aguijan (Goat Is.),8.5,29.0728,34.461,,,,8.044427298,,2263,1934.5,
4/15/15,Pacific,Pacific Remote Islands Area,Palmyra Atoll,15.2,29.0743,34.8177,,,,8.020847773,,2276.7,1958.4,
5/6/17,Pacific,Guam and Marianas Islands,Guam,12.2,29.07597704,34.13482333,,,,8.02468935,,2236.7,1925.3,
5/6/17,Pacific,Guam and Marianas Islands,Guam,13.7,29.07597704,34.13482333,,,,8.033498554,,2239.7,1922.7,
5/7/17,Pacific,Guam and Marianas Islands,Guam,12.2,29.0802,34.1133,,,,8.033085371,,2239.8,1923.2,
5/7/17,Pacific,Guam and Marianas Islands,Guam,12.2,29.08191556,34.14842481,,,,8.026097909,,2236.7,1924.3,
5/7/17,Pacific,Guam and Marianas Islands,Guam,13.7,29.08191556,34.14842481,,,,8.047258411,,2245.1,1919,
5/10/17,Pacific,Guam and Marianas Islands,Rota,13.7,29.0839,34.2221,,,,8.046200122,,2246.7,1920.5,
5/3/11,Pacific,Guam and Marianas Islands,Tinian,10.7,29.0883,34.468,,,,8.050518159,,2254.3,1922.7,
5/2/11,Pacific,Guam and Marianas Islands,Rota,0.9,29.0883,34.531,,,,8.056583472,,2266.3,1929.3,
9/13/13,Pacific,Hawaiian Archipelago,Lisianski Island,0.9,29.0902,35.5229,,,,7.889827171,,2215.34,1971.912096,
5/28/17,Pacific,Guam and Marianas Islands,Guguan,12.8,29.0914,34.6268,,,,8.046092388,,2277.4,1944.8,
5/29/17,Pacific,Guam and Marianas Islands,Agrihan,14.6,29.0922,34.768,,,,8.044903991,,2286.7,1952.7,
5/20/17,Pacific,Guam and Marianas Islands,Saipan,14.3,29.0941,34.4957,,,,8.04905565,,2262.5,1930.6,
5/6/17,Pacific,Guam and Marianas Islands,Guam,13.7,29.09965593,34.13453556,,,,8.032183948,,2238.5,1922.2,
5/6/17,Pacific,Guam and Marianas Islands,Guam,12.2,29.09965593,34.13453556,,,,8.032960941,,2240.8,1923.8,
4/16/15,Pacific,Pacific Remote Islands Area,Palmyra Atoll,8.5,29.0999,34.7955,,,,8.021438324,,2274.9,1956.5,
5/31/17,Pacific,Guam and Marianas Islands,Pagan,14.3,29.1006,34.6888,,,,8.045228094,,2279.7,1946.8,
2/25/10,Pacific,American Samoa,Tutuila,13.7,29.1012,35.41901319,,,,8.056372321,,2318.6,1968.6,
6/13/18,Pacific,Pacific Remote Islands Area,Baker Island,1,29.10699063,35.40991721,,,,8.023471051,,2256.9,1934.4,
8/31/19,Pacific,Hawaiian Archipelago,Lisianski Island,1,29.10755911,35.60082003,,,,7.884405151,,2207.1,1966.5,
4/23/14,Pacific,Guam and Marianas Islands,Pagan,0.9,29.1087,34.5878,,,,8.049122113,,2266.6,1933.6,
5/6/17,Pacific,Guam and Marianas Islands,Guam,13.7,29.10896926,34.12275148,,,,8.045182972,,2240.5,1916.1,
5/6/17,Pacific,Guam and Marianas Islands,Guam,12.2,29.10896926,34.12275148,,,,8.055749458,,2249,1917.2,
2/28/06,Pacific,American Samoa,Ofu and Olosega Islands,1,29.1091,34.6204,,,,8.091245246,,2277.7,1916.3,
4/28/15,Pacific,Pacific Remote Islands Area,Kingman Reef,7.6,29.11162,34.58023,,,,7.98912513,,2256.8,1961,
5/29/17,Pacific,Guam and Marianas Islands,Agrihan,12.2,29.1121,34.6464,,,,8.015410303,,2278.2,1964.1,
5/8/17,Pacific,Guam and Marianas Islands,Guam,15.5,29.1124,34.2159,,,,8.041092855,,2244.3,1921.2,
5/5/11,Pacific,Guam and Marianas Islands,Guam,0.9,29.1125,34.463,,,,8.03544681,,2266.2,1942.7,
2/24/10,Pacific,American Samoa,Tutuila,14,29.1128,35.34643688,,,,8.033259053,,2312.2,1978.3,
3/3/06,Pacific,American Samoa,Ta'u,30,29.1161,34.9613,,,,8.075780826,,2299.4,1942.2,
4/3/12,Pacific,American Samoa,Tutuila,15.2,29.1162,35.409,,,,8.073440103,,2333.1,1970.2,
2/27/06,Pacific,American Samoa,Ofu and Olosega Islands,1,29.1177,34.6294,,,,8.083914858,,2279.4,1922.4,
5/21/17,Pacific,Guam and Marianas Islands,Aguijan (Goat Is.),8.9,29.11966,34.41687111,,,,8.019212512,,2261.1,1948.1,
5/21/17,Pacific,Guam and Marianas Islands,Aguijan (Goat Is.),10.4,29.11966,34.41687111,,,,8.021618516,,2263.6,1948.9,
5/8/17,Pacific,Guam and Marianas Islands,Guam,0.9,29.1203,34.4768,,,,8.022086735,,2254.9,1940.5,
5/14/17,Pacific,Guam and Marianas Islands,Guam,0.9,29.1203,34.4768,,,,8.036783911,,2241.6,1919.6,
3/10/10,Pacific,American Samoa,Ofu and Olosega Islands,13.7,29.1223,35.50672429,,,,8.029730259,,2323,1988.7,
4/16/15,Pacific,Pacific Remote Islands Area,Palmyra Atoll,0.9,29.1227,34.728,,,,8.025099546,,2281.1,1960.3,
5/5/11,Pacific,Guam and Marianas Islands,Guam,10.4,29.1243,34.531,,,,8.053265805,,2263.5,1928.3,
3/9/06,Pacific,American Samoa,Rose Atoll,30,29.1248,35.1208,,,,8.076172896,,2309,1949,
3/9/06,Pacific,American Samoa,Rose Atoll,30,29.1248,35.1208,,,,8.080751458,,2311.3,1948,
2/24/10,Pacific,American Samoa,Tutuila,15.2,29.1262,35.24565335,,,,8.054061747,,2314.6,1967.8,
5/14/17,Pacific,Guam and Marianas Islands,Guam,16.5,29.1262,34.2182,,,,8.039528453,,2241.3,1919.3,
5/21/17,Pacific,Guam and Marianas Islands,Aguijan (Goat Is.),8.9,29.12629259,34.44485444,,,,8.04180743,,2261.3,1934.2,
5/21/17,Pacific,Guam and Marianas Islands,Aguijan (Goat Is.),10.4,29.12629259,34.44485444,,,,8.047885609,,2261.6,1930.7,
2/27/06,Pacific,American Samoa,Ofu and Olosega Islands,30,29.1264,34.6285,,,,8.062707781,,2269.9,1926.9,
2/27/06,Pacific,American Samoa,Ofu and Olosega Islands,30,29.1292,34.6415,,,,8.070599495,,2273.2,1924.7,
3/6/06,Pacific,American Samoa,Rose Atoll,30,29.1302,35.0511,,,,8.075682308,,2307.4,1948.5,
5/9/17,Pacific,Guam and Marianas Islands,Guam,14.6,29.1317,34.1907,,,,8.038791936,,2246.9,1925,
5/22/17,Pacific,Guam and Marianas Islands,Aguijan (Goat Is.),10.4,29.13195926,34.45853444,,,,8.045887162,,2259.5,1929.9,
5/22/17,Pacific,Guam and Marianas Islands,Aguijan (Goat Is.),8.9,29.13195926,34.45853444,,,,8.049910342,,2261.4,1929.1,
8/31/19,Pacific,Hawaiian Archipelago,Lisianski Island,1,29.13452766,35.60622509,,,,7.876670779,,2193.1,1957.3,
2/20/06,Pacific,American Samoa,Tutuila,1,29.1432,34.7419,,,,8.069082958,,2274.4,1926.4,
2/26/06,Pacific,American Samoa,Tutuila,1,29.1433,34.5463,,,,8.078681631,,2274.3,1921.8,
5/1/11,Pacific,Guam and Marianas Islands,Rota,12.2,29.1449,34.476,,,,8.043587918,,2259.7,1931.2,
5/30/17,Pacific,Guam and Marianas Islands,Agrihan,12.2,29.1453,34.6406,,,,8.050464173,,2277,1941.1,
2/26/06,Pacific,American Samoa,Ofu and Olosega Islands,1,29.1467,34.6274,,,,8.07610796,,2273.6,1922,
3/22/12,Pacific,American Samoa,Swains Island,15.2,29.1495,35.486,,,,8.069486468,,2334.4,1973,
2/4/15,Pacific,Pacific Remote Islands Area,Howland Island,13.7,29.1502,35.3769,,,,7.992731289,,2320.5,2010.3,
2/27/06,Pacific,American Samoa,Ofu and Olosega Islands,1,29.1508,34.6508,,,,8.082150722,,2278.1,1921.9,
2/27/10,Pacific,American Samoa,Tutuila,13.7,29.1518,35.38507596,,,,8.013027027,,2310,1988.1,
4/28/15,Pacific,Pacific Remote Islands Area,Kingman Reef,7.6,29.15432,34.56749,,,,8.039316536,,2251.4,1925.7,
9/2/19,Pacific,Hawaiian Archipelago,Kure Atoll,1,29.15467293,35.53536714,,,,8.011107708,,2333.7,2009.8,
5/31/17,Pacific,Guam and Marianas Islands,Pagan,11.9,29.1619,34.7154,,,,8.015078478,,2268.5,1954.6,
2/24/10,Pacific,American Samoa,Tutuila,16.5,29.1637,35.26682592,,,,8.055986986,,2310.3,1962.1,
3/22/12,Pacific,American Samoa,Swains Island,15.2,29.1641,35.485,,,,8.073594711,,2342.4,1977.3,
3/2/06,Pacific,American Samoa,Ta'u,1,29.1664,34.5257,,,,8.057863664,,2277.9,1938.2,
3/2/06,Pacific,American Samoa,Ta'u,1,29.1664,34.5257,,,,8.060930779,,2280.7,1938.8,
2/20/10,Pacific,American Samoa,Tutuila,12.5,29.1665,35.42293689,,,,8.037445697,,2314.3,1976.4,
2/24/10,Pacific,American Samoa,Tutuila,0.9,29.1673,35.02835728,,,,8.027385987,,2292.5,1966.4,
3/22/12,Pacific,American Samoa,Swains Island,12.2,29.1707,35.481,,,,8.067593185,,2337.4,1976.8,
2/25/10,Pacific,American Samoa,Tutuila,0.9,29.1709,35.4568798,,,,8.054011374,,2320.4,1971,
3/23/12,Pacific,American Samoa,Swains Island,0.9,29.1713,35.457,,,,8.082863364,,2334.9,1964.9,
3/18/10,Pacific,American Samoa,Swains Island,14.3,29.1732,35.41920937,,,,8.029183293,,2316.6,1983.6,
3/18/10,Pacific,American Samoa,Swains Island,14.3,29.1732,35.41744372,,,,8.038983362,,2322.6,1982.7,
3/18/10,Pacific,American Samoa,Swains Island,14.3,29.1732,35.42725305,,,,8.039654781,,2323.6,1983.1,
5/6/11,Pacific,Guam and Marianas Islands,Guam,14.3,29.1739,34.479,,,,8.050470338,,2256.6,1923.8,
3/14/10,Pacific,American Samoa,Ofu and Olosega Islands,13.1,29.1741,35.72232012,,,,8.042082203,,2347.8,2000.9,
2/24/10,Pacific,American Samoa,Tutuila,0.9,29.1783,34.74514881,,,,8.056425331,,2281.7,1940.6,
4/17/15,Pacific,Pacific Remote Islands Area,Palmyra Atoll,10.1,29.1783,34.7498,,,,8.019444685,,2271.2,1954,
3/10/10,Pacific,American Samoa,Ofu and Olosega Islands,0.9,29.179,35.49867778,,,,8.055030662,,2332.3,1980.6,
4/3/12,Pacific,American Samoa,Tutuila,15.5,29.179,35.436,,,,8.058293545,,2326.6,1973.5,
3/16/10,Pacific,American Samoa,Swains Island,13.7,29.18,35.37664149,,,,8.051027074,,2324.6,1977,
9/5/19,Pacific,Hawaiian Archipelago,Pearl and Hermes Atoll,1,29.18529241,35.44197327,,,,8.0098354,,2328.9,2006.7,
3/23/12,Pacific,American Samoa,Swains Island,14.3,29.1869,35.464,,,,8.076869152,,2332.7,1966.5,
9/2/19,Pacific,Hawaiian Archipelago,Kure Atoll,1,29.19274232,35.53428401,,,,8.015668075,,2338.7,2011.1,
2/22/10,Pacific,American Samoa,Tutuila,14.6,29.1947,35.2913337,,,,8.026691965,,2313,1982.7,
3/9/06,Pacific,American Samoa,Rose Atoll,30,29.1953,35.0313,,,,8.076717607,,2302.4,1942.8,
4/6/12,Pacific,American Samoa,Tutuila,14,29.1963,35.356,,,,8.058380963,,2319.2,1967.4,
4/3/12,Pacific,American Samoa,Tutuila,15.2,29.1981,35.437,,,,8.063950856,,2331.5,1974,
9/3/19,Pacific,Hawaiian Archipelago,Kure Atoll,1,29.20046763,35.49918528,,,,8.058060488,,2321.9,1969.1,
3/3/06,Pacific,American Samoa,Ta'u,1,29.202,34.6776,,,,8.076195212,,2296.2,1941.2,
9/5/19,Pacific,Hawaiian Archipelago,Pearl and Hermes Atoll,1,29.20256234,35.44860036,,,,7.981488241,,2317.7,2013.7,
4/15/15,Pacific,Pacific Remote Islands Area,Palmyra Atoll,0.9,29.2027,34.8216,,,,8.022509518,,2282.4,1961.6,
3/14/08,Pacific,American Samoa,Rose Atoll,11.3,29.2042,34.977,,,,8.103490442,,2292,1916.6,
3/5/06,Pacific,American Samoa,Rose Atoll,30,29.2046,35.1234,,,,8.077355543,,2310.3,1948.5,
3/5/06,Pacific,American Samoa,Rose Atoll,30,29.2046,35.1234,,,,8.077940782,,2311.2,1949,
4/27/15,Pacific,Pacific Remote Islands Area,Kingman Reef,7.6,29.2049,34.5703,,,,7.942456605,,2223.6,1956.5,
4/27/15,Pacific,Pacific Remote Islands Area,Kingman Reef,7.6,29.2049,34.5703,,,,8.035650975,,2249.1,1925.4,
5/6/11,Pacific,Guam and Marianas Islands,Guam,0.9,29.2059,34.469,,,,8.035497781,,2244,1921.8,
8/31/19,Pacific,Hawaiian Archipelago,Lisianski Island,1,29.20611723,35.54870546,,,,7.899073316,,2209.2,1960.3,
7/19/19,Pacific,Hawaiian Archipelago,Hawai'i (Big Island),1,29.20670051,34.33882496,,,,8.008364506,,2259.2,1952.9,
