Date,Ocean,Region,Location,Depth (m),Temperature (ºC),Salinity (PSU),Phosphate (µmol/kg),Silicate (µmol/kg),Nitrate (µmol/kg),pH,Chlorophyll (µg/L),Alkalinity (µEq/L),Dissolved Organic Carbon (µmol/kg),Iron (mg/L)
12/24/11,Pacific,North Philippine Sea,Northern Mariana Islands,15,27.9801,34.6823,0.0684,0.39,0.035,8.1296,0.062,2338.3,,
12/28/11,Pacific,North Philippine Sea,Northern Mariana Islands,10,28.637,33.8799,0.084,0.9,0.1,8.1333,0.04,2286,,
12/31/11,Pacific,North Philippine Sea,Northern Mariana Islands,15,29.5197,34.3094,0.152,0.62,0.065,8.1266,0.093,2314.2,,
4/11/15,Pacific,French Polynesia,Near Huahine,15,29.1751,35.8356,0.09,0.7,0,8.1191,0.065,2420.4,,
4/12/15,Pacific,French Polynesia,Near Huahine,0,29.3963,35.4015,0.12,0.6,0,8.1249,0.048,2392.6,,
4/13/15,Pacific,French Polynesia,Near Huahine,10,29.258,35.9272,0.09,0.26,0,8.1222,0.0849,2427.4,,
3/29/16,Indian,Indonesia,Cocos (Keeling) Islands,10,26.2784,35.0105,0.063,1.4,0,8.0849,0.0651,2352.09,,
3/30/16,Indian,Indonesia,Cocos (Keeling) Islands,10,26.7665,34.9694,0.055,1.3,0,8.0826,0.0572,2352.35,,
3/31/16,Indian,Indonesia,Cocos (Keeling) Islands,10,27.3051,34.9245,0.04,1.4,0,8.0852,0.0667,2350.39,,
4/2/21,Atlantic,Southern Carribean,Aruba,0,24.9275,37.3756,0,0.58,0.03,8,0.0451,3000,,
4/3/21,Atlantic,Southern Carribean,Aruba,0,24.9234,37.3583,0,0.58,0,8.0879,0.0437,2504.62,,
4/4/21,Atlantic,Southern Carribean,Aruba,10,25.032,37.2449,0,0.58,0,8.08923,0.04397,2498,,
5/1/22,Pacific,North Philippine Sea,Northern Mariana Islands,0,27.882,34.5916,0.03,0.3,0,8.0897,0.0135,2329.6,,
12/10/15,Atlantic,Florida Keys,Florida Keys,0,24.8,32.2,,,,7.953,,2299.1,2061.5,
12/10/15,Atlantic,Florida Keys,Florida Keys,0,24.9,32.1,,,,7.958,,2298.1,2056.7,
12/10/15,Atlantic,Florida Keys,Florida Keys,0,25,32.3,,,,7.968,,2303.8,2056.4,
12/10/15,Atlantic,Florida Keys,Florida Keys,0,24.9,32.2,,,,7.967,,2301.4,2057.1,
12/10/15,Atlantic,Florida Keys,Florida Keys,0,24.9,32.1,,,,7.961,,2298.3,2057.2,
12/10/15,Atlantic,Florida Keys,Florida Keys,0,25,32.1,,,,7.97,,2299.9,2053.4,
12/10/15,Atlantic,Florida Keys,Florida Keys,0,25,32.1,,,,7.961,,2297.2,2055.3,
1/1/16,Atlantic,Florida Keys,Florida Keys,0,26.4,33.8,,,,8.046,,2353,2025.2,
1/1/16,Atlantic,Florida Keys,Florida Keys,0,26.4,33.8,,,,8.055,,2355,2021.2,
1/1/16,Atlantic,Florida Keys,Florida Keys,0,26.4,33.8,,,,8.059,,2356.3,2019.6,
1/1/16,Atlantic,Florida Keys,Florida Keys,0,26.4,33.8,,,,8.046,,2360.5,2031.2,
1/1/16,Atlantic,Florida Keys,Florida Keys,0,26.4,33.8,,,,8.042,,2358,2031.4,
1/1/16,Atlantic,Florida Keys,Florida Keys,0,26.4,33.8,,,,8.054,,2363,2028.9,
1/1/16,Atlantic,Florida Keys,Florida Keys,0,26.4,33.8,,,,8.054,,2360.4,2026.1,
1/1/16,Atlantic,Florida Keys,Florida Keys,0,26.4,33.8,,,,8.061,,2363.7,2034.2,
1/1/16,Atlantic,Florida Keys,Florida Keys,0,26.4,33.8,,,,8.063,,2366.9,2035,
1/1/16,Atlantic,Florida Keys,Florida Keys,0,26.4,33.8,,,,8.053,,2363.8,2038.7,
1/4/16,Atlantic,Florida Keys,Florida Keys,0,24.441,34.31342,,,,8.02,,2438.8,2151.2,
1/4/16,Atlantic,Florida Keys,Florida Keys,0,25.755,36.184964,,,,8.043,,2358.5,2038.4,
1/4/16,Atlantic,Florida Keys,Florida Keys,0,27.058,36.120426,,,,8.043,,2352.4,2021.6,
1/4/16,Atlantic,Florida Keys,Florida Keys,0,25.609,36.211164,,,,8.046,,2365.9,2044.5,
1/4/16,Atlantic,Florida Keys,Florida Keys,0,26.437,36.162694,,,,8.043,,2352.8,2027.8,
1/4/16,Atlantic,Florida Keys,Florida Keys,0,27.139,36.133874,,,,8.051,,2356,2019.1,
1/4/16,Atlantic,Florida Keys,Florida Keys,0,25.602,35.981903,,,,8.02,,2361.9,2058.6,
1/4/16,Atlantic,Florida Keys,Florida Keys,0,26.121,36.160074,,,,8.053,,2354.9,2026.1,
1/4/16,Atlantic,Florida Keys,Florida Keys,0,26.632,36.228194,,,,8.055,,2360.9,2025.1,
1/4/16,Atlantic,Florida Keys,Florida Keys,0,26.998,36.212474,,,,8.044,,2353,2021.5,
1/4/16,Atlantic,Florida Keys,Florida Keys,0,27.3,36.213784,,,,8.043,,2357.1,2022.8,
1/4/16,Atlantic,Florida Keys,Florida Keys,0,26.388,36.247843,,,,8.065,,2359.6,2019.7,
1/4/16,Atlantic,Florida Keys,Florida Keys,0,26.684,36.279282,,,,8.073,,2360.8,2012.4,
1/4/16,Atlantic,Florida Keys,Florida Keys,0,26.127,36.171517,,,,8.047,,2355.7,2030.3,
1/4/16,Atlantic,Florida Keys,Florida Keys,0,25.264,36.246185,,,,8.07,,2356.3,2023.7,
1/5/16,Atlantic,Florida Keys,Florida Keys,0,25.671,36.283211,,,,8.079,,2359.7,2016.9,
1/5/16,Atlantic,Florida Keys,Florida Keys,0,26.241,36.204266,,,,8.068,,2350,2010.9,
1/5/16,Atlantic,Florida Keys,Florida Keys,0,26.407,36.274042,,,,8.045,,2356.5,2029.2,
1/5/16,Atlantic,Florida Keys,Florida Keys,0,26.547,36.30548,,,,8.053,,2359,2024.5,
1/5/16,Atlantic,Florida Keys,Florida Keys,0,26.171,36.391932,,,,8.042,,2358.6,2033.9,
1/5/16,Atlantic,Florida Keys,Florida Keys,0,25.683,36.386692,,,,8.055,,2348.1,2020.7,
1/5/16,Atlantic,Florida Keys,Florida Keys,0,23.466,35.554669,,,,7.958,,2315.8,2072.2,
1/5/16,Atlantic,Florida Keys,Florida Keys,0,24.802,36.292381,,,,8.015,,2320.8,2028.9,
1/5/16,Atlantic,Florida Keys,Florida Keys,0,25.918,36.299892,,,,8.02,,2340.8,2034.3,
1/5/16,Atlantic,Florida Keys,Florida Keys,0,26.349,36.368354,,,,8.042,,2365.4,2038.7,
1/5/16,Atlantic,Florida Keys,Florida Keys,0,26.362,36.458385,,,,8.051,,2374.3,2040.2,
1/5/16,Atlantic,Florida Keys,Florida Keys,0,26.069,36.457423,,,,8.047,,2363.8,2036.1,
1/5/16,Atlantic,Florida Keys,Florida Keys,0,25.475,35.650316,,,,7.92,,2354.7,2112.1,
1/5/16,Atlantic,Florida Keys,Florida Keys,0,23.166,38.325627,,,,7.924,,2414.8,2167.2,
1/5/16,Atlantic,Florida Keys,Florida Keys,0,25.098,36.588398,,,,7.959,,2348,2081.3,
1/5/16,Atlantic,Florida Keys,Florida Keys,0,25.527,36.591018,,,,7.993,,2351.6,2061.9,
1/5/16,Atlantic,Florida Keys,Florida Keys,0,26.005,36.441705,,,,8.041,,2360.4,2037.4,
1/5/16,Atlantic,Florida Keys,Florida Keys,0,26.417,36.440047,,,,8.056,,2363.4,2026.5,
1/5/16,Atlantic,Florida Keys,Florida Keys,0,25.177,36.450874,,,,8.047,,2355.2,2036.6,
1/5/16,Atlantic,Florida Keys,Florida Keys,0,26.352,36.431227,,,,8.054,,2360.3,2026.3,
1/5/16,Atlantic,Florida Keys,Florida Keys,0,25.356,36.455765,,,,8.05,,2360.7,2038.1,
1/5/16,Atlantic,Florida Keys,Florida Keys,0,25.411,36.469211,,,,8.042,,2346.8,2029.7,
1/5/16,Atlantic,Florida Keys,Florida Keys,0,23.784,36.92496,,,,7.955,,2301.9,2049.7,
1/18/16,Atlantic,Florida Keys,Florida Keys,0,20.6,34.4,,,,8.006,,2392.5,2142.4,
1/18/16,Atlantic,Florida Keys,Florida Keys,0,20.5,34.5,,,,8.019,,2395,2138.9,
1/18/16,Atlantic,Florida Keys,Florida Keys,0,20.7,34.5,,,,8.019,,2385.8,2128.7,
1/18/16,Atlantic,Florida Keys,Florida Keys,0,20.6,34.5,,,,8.004,,2385.2,2129.7,
1/18/16,Atlantic,Florida Keys,Florida Keys,0,20.5,34.5,,,,8.007,,2391.6,2134.9,
1/18/16,Atlantic,Florida Keys,Florida Keys,0,20.7,34.3,,,,8.022,,2396.2,2132.4,
1/18/16,Atlantic,Florida Keys,Florida Keys,0,20.7,34.3,,,,8.018,,2394.1,2134.3,
1/30/16,Atlantic,Florida Keys,Florida Keys,0,24.1,34.8,,,,8.082,,2380,2053.8,
1/30/16,Atlantic,Florida Keys,Florida Keys,0,23.5,35,,,,8.091,,2377.5,2051.6,
1/30/16,Atlantic,Florida Keys,Florida Keys,0,21.6,34.5,,,,8.092,,2385.9,2076,
1/30/16,Atlantic,Florida Keys,Florida Keys,0,21.5,34.6,,,,8.054,,2376.1,2090.4,
1/30/16,Atlantic,Florida Keys,Florida Keys,0,21.5,34.3,,,,8.067,,2384.3,2096.7,
1/30/16,Atlantic,Florida Keys,Florida Keys,0,21.5,34.3,,,,8.059,,2387.3,2098.2,
1/30/16,Atlantic,Florida Keys,Florida Keys,0,21.5,34.3,,,,8.063,,2386.5,2095.2,
1/30/16,Atlantic,Florida Keys,Florida Keys,0,21.5,34.3,,,,8.066,,2382.6,2092.8,
1/30/16,Atlantic,Florida Keys,Florida Keys,0,21.6,33.7,,,,8.071,,2414.4,2118,
1/30/16,Atlantic,Florida Keys,Florida Keys,0,21.6,34.3,,,,8.066,,2388.9,2096.4,
1/30/16,Atlantic,Florida Keys,Florida Keys,0,21.6,34.3,,,,8.066,,2391.4,2098.7,
2/11/16,Atlantic,Florida Keys,Florida Keys,0,18.9,34.2,,,,8.109,,2481,2182.1,
2/11/16,Atlantic,Florida Keys,Florida Keys,0,18.9,34.4,,,,8.113,,2470.7,2170.6,
2/11/16,Atlantic,Florida Keys,Florida Keys,0,19.2,34.6,,,,8.116,,2458,2154.5,
2/11/16,Atlantic,Florida Keys,Florida Keys,0,19.1,34.5,,,,8.118,,2457.9,2153.6,
2/11/16,Atlantic,Florida Keys,Florida Keys,0,18.8,34.4,,,,8.112,,2478.7,2179.4,
2/11/16,Atlantic,Florida Keys,Florida Keys,0,19.4,34.2,,,,8.121,,2479.1,2168.3,
2/11/16,Atlantic,Florida Keys,Florida Keys,0,19.4,34.2,,,,8.108,,2474,2171.6,
2/27/16,Atlantic,Florida Keys,Florida Keys,0,19.5,34.5,,,,8.117,,2502.3,2179.6,
2/27/16,Atlantic,Florida Keys,Florida Keys,0,21.1,34.9,,,,8.116,,2437.9,2106.7,
2/27/16,Atlantic,Florida Keys,Florida Keys,0,21,35,,,,8.119,,2436.8,2105.1,
2/27/16,Atlantic,Florida Keys,Florida Keys,0,21,35,,,,8.118,,2440.4,2109.2,
2/27/16,Atlantic,Florida Keys,Florida Keys,0,21,35.1,,,,8.116,,2436.9,2105,
2/27/16,Atlantic,Florida Keys,Florida Keys,0,21.1,35.1,,,,8.114,,2437.6,2107.1,
2/27/16,Atlantic,Florida Keys,Florida Keys,0,21.1,35,,,,8.103,,2432.5,2109.8,
2/27/16,Atlantic,Florida Keys,Florida Keys,0,21,35,,,,8.111,,2436,2111.9,
2/27/16,Atlantic,Florida Keys,Florida Keys,0,21.4,35.4,,,,8.116,,2400.1,2072.6,
2/27/16,Atlantic,Florida Keys,Florida Keys,0,23,35.2,,,,8.092,,2386.9,2060.6,
2/27/16,Atlantic,Florida Keys,Florida Keys,0,23.4,35.3,,,,8.085,,2383.8,2058.3,
3/13/16,Atlantic,Florida Keys,Florida Keys,0,23.2,34.7,,,,8.012,,2467.8,2181,
3/13/16,Atlantic,Florida Keys,Florida Keys,0,23.2,34.7,,,,8.013,,2467.7,2181.4,
3/13/16,Atlantic,Florida Keys,Florida Keys,0,23.2,34.7,,,,8.016,,2462.9,2174.9,
3/13/16,Atlantic,Florida Keys,Florida Keys,0,23.2,34.8,,,,8.026,,2449.3,2152.8,
3/13/16,Atlantic,Florida Keys,Florida Keys,0,23.1,34.9,,,,8.017,,2449.5,2158.2,
3/13/16,Atlantic,Florida Keys,Florida Keys,0,23,34.9,,,,8.027,,2449.1,2152.9,
3/13/16,Atlantic,Florida Keys,Florida Keys,0,23.1,34.9,,,,8.035,,2457.1,2153.8,
3/14/16,Atlantic,Florida Keys,Florida Keys,0,24.479,34.473374,,,,8.088,,2502.1,2165.5,
3/14/16,Atlantic,Florida Keys,Florida Keys,0,24.117,36.359185,,,,8.087,,2425.3,2085.1,
3/14/16,Atlantic,Florida Keys,Florida Keys,0,24.444,36.414199,,,,8.094,,2394.3,2049.4,
3/14/16,Atlantic,Florida Keys,Florida Keys,0,24.616,35.258523,,,,8.103,,2504,2149.2,
3/14/16,Atlantic,Florida Keys,Florida Keys,0,24.585,36.47576,,,,8.1,,2396.9,2045.7,
3/14/16,Atlantic,Florida Keys,Florida Keys,0,24.273,36.496368,,,,8.109,,2399.9,2045.1,
3/14/16,Atlantic,Florida Keys,Florida Keys,0,25.088,36.006796,,,,8.075,,2475.8,2131.7,
3/14/16,Atlantic,Florida Keys,Florida Keys,0,24.82,36.547797,,,,8.099,,2397.9,2044.6,
3/14/16,Atlantic,Florida Keys,Florida Keys,0,24.766,36.534699,,,,8.102,,2388.1,2034.4,
3/14/16,Atlantic,Florida Keys,Florida Keys,0,24.38,36.495059,,,,8.068,,2391.7,2063.7,
3/14/16,Atlantic,Florida Keys,Florida Keys,0,24.71,36.566133,,,,8.071,,2390.6,2056.6,
3/14/16,Atlantic,Florida Keys,Florida Keys,0,23.996,36.494097,,,,8.071,,2387.8,2061.6,
3/15/16,Atlantic,Florida Keys,Florida Keys,0,24.558,36.505885,,,,8.078,,2385.7,2049.9,
3/15/16,Atlantic,Florida Keys,Florida Keys,0,24.72,36.452184,,,,8.06,,2388.5,2062.7,
3/15/16,Atlantic,Florida Keys,Florida Keys,0,24.727,35.934737,,,,8.072,,2465.7,2128.5,
3/15/16,Atlantic,Florida Keys,Florida Keys,0,25.714,36.864724,,,,8.036,,2428.6,2101.8,
3/15/16,Atlantic,Florida Keys,Florida Keys,0,24.827,36.676146,,,,8.05,,2390.4,2068,
3/15/16,Atlantic,Florida Keys,Florida Keys,0,24.74,36.512434,,,,8.074,,2381.1,2046.4,
3/15/16,Atlantic,Florida Keys,Florida Keys,0,26.321,36.375866,,,,8.054,,2369.5,2035.2,
3/15/16,Atlantic,Florida Keys,Florida Keys,0,25.123,36.491477,,,,8.065,,2381.3,2048.8,
3/15/16,Atlantic,Florida Keys,Florida Keys,0,25.442,36.464934,,,,8.076,,2414.5,2068.9,
3/15/16,Atlantic,Florida Keys,Florida Keys,0,26.249,36.208544,,,,8.083,,2441.4,2082.3,
3/15/16,Atlantic,Florida Keys,Florida Keys,0,26.005,36.030378,,,,8.077,,2473,2118.6,
3/15/16,Atlantic,Florida Keys,Florida Keys,0,24.639,36.53208,,,,8.055,,2390.5,2067.6,
3/15/16,Atlantic,Florida Keys,Florida Keys,0,24.983,36.361805,,,,8.051,,2406,2082.7,
3/15/16,Atlantic,Florida Keys,Florida Keys,0,26.178,36.368007,,,,8.057,,2377.2,2041.7,
3/15/16,Atlantic,Florida Keys,Florida Keys,0,25.288,36.291071,,,,8.058,,2383.4,2055.2,
3/15/16,Atlantic,Florida Keys,Florida Keys,0,25.083,35.749992,,,,8.08,,2447.7,2105.1,
3/15/16,Atlantic,Florida Keys,Florida Keys,0,24.885,35.668313,,,,8.088,,2458.2,2112.4,
3/15/16,Atlantic,Florida Keys,Florida Keys,0,26.654,36.606734,,,,8.058,,2382.8,2039.1,
3/15/16,Atlantic,Florida Keys,Florida Keys,0,25.009,35.960941,,,,8.032,,2452.6,2139.2,
3/15/16,Atlantic,Florida Keys,Florida Keys,0,25.238,36.273694,,,,8.057,,2384.7,2058,
3/15/16,Atlantic,Florida Keys,Florida Keys,0,26.311,36.211164,,,,8.06,,2371.5,2034.4,
3/15/16,Atlantic,Florida Keys,Florida Keys,0,25.728,36.339537,,,,8.059,,2386.6,2053.3,
3/15/16,Atlantic,Florida Keys,Florida Keys,0,27.238,36.315959,,,,8.04,,2371.1,2037.3,
3/15/16,Atlantic,Florida Keys,Florida Keys,0,27.216,36.388964,,,,8.037,,2376.7,2043.7,
3/15/16,Atlantic,Florida Keys,Florida Keys,0,26.799,36.229504,,,,8.029,,2402.6,2077.1,
3/15/16,Atlantic,Florida Keys,Florida Keys,0,25.794,35.819438,,,,8.022,,2396.4,2088.2,
3/25/16,Atlantic,Florida Keys,Florida Keys,0,24.4,35.2,,,,8.066,,2372,2045.4,
3/25/16,Atlantic,Florida Keys,Florida Keys,0,24.4,35.4,,,,8.084,,2390.9,2051.3,
3/25/16,Atlantic,Florida Keys,Florida Keys,0,23.9,35.3,,,,8.126,,2400.9,2037.6,
3/25/16,Atlantic,Florida Keys,Florida Keys,0,23.8,35.8,,,,8.122,,2412.5,2051.1,
3/25/16,Atlantic,Florida Keys,Florida Keys,0,23,35.7,,,,8.149,,2417.9,2046.3,
3/25/16,Atlantic,Florida Keys,Florida Keys,0,23.3,35.6,,,,8.141,,2415.2,2045.8,
3/25/16,Atlantic,Florida Keys,Florida Keys,0,23.2,35.6,,,,8.131,,2420.2,2058.5,
3/25/16,Atlantic,Florida Keys,Florida Keys,0,23.2,35.6,,,,8.133,,2420.1,2063.4,
3/25/16,Atlantic,Florida Keys,Florida Keys,0,23.5,35.5,,,,8.15,,2410.6,2034.1,
3/25/16,Atlantic,Florida Keys,Florida Keys,0,23.7,35.3,,,,8.122,,2417.4,2056.9,
3/25/16,Atlantic,Florida Keys,Florida Keys,0,23.7,35.3,,,,8.123,,2418.7,2057.3,
4/3/16,Atlantic,Florida Keys,Florida Keys,0,27.6,35.3,,,,8.142,,2338.8,1933.6,
4/3/16,Atlantic,Florida Keys,Florida Keys,0,27.6,35.4,,,,8.145,,2343,1935.3,
4/3/16,Atlantic,Florida Keys,Florida Keys,0,27.6,35.3,,,,8.143,,2345.1,1937.6,
4/3/16,Atlantic,Florida Keys,Florida Keys,0,27.5,35.3,,,,8.134,,2344,1945,
4/3/16,Atlantic,Florida Keys,Florida Keys,0,27.5,35.4,,,,8.119,,2345.5,1951.2,
4/3/16,Atlantic,Florida Keys,Florida Keys,0,27.6,35.3,,,,8.138,,2338,1934.6,
4/3/16,Atlantic,Florida Keys,Florida Keys,0,27.6,35.3,,,,8.141,,2341.5,1935.5,
4/24/16,Atlantic,Florida Keys,Florida Keys,0,25.4,35.4,,,,8.237,,2196.9,1766.3,
4/24/16,Atlantic,Florida Keys,Florida Keys,0,25.5,35.2,,,,8.157,,2342.3,1946.6,
4/24/16,Atlantic,Florida Keys,Florida Keys,0,25.6,35.3,,,,8.15,,2345.1,1952.8,
4/24/16,Atlantic,Florida Keys,Florida Keys,0,25.6,35.3,,,,8.142,,2359,1970.2,
4/24/16,Atlantic,Florida Keys,Florida Keys,0,25.6,35.2,,,,8.143,,2354.4,1968.8,
4/24/16,Atlantic,Florida Keys,Florida Keys,0,25.6,35.3,,,,8.15,,2340.7,1951.4,
4/24/16,Atlantic,Florida Keys,Florida Keys,0,25.6,35.2,,,,8.15,,2335.4,1940.5,
4/24/16,Atlantic,Florida Keys,Florida Keys,0,25.6,35.2,,,,8.16,,2337.1,1941.3,
4/24/16,Atlantic,Florida Keys,Florida Keys,0,25.8,35.1,,,,8.059,,2383.2,2044.8,
4/24/16,Atlantic,Florida Keys,Florida Keys,0,25.2,35.1,,,,8.038,,2377.4,2058.8,
4/24/16,Atlantic,Florida Keys,Florida Keys,0,25.4,35,,,,8.038,,2378.6,2057.9,
5/9/16,Atlantic,Florida Keys,Florida Keys,0,26.12,35.389567,,,,8.108,,2374.1,2014,
5/9/16,Atlantic,Florida Keys,Florida Keys,0,26.032,36.291071,,,,8.078,,2391.6,2042.9,
5/9/16,Atlantic,Florida Keys,Florida Keys,0,26.291,36.443015,,,,8.08,,2378.5,2025.9,
5/9/16,Atlantic,Florida Keys,Florida Keys,0,26.282,36.835915,,,,8.185,,2338.8,1915.7,
5/9/16,Atlantic,Florida Keys,Florida Keys,0,26.138,36.508504,,,,8.093,,2396.3,2034.1,
5/9/16,Atlantic,Florida Keys,Florida Keys,0,26.137,36.395861,,,,8.066,,2393.6,2050.3,
5/9/16,Atlantic,Florida Keys,Florida Keys,0,26.343,37.130533,,,,8.191,,2289.9,1865.3,
5/9/16,Atlantic,Florida Keys,Florida Keys,0,26.246,36.749484,,,,8.19,,2349.7,1922.8,
5/9/16,Atlantic,Florida Keys,Florida Keys,0,26.078,36.740317,,,,8.159,,2394.5,1986.2,
5/9/16,Atlantic,Florida Keys,Florida Keys,0,25.947,36.446945,,,,8.073,,2398.4,2051.6,
5/9/16,Atlantic,Florida Keys,Florida Keys,0,26.32,36.503265,,,,8.071,,2395.8,2046.7,
5/9/16,Atlantic,Florida Keys,Florida Keys,0,25.979,36.525531,,,,8.066,,2392.4,2049.9,
5/10/16,Atlantic,Florida Keys,Florida Keys,0,26.138,36.550416,,,,8.06,,2394.2,2053.9,
5/10/16,Atlantic,Florida Keys,Florida Keys,0,26.287,36.704609,,,,8.137,,2392.1,1997.6,
5/10/16,Atlantic,Florida Keys,Florida Keys,0,26.148,37.011382,,,,8.21,,2350,1907.2,
5/10/16,Atlantic,Florida Keys,Florida Keys,0,25.979,37.360955,,,,8.197,,2311.7,1881.7,
5/10/16,Atlantic,Florida Keys,Florida Keys,0,25.959,37.054591,,,,8.165,,2366.1,1955.5,
5/10/16,Atlantic,Florida Keys,Florida Keys,0,26.011,36.522912,,,,8.084,,2404.2,2048.2,
5/10/16,Atlantic,Florida Keys,Florida Keys,0,26.162,36.536009,,,,8.076,,2403.4,2051.4,
5/10/16,Atlantic,Florida Keys,Florida Keys,0,26.031,36.562204,,,,8.084,,2402,2045.8,
5/10/16,Atlantic,Florida Keys,Florida Keys,0,26.1,36.898771,,,,8.107,,2369.3,1998.1,
5/10/16,Atlantic,Florida Keys,Florida Keys,0,25.722,37.406774,,,,8.194,,2312.3,1886.9,
5/10/16,Atlantic,Florida Keys,Florida Keys,0,25.711,37.01662,,,,8.159,,2251.5,1861.9,
5/10/16,Atlantic,Florida Keys,Florida Keys,0,25.778,37.239202,,,,8.129,,2271.2,1896.4,
5/10/16,Atlantic,Florida Keys,Florida Keys,0,26.17,36.547797,,,,8.039,,2373.9,2048.3,
5/10/16,Atlantic,Florida Keys,Florida Keys,0,25.832,36.513395,,,,8.041,,2383.5,2059.2,
5/10/16,Atlantic,Florida Keys,Florida Keys,0,26.1,36.53208,,,,8.036,,2365.7,2043.8,
5/10/16,Atlantic,Florida Keys,Florida Keys,0,25.678,36.756032,,,,8.089,,2194.9,1859.2,
5/10/16,Atlantic,Florida Keys,Florida Keys,0,26.1,36.29762,,,,8.154,,2118,1749.9,
5/10/16,Atlantic,Florida Keys,Florida Keys,0,25.49,36.816272,,,,8.113,,2212.7,1861.5,
5/10/16,Atlantic,Florida Keys,Florida Keys,0,25.75,36.688894,,,,8.069,,2270.4,1939.7,
5/10/16,Atlantic,Florida Keys,Florida Keys,0,26.206,36.62376,,,,8.034,,2377.4,2053.9,
5/10/16,Atlantic,Florida Keys,Florida Keys,0,26.476,36.486238,,,,8.042,,2381.6,2051.3,
5/10/16,Atlantic,Florida Keys,Florida Keys,0,26.287,36.568404,,,,8.035,,2378.5,2053.9,
5/10/16,Atlantic,Florida Keys,Florida Keys,0,26.234,36.47707,,,,8.043,,2383.5,2054.9,
5/10/16,Atlantic,Florida Keys,Florida Keys,0,26.216,36.505537,,,,8.038,,2375.7,2050.7,
5/10/16,Atlantic,Florida Keys,Florida Keys,0,26.399,36.62865,,,,8.043,,2354.3,2025.4,
5/10/16,Atlantic,Florida Keys,Florida Keys,0,26.339,37.106266,,,,8.097,,2269.5,1911.8,
5/13/16,Atlantic,Florida Keys,Dry Tortugas,0,26.7,36.026447,,,,8.013,,2395.3,2084.4,
5/13/16,Atlantic,Florida Keys,Dry Tortugas,0,25.7,36.131253,,,,8.023,,2399,2084.5,
5/13/16,Atlantic,Florida Keys,Dry Tortugas,0,26.8,36.161036,,,,8.008,,2396.3,2082.4,
5/13/16,Atlantic,Florida Keys,Dry Tortugas,0,25.7,36.175794,,,,8.034,,2398.3,2080.5,
5/14/16,Atlantic,Florida Keys,Dry Tortugas,0,25.8,36.233433,,,,8.032,,2403.7,2082.7,
5/14/16,Atlantic,Florida Keys,Dry Tortugas,0,26.2,36.243913,,,,8.033,,2406.5,2081.4,
5/14/16,Atlantic,Florida Keys,Dry Tortugas,0,26.5,36.237363,,,,8.012,,2389.2,2075.8,
5/14/16,Atlantic,Florida Keys,Dry Tortugas,0,27.8,36.127323,,,,7.992,,2395.3,2081.8,
5/15/16,Atlantic,Florida Keys,Dry Tortugas,0,25.9,36.143044,,,,8.016,,2394,2082.8,
5/15/16,Atlantic,Florida Keys,Dry Tortugas,0,25.4,36.120773,,,,8.004,,2378.8,2078.7,
5/15/16,Atlantic,Florida Keys,Dry Tortugas,0,26.2,36.165314,,,,8.011,,2392.7,2079.6,
5/15/16,Atlantic,Florida Keys,Dry Tortugas,0,26,36.254393,,,,8.037,,2400.9,2072.3,
5/16/16,Atlantic,Florida Keys,Dry Tortugas,0,25.8,36.257013,,,,7.927,,2357.3,2099,
5/16/16,Atlantic,Florida Keys,Dry Tortugas,0,25.7,36.204614,,,,8.03,,2395.6,2074.2,
5/16/16,Atlantic,Florida Keys,Dry Tortugas,0,25.9,36.250463,,,,8.023,,2383.2,2064.8,
5/17/16,Atlantic,Florida Keys,Dry Tortugas,0,26.1,36.200684,,,,8.046,,2408.4,2076.4,
5/17/16,Atlantic,Florida Keys,Dry Tortugas,0,26.1,36.201994,,,,8.031,,2403.6,2076.7,
5/18/16,Atlantic,Florida Keys,Dry Tortugas,0,26.3,35.598871,,,,8.027,,2359.3,2043.7,
5/18/16,Atlantic,Florida Keys,Dry Tortugas,0,26.5,35.851847,,,,8.025,,2366.9,2052.1,
5/19/16,Atlantic,Florida Keys,Dry Tortugas,0,26.4,36.101122,,,,8.03,,2397.4,2074.6,
5/20/16,Atlantic,Florida Keys,Dry Tortugas,0,26.2,36.236053,,,,8.047,,2381.9,2045.1,
5/20/16,Atlantic,Florida Keys,Dry Tortugas,0,27.1,36.050992,,,,8.033,,2374.9,2041.1,
5/21/16,Atlantic,Florida Keys,Dry Tortugas,0,28.1,36.669598,,,,8.034,,2323.6,1985.3,
5/21/16,Atlantic,Florida Keys,Dry Tortugas,0,28,36.715086,,,,8.034,,2327,1989.6,
6/1/16,Atlantic,Florida Keys,Dry Tortugas,0,28.3,36.502569,,,,8.013,,2370.8,2040.2,
6/1/16,Atlantic,Florida Keys,Dry Tortugas,0,27.7,36.661043,,,,8.054,,2409,2050.5,
6/1/16,Atlantic,Florida Keys,Dry Tortugas,0,27.7,36.692474,,,,8.074,,2404.7,2028.6,
6/2/16,Atlantic,Florida Keys,Dry Tortugas,0,28.3,36.508156,,,,8.057,,2402.9,2033.3,
6/2/16,Atlantic,Florida Keys,Florida Keys,0,29.7,35.7,,,,8.103,,2274.4,1880.2,
6/2/16,Atlantic,Florida Keys,Florida Keys,0,29.7,35.1,,,,8.146,,2331.8,1899.4,
6/2/16,Atlantic,Florida Keys,Florida Keys,0,29.7,35.2,,,,8.147,,2348.6,1912.5,
6/2/16,Atlantic,Florida Keys,Florida Keys,0,29.7,35.2,,,,8.15,,2346.4,1908,
