date,Location,nutrient,mean,median,std,IQR,min,max
2019-02,Mangroves,Nitrate HR,0.77,0.7,0.12,0.1,0.7,0.9
2019-02,Mangroves,pH,NA,NA,NA,NA,NA,NA
2019-02,Mangroves,Alkalinity,NA,NA,NA,NA,NA,NA
2019-02,Mangroves,Silica,NA,NA,NA,NA,NA,NA
2019-02,Mangroves,Iron,NA,NA,NA,NA,NA,NA
2019-02,Mangroves,Ammonia,NA,NA,NA,NA,NA,NA
2019-03,Mangroves,Turbidity,20,19.5,3.56,5.5,17,24
2019-03,Mangroves,Phosphate,0.59,0.6,0.13,0.18,0.43,0.71
2019-03,Mangroves,Nitrate MR,1.18,1.3,0.42,0.6,0.7,1.7
2019-03,Mangroves,Nitrate HR,0.67,0.7,0.25,0.25,0.4,0.9
2019-03,Mangroves,pH,8.05,8.05,0.21,0.15,7.9,8.2
2019-03,Mangroves,Alkalinity,NA,NA,NA,NA,NA,NA
2019-03,Mangroves,Silica,NA,NA,NA,NA,NA,NA
2019-03,Mangroves,Iron,NA,NA,NA,NA,NA,NA
2019-03,Mangroves,Ammonia,NA,NA,NA,NA,NA,NA
2019-04,Mangroves,Turbidity,15.75,16,2.22,2.75,13,18
2019-04,Mangroves,Phosphate,0.64,0.62,0.1,0.09,0.53,0.76
2019-04,Mangroves,Nitrate MR,1.3,1.4,0.26,0.25,1,1.5
2019-04,Mangroves,Nitrate HR,0.8,0.8,NA,0,0.8,0.8
2019-04,Mangroves,pH,8.12,8.15,0.17,0.18,7.9,8.3
2019-04,Mangroves,Alkalinity,NA,NA,NA,NA,NA,NA
2019-04,Mangroves,Silica,NA,NA,NA,NA,NA,NA
2019-04,Mangroves,Iron,NA,NA,NA,NA,NA,NA
2019-04,Mangroves,Ammonia,NA,NA,NA,NA,NA,NA
2019-05,Mangroves,Turbidity,17.5,17.5,6.36,4.5,13,22
2019-05,Mangroves,Phosphate,0.43,0.38,0.15,0.14,0.31,0.59
2019-05,Mangroves,Nitrate MR,1.23,1.1,0.42,0.4,0.9,1.7
2019-05,Mangroves,Nitrate HR,1.23,1,0.59,0.55,0.8,1.9
2019-05,Mangroves,pH,NA,NA,NA,NA,NA,NA
2019-05,Mangroves,Alkalinity,NA,NA,NA,NA,NA,NA
2019-05,Mangroves,Silica,NA,NA,NA,NA,NA,NA
2019-05,Mangroves,Iron,NA,NA,NA,NA,NA,NA
2019-05,Mangroves,Ammonia,NA,NA,NA,NA,NA,NA
2019-06,Mangroves,Turbidity,16.5,17,1.73,1,14,18
2019-06,Mangroves,Phosphate,0.45,0.45,0.06,0.06,0.37,0.54
2019-06,Mangroves,Nitrate MR,0.83,0.9,0.26,0.28,0.4,1.1
2019-06,Mangroves,Nitrate HR,0.98,0.8,0.71,0.3,0.5,2.4
2019-06,Mangroves,pH,8.43,8.45,0.04,0.02,8.37,8.46
2019-06,Mangroves,Alkalinity,NA,NA,NA,NA,NA,NA
2019-06,Mangroves,Silica,NA,NA,NA,NA,NA,NA
2019-06,Mangroves,Iron,NA,NA,NA,NA,NA,NA
2019-06,Mangroves,Ammonia,NA,NA,NA,NA,NA,NA
2019-07,Mangroves,Turbidity,16.75,17,1.58,1.25,15,20
2019-07,Mangroves,Phosphate,0.51,0.53,0.17,0.14,0.25,0.8
2019-07,Mangroves,Nitrate MR,0.99,0.9,0.4,0.3,0.5,1.8
2019-07,Mangroves,Nitrate HR,0.83,0.8,0.48,0.6,0.3,1.7
2019-07,Mangroves,pH,8.39,8.39,0.08,0.16,8.3,8.49
2019-07,Mangroves,Alkalinity,NA,NA,NA,NA,NA,NA
2019-07,Mangroves,Silica,NA,NA,NA,NA,NA,NA
2019-07,Mangroves,Iron,NA,NA,NA,NA,NA,NA
2019-07,Mangroves,Ammonia,NA,NA,NA,NA,NA,NA
2019-08,Mangroves,Turbidity,19,19,0,0,19,19
2019-08,Mangroves,Phosphate,0.48,0.47,0.12,0.18,0.37,0.61
2019-08,Mangroves,Nitrate MR,1.2,1.2,0.14,0.1,1.1,1.3
2019-08,Mangroves,Nitrate HR,0.75,0.75,0.35,0.25,0.5,1
2019-08,Mangroves,pH,8.33,8.33,0.01,0.01,8.32,8.34
2019-08,Mangroves,Alkalinity,NA,NA,NA,NA,NA,NA
2019-08,Mangroves,Silica,NA,NA,NA,NA,NA,NA
2019-08,Mangroves,Iron,NA,NA,NA,NA,NA,NA
2019-08,Mangroves,Ammonia,NA,NA,NA,NA,NA,NA
2019-09,Mangroves,Turbidity,20.75,19.5,2.87,2.25,19,25
2019-09,Mangroves,Phosphate,0.66,0.7,0.24,0.24,0.35,0.91
2019-09,Mangroves,Nitrate MR,0.75,0.7,0.1,0.05,0.7,0.9
2019-09,Mangroves,Nitrate HR,0.75,0.65,0.24,0.2,0.6,1.1
2019-09,Mangroves,pH,8.58,8.66,0.22,0.2,8.33,8.74
2019-09,Mangroves,Alkalinity,NA,NA,NA,NA,NA,NA
2019-09,Mangroves,Silica,NA,NA,NA,NA,NA,NA
2019-09,Mangroves,Iron,NA,NA,NA,NA,NA,NA
2019-09,Mangroves,Ammonia,NA,NA,NA,NA,NA,NA
2019-10,Mangroves,Turbidity,17.5,17.5,0.71,0.5,17,18
2019-10,Mangroves,Phosphate,0.64,0.64,0.02,0.01,0.63,0.66
2019-10,Mangroves,Nitrate MR,0.65,0.65,0.07,0.05,0.6,0.7
2019-10,Mangroves,Nitrate HR,0.3,0.3,0,0,0.3,0.3
2019-10,Mangroves,pH,8.43,8.43,0.07,0.05,8.38,8.48
2019-10,Mangroves,Alkalinity,NA,NA,NA,NA,NA,NA
2019-10,Mangroves,Silica,NA,NA,NA,NA,NA,NA
2019-10,Mangroves,Iron,NA,NA,NA,NA,NA,NA
2019-10,Mangroves,Ammonia,NA,NA,NA,NA,NA,NA
2019-11,Mangroves,Turbidity,14.8,16,2.77,1,10,17
2019-11,Mangroves,Phosphate,0.66,0.7,0.09,0.1,0.53,0.77
2019-11,Mangroves,Nitrate MR,0.62,0.4,0.49,0.5,0.2,1.4
2019-11,Mangroves,Nitrate HR,0.9,0.7,0.87,1,0,2.2
2019-11,Mangroves,pH,8.49,8.46,0.05,0.03,8.46,8.56
2019-11,Mangroves,Alkalinity,NA,NA,NA,NA,NA,NA
2019-11,Mangroves,Silica,NA,NA,NA,NA,NA,NA
2019-11,Mangroves,Iron,NA,NA,NA,NA,NA,NA
2019-11,Mangroves,Ammonia,NA,NA,NA,NA,NA,NA
2019-12,Mangroves,Turbidity,14.5,14.5,0.71,0.5,14,15
2019-12,Mangroves,Phosphate,1.31,1.31,NA,0,1.31,1.31
2019-12,Mangroves,Nitrate MR,0.3,0.3,0.14,0.1,0.2,0.4
2019-12,Mangroves,Nitrate HR,0.3,0.3,0,0,0.3,0.3
2019-12,Mangroves,pH,8.63,8.63,0.03,0.02,8.61,8.65
2019-12,Mangroves,Alkalinity,NA,NA,NA,NA,NA,NA
2019-12,Mangroves,Silica,NA,NA,NA,NA,NA,NA
2019-12,Mangroves,Iron,NA,NA,NA,NA,NA,NA
2019-12,Mangroves,Ammonia,NA,NA,NA,NA,NA,NA
2020-01,Mangroves,Turbidity,20,21,2.45,3,17,23
2020-01,Mangroves,Phosphate,NA,NA,NA,NA,NA,NA
2020-01,Mangroves,Nitrate MR,0.3,0.3,0.12,0.2,0.2,0.4
2020-01,Mangroves,Nitrate HR,0.1,0,0.2,0.1,0,0.4
2020-01,Mangroves,pH,8.72,8.72,NA,0,8.72,8.72
2020-01,Mangroves,Alkalinity,NA,NA,NA,NA,NA,NA
2020-01,Mangroves,Silica,NA,NA,NA,NA,NA,NA
2020-01,Mangroves,Iron,NA,NA,NA,NA,NA,NA
2020-01,Mangroves,Ammonia,NA,NA,NA,NA,NA,NA
2020-02,Mangroves,Turbidity,20.25,19.5,1.89,1.75,19,23
2020-02,Mangroves,Phosphate,1.21,1.21,0.01,0.01,1.2,1.21
2020-02,Mangroves,Nitrate MR,0.3,0.3,0,0,0.3,0.3
2020-02,Mangroves,Nitrate HR,0.1,0,0.17,0.15,0,0.3
2020-02,Mangroves,pH,8.75,8.75,NA,0,8.75,8.75
2020-02,Mangroves,Alkalinity,NA,NA,NA,NA,NA,NA
2020-02,Mangroves,Silica,NA,NA,NA,NA,NA,NA
2020-02,Mangroves,Iron,NA,NA,NA,NA,NA,NA
2020-02,Mangroves,Ammonia,NA,NA,NA,NA,NA,NA
2020-03,Mangroves,Turbidity,21,21,4.08,6.5,17,25
2020-03,Mangroves,Phosphate,0.81,0.81,NA,0,0.81,0.81
2020-03,Mangroves,Nitrate MR,0.45,0.45,0.13,0.15,0.3,0.6
2020-03,Mangroves,Nitrate HR,0.2,0.25,0.14,0.15,0,0.3
2020-03,Mangroves,pH,8.36,8.21,0.3,0.28,8.16,8.71
2020-03,Mangroves,Alkalinity,NA,NA,NA,NA,NA,NA
2020-03,Mangroves,Silica,NA,NA,NA,NA,NA,NA
2020-03,Mangroves,Iron,NA,NA,NA,NA,NA,NA
2020-03,Mangroves,Ammonia,NA,NA,NA,NA,NA,NA
2020-04,Mangroves,Turbidity,22.5,21.5,3.11,2.5,20,27
2020-04,Mangroves,Phosphate,0.68,0.64,0.14,0.11,0.56,0.87
2020-04,Mangroves,Nitrate MR,0.45,0.45,0.06,0.1,0.4,0.5
2020-04,Mangroves,Nitrate HR,0.17,0.15,0.21,0.32,0,0.4
2020-04,Mangroves,pH,8.2,8.2,0.03,0.03,8.15,8.23
2020-04,Mangroves,Alkalinity,NA,NA,NA,NA,NA,NA
2020-04,Mangroves,Silica,NA,NA,NA,NA,NA,NA
2020-04,Mangroves,Iron,NA,NA,NA,NA,NA,NA
2020-04,Mangroves,Ammonia,NA,NA,NA,NA,NA,NA
2020-05,Mangroves,Turbidity,18.4,17,2.19,2,17,22
2020-05,Mangroves,Phosphate,0.87,0.88,0.02,0.02,0.84,0.88
2020-05,Mangroves,Nitrate MR,0.9,0.85,0.22,0.2,0.7,1.2
2020-05,Mangroves,Nitrate HR,0.78,0.75,0.17,0.18,0.6,1
2020-05,Mangroves,pH,8.22,8.21,0.09,0.08,8.14,8.37
2020-05,Mangroves,Alkalinity,NA,NA,NA,NA,NA,NA
2020-05,Mangroves,Silica,NA,NA,NA,NA,NA,NA
2020-05,Mangroves,Iron,NA,NA,NA,NA,NA,NA
2020-05,Mangroves,Ammonia,NA,NA,NA,NA,NA,NA
2020-06,Mangroves,Turbidity,18.25,18.5,0.96,1.25,17,19
2020-06,Mangroves,Phosphate,0.83,0.84,0.12,0.15,0.68,0.94
2020-06,Mangroves,Nitrate MR,0.85,0.85,0.06,0.1,0.8,0.9
2020-06,Mangroves,Nitrate HR,0.6,0.65,0.22,0.2,0.3,0.8
2020-06,Mangroves,pH,8.35,8.33,0.06,0.05,8.31,8.42
2020-06,Mangroves,Alkalinity,NA,NA,NA,NA,NA,NA
2020-06,Mangroves,Silica,NA,NA,NA,NA,NA,NA
2020-06,Mangroves,Iron,NA,NA,NA,NA,NA,NA
2020-06,Mangroves,Ammonia,NA,NA,NA,NA,NA,NA
2020-07,Mangroves,Turbidity,21.4,23,2.19,4,19,23
2020-07,Mangroves,Phosphate,1.01,1.02,0.18,0.28,0.82,1.2
2020-07,Mangroves,Nitrate MR,0.74,0.7,0.15,0.3,0.6,0.9
2020-07,Mangroves,Nitrate HR,0.62,0.5,0.63,0.2,0.1,1.7
2020-07,Mangroves,pH,8.32,8.32,NA,0,8.32,8.32
2020-07,Mangroves,Alkalinity,NA,NA,NA,NA,NA,NA
2020-07,Mangroves,Silica,NA,NA,NA,NA,NA,NA
2020-07,Mangroves,Iron,NA,NA,NA,NA,NA,NA
2020-07,Mangroves,Ammonia,NA,NA,NA,NA,NA,NA
2020-08,Mangroves,Turbidity,21,21,0.82,0.5,20,22
2020-08,Mangroves,Phosphate,0.85,0.75,0.25,0.23,0.66,1.13
2020-08,Mangroves,Nitrate MR,1.02,1.05,0.46,0.62,0.5,1.5
2020-08,Mangroves,Nitrate HR,0.98,0.9,0.52,0.72,0.5,1.6
2020-08,Mangroves,pH,NA,NA,NA,NA,NA,NA
2020-08,Mangroves,Alkalinity,NA,NA,NA,NA,NA,NA
2020-08,Mangroves,Silica,NA,NA,NA,NA,NA,NA
2020-08,Mangroves,Iron,NA,NA,NA,NA,NA,NA
2020-08,Mangroves,Ammonia,NA,NA,NA,NA,NA,NA
2020-09,Mangroves,Turbidity,18.75,19,2.22,2.75,16,21
2020-09,Mangroves,Phosphate,0.88,0.85,0.26,0.23,0.6,1.23
2020-09,Mangroves,Nitrate MR,1.38,1.35,0.17,0.17,1.2,1.6
2020-09,Mangroves,Nitrate HR,1.35,1.5,0.62,0.65,0.5,1.9
2020-09,Mangroves,pH,8.4,8.4,NA,0,8.4,8.4
2020-09,Mangroves,Alkalinity,NA,NA,NA,NA,NA,NA
2020-09,Mangroves,Silica,NA,NA,NA,NA,NA,NA
2020-09,Mangroves,Iron,NA,NA,NA,NA,NA,NA
2020-09,Mangroves,Ammonia,NA,NA,NA,NA,NA,NA
2020-10,Mangroves,Turbidity,16.6,17,2.19,0,13,19
2020-10,Mangroves,Phosphate,0.72,0.69,0.06,0.07,0.67,0.81
2020-10,Mangroves,Nitrate MR,1.4,1.3,0.29,0.4,1.1,1.8
2020-10,Mangroves,Nitrate HR,1.56,1.7,0.76,1,0.6,2.5
2020-10,Mangroves,pH,8.21,8.21,NA,0,8.21,8.21
2020-10,Mangroves,Alkalinity,NA,NA,NA,NA,NA,NA
2020-10,Mangroves,Silica,NA,NA,NA,NA,NA,NA
2020-10,Mangroves,Iron,NA,NA,NA,NA,NA,NA
2020-10,Mangroves,Ammonia,NA,NA,NA,NA,NA,NA
2020-11,Mangroves,Turbidity,16.75,17.5,2.63,2.25,13,19
2020-11,Mangroves,Phosphate,0.94,0.97,0.37,0.5,0.51,1.32
2020-11,Mangroves,Nitrate MR,0.88,0.8,0.38,0.22,0.5,1.4
2020-11,Mangroves,Nitrate HR,0.68,0.35,0.9,0.58,0,2
2020-11,Mangroves,pH,NA,NA,NA,NA,NA,NA
2020-11,Mangroves,Alkalinity,NA,NA,NA,NA,NA,NA
2020-11,Mangroves,Silica,NA,NA,NA,NA,NA,NA
2020-11,Mangroves,Iron,NA,NA,NA,NA,NA,NA
2020-11,Mangroves,Ammonia,NA,NA,NA,NA,NA,NA
2020-12,Mangroves,Turbidity,17.75,19,5.56,4.75,10,23
2020-12,Mangroves,Phosphate,0.76,0.7,0.13,0.09,0.69,0.96
2020-12,Mangroves,Nitrate MR,0.83,0.95,0.45,0.47,0.2,1.2
2020-12,Mangroves,Nitrate HR,0.85,0.9,0.26,0.3,0.5,1.1
2020-12,Mangroves,pH,8.29,8.29,NA,0,8.29,8.29
2020-12,Mangroves,Alkalinity,NA,NA,NA,NA,NA,NA
2020-12,Mangroves,Silica,NA,NA,NA,NA,NA,NA
2020-12,Mangroves,Iron,NA,NA,NA,NA,NA,NA
2020-12,Mangroves,Ammonia,NA,NA,NA,NA,NA,NA
2021-01,Mangroves,Turbidity,17.2,18,5.5,6,9,23
2021-01,Mangroves,Phosphate,0.92,0.86,0.17,0.3,0.75,1.12
2021-01,Mangroves,Nitrate MR,1.06,1.1,0.11,0.1,0.9,1.2
2021-01,Mangroves,Nitrate HR,0.74,0.8,0.48,0.8,0.2,1.3
2021-01,Mangroves,pH,NA,NA,NA,NA,NA,NA
2021-01,Mangroves,Alkalinity,NA,NA,NA,NA,NA,NA
2021-01,Mangroves,Silica,NA,NA,NA,NA,NA,NA
2021-01,Mangroves,Iron,NA,NA,NA,NA,NA,NA
2021-01,Mangroves,Ammonia,NA,NA,NA,NA,NA,NA
2021-02,Mangroves,Turbidity,19.67,20,0.58,0.5,19,20
2021-02,Mangroves,Phosphate,0.86,0.88,0.03,0.03,0.82,0.88
2021-02,Mangroves,Nitrate MR,1.2,1.3,0.17,0.15,1,1.3
2021-02,Mangroves,Nitrate HR,1.13,0.9,0.49,0.45,0.8,1.7
2021-02,Mangroves,pH,NA,NA,NA,NA,NA,NA
2021-02,Mangroves,Alkalinity,NA,NA,NA,NA,NA,NA
2021-02,Mangroves,Silica,NA,NA,NA,NA,NA,NA
2021-02,Mangroves,Iron,NA,NA,NA,NA,NA,NA
2021-02,Mangroves,Ammonia,NA,NA,NA,NA,NA,NA
2021-03,Mangroves,Turbidity,15.5,15.5,2.38,3.5,13,18
2021-03,Mangroves,Phosphate,0.75,0.68,0.2,0.19,0.61,1.03
2021-03,Mangroves,Nitrate MR,1,0.95,0.24,0.35,0.8,1.3
2021-03,Mangroves,Nitrate HR,1.2,1.3,0.2,0.1,0.9,1.3
2021-03,Mangroves,pH,NA,NA,NA,NA,NA,NA
2021-03,Mangroves,Alkalinity,NA,NA,NA,NA,NA,NA
2021-03,Mangroves,Silica,NA,NA,NA,NA,NA,NA
2021-03,Mangroves,Iron,NA,NA,NA,NA,NA,NA
2021-03,Mangroves,Ammonia,NA,NA,NA,NA,NA,NA
2021-04,Mangroves,Turbidity,16.2,17,2.59,1,12,19
2021-04,Mangroves,Phosphate,0.83,0.81,0.05,0.05,0.8,0.91
2021-04,Mangroves,Nitrate MR,1.06,1.1,0.15,0.3,0.9,1.2
2021-04,Mangroves,Nitrate HR,0.68,0.9,0.41,0.6,0.1,1
2021-04,Mangroves,pH,NA,NA,NA,NA,NA,NA
2021-04,Mangroves,Alkalinity,NA,NA,NA,NA,NA,NA
2021-04,Mangroves,Silica,NA,NA,NA,NA,NA,NA
2021-04,Mangroves,Iron,NA,NA,NA,NA,NA,NA
2021-04,Mangroves,Ammonia,NA,NA,NA,NA,NA,NA
2021-05,Mangroves,Turbidity,18,19,2,1,15,19
2021-05,Mangroves,Phosphate,0.56,0.53,0.2,0.17,0.34,0.83
2021-05,Mangroves,Nitrate MR,1.38,1.35,0.17,0.17,1.2,1.6
2021-05,Mangroves,Nitrate HR,1.02,1,0.13,0.08,0.9,1.2
2021-05,Mangroves,pH,8.36,8.36,NA,0,8.36,8.36
2021-05,Mangroves,Alkalinity,NA,NA,NA,NA,NA,NA
2021-05,Mangroves,Silica,NA,NA,NA,NA,NA,NA
2021-05,Mangroves,Iron,NA,NA,NA,NA,NA,NA
2021-05,Mangroves,Ammonia,NA,NA,NA,NA,NA,NA
2021-06,Mangroves,Turbidity,17,16.5,4.69,5,12,23
2021-06,Mangroves,Phosphate,0.72,0.72,0.18,0.16,0.5,0.93
2021-06,Mangroves,Nitrate MR,1.1,1.1,0.18,0.25,0.9,1.3
2021-06,Mangroves,Nitrate HR,1.23,1.15,0.51,0.53,0.7,1.9
2021-06,Mangroves,pH,8.23,8.23,NA,0,8.23,8.23
2021-06,Mangroves,Alkalinity,NA,NA,NA,NA,NA,NA
2021-06,Mangroves,Silica,NA,NA,NA,NA,NA,NA
2021-06,Mangroves,Iron,NA,NA,NA,NA,NA,NA
2021-06,Mangroves,Ammonia,NA,NA,NA,NA,NA,NA
2021-07,Mangroves,Turbidity,21,21,1,1,20,22
2021-07,Mangroves,Phosphate,0.68,0.66,0.13,0.15,0.51,0.82
2021-07,Mangroves,Nitrate MR,1.4,1.4,0.34,0.35,1,1.8
2021-07,Mangroves,Nitrate HR,1.22,1.3,0.5,0.5,0.5,1.8
2021-07,Mangroves,pH,8.24,8.24,NA,0,8.24,8.24
2021-07,Mangroves,Alkalinity,NA,NA,NA,NA,NA,NA
2021-07,Mangroves,Silica,NA,NA,NA,NA,NA,NA
2021-07,Mangroves,Iron,NA,NA,NA,NA,NA,NA
2021-07,Mangroves,Ammonia,NA,NA,NA,NA,NA,NA
2021-08,Mangroves,Turbidity,23,23,1.63,1,21,25
2021-08,Mangroves,Phosphate,0.91,0.88,0.12,0.15,0.82,1.07
2021-08,Mangroves,Nitrate MR,1.3,1.25,0.24,0.35,1.1,1.6
2021-08,Mangroves,Nitrate HR,0.88,0.8,0.67,0.82,0.2,1.7
2021-08,Mangroves,pH,NA,NA,NA,NA,NA,NA
2021-08,Mangroves,Alkalinity,NA,NA,NA,NA,NA,NA
2021-08,Mangroves,Silica,NA,NA,NA,NA,NA,NA
2021-08,Mangroves,Iron,NA,NA,NA,NA,NA,NA
2021-08,Mangroves,Ammonia,NA,NA,NA,NA,NA,NA
2021-09,Mangroves,Turbidity,21.25,21,1.26,0.75,20,23
2021-09,Mangroves,Phosphate,0.76,0.76,0.08,0.1,0.66,0.84
2021-09,Mangroves,Nitrate MR,1.43,1.45,0.17,0.18,1.2,1.6
2021-09,Mangroves,Nitrate HR,1.4,1.6,0.62,0.5,0.5,1.9
2021-09,Mangroves,pH,NA,NA,NA,NA,NA,NA
2021-09,Mangroves,Alkalinity,NA,NA,NA,NA,NA,NA
2021-09,Mangroves,Silica,NA,NA,NA,NA,NA,NA
2021-09,Mangroves,Iron,NA,NA,NA,NA,NA,NA
2021-09,Mangroves,Ammonia,NA,NA,NA,NA,NA,NA
2021-10,Mangroves,Turbidity,17.6,17,2.19,1,15,21
2021-10,Mangroves,Phosphate,0.7,0.71,0.07,0.09,0.61,0.79
2021-10,Mangroves,Nitrate MR,0.96,0.8,0.22,0.4,0.8,1.2
2021-10,Mangroves,Nitrate HR,0.54,0.4,0.34,0.5,0.2,1
2021-10,Mangroves,pH,8.08,8.08,NA,0,8.08,8.08
2021-10,Mangroves,Alkalinity,NA,NA,NA,NA,NA,NA
2021-10,Mangroves,Silica,NA,NA,NA,NA,NA,NA
2021-10,Mangroves,Iron,NA,NA,NA,NA,NA,NA
2021-10,Mangroves,Ammonia,NA,NA,NA,NA,NA,NA
2021-11,Mangroves,Turbidity,17.5,19,3.79,3.5,12,20
2021-11,Mangroves,Phosphate,0.72,0.7,0.04,0.04,0.69,0.77
2021-11,Mangroves,Nitrate MR,1.35,1.3,0.34,0.35,1,1.8
2021-11,Mangroves,Nitrate HR,1.07,1,0.22,0.13,0.9,1.4
2021-11,Mangroves,pH,NA,NA,NA,NA,NA,NA
2021-11,Mangroves,Alkalinity,NA,NA,NA,NA,NA,NA
2021-11,Mangroves,Silica,NA,NA,NA,NA,NA,NA
2021-11,Mangroves,Iron,NA,NA,NA,NA,NA,NA
2021-11,Mangroves,Ammonia,NA,NA,NA,NA,NA,NA
2021-12,Mangroves,Turbidity,17,15,6.24,6,12,24
2021-12,Mangroves,Phosphate,0.74,0.78,0.1,0.04,0.56,0.81
2021-12,Mangroves,Nitrate MR,0.72,0.6,0.24,0.2,0.5,1.1
2021-12,Mangroves,Nitrate HR,0.8,0.7,0.52,0.6,0.3,1.6
2021-12,Mangroves,pH,NA,NA,NA,NA,NA,NA
2021-12,Mangroves,Alkalinity,NA,NA,NA,NA,NA,NA
2021-12,Mangroves,Silica,NA,NA,NA,NA,NA,NA
2021-12,Mangroves,Iron,NA,NA,NA,NA,NA,NA
2021-12,Mangroves,Ammonia,NA,NA,NA,NA,NA,NA
2022-01,Mangroves,Turbidity,17.5,17.5,0.58,1,17,18
2022-01,Mangroves,Phosphate,0.88,0.87,0.21,0.28,0.67,1.13
2022-01,Mangroves,Nitrate MR,0.58,0.6,0.22,0.27,0.3,0.8
2022-01,Mangroves,Nitrate HR,0.2,0.2,0.18,0.25,0,0.4
2022-01,Mangroves,pH,NA,NA,NA,NA,NA,NA
2022-01,Mangroves,Alkalinity,NA,NA,NA,NA,NA,NA
2022-01,Mangroves,Silica,NA,NA,NA,NA,NA,NA
2022-01,Mangroves,Iron,NA,NA,NA,NA,NA,NA
2022-01,Mangroves,Ammonia,NA,NA,NA,NA,NA,NA
2022-02,Mangroves,Turbidity,16,15,4.32,4,12,22
2022-02,Mangroves,Phosphate,0.59,0.52,0.15,0.08,0.51,0.81
2022-02,Mangroves,Nitrate MR,0.55,0.55,0.07,0.05,0.5,0.6
2022-02,Mangroves,Nitrate HR,0.93,1,0.9,0.9,0,1.8
2022-02,Mangroves,pH,NA,NA,NA,NA,NA,NA
2022-02,Mangroves,Alkalinity,NA,NA,NA,NA,NA,NA
2022-02,Mangroves,Silica,NA,NA,NA,NA,NA,NA
2022-02,Mangroves,Iron,NA,NA,NA,NA,NA,NA
2022-02,Mangroves,Ammonia,NA,NA,NA,NA,NA,NA
2022-03,Mangroves,Turbidity,16.75,16,3.86,3.75,13,22
2022-03,Mangroves,Phosphate,0.71,0.66,0.16,0.09,0.56,0.94
2022-03,Mangroves,Nitrate MR,0.8,0.85,0.14,0.15,0.6,0.9
2022-03,Mangroves,Nitrate HR,0.88,0.85,0.59,0.58,0.2,1.6
2022-03,Mangroves,pH,NA,NA,NA,NA,NA,NA
2022-03,Mangroves,Alkalinity,NA,NA,NA,NA,NA,NA
2022-03,Mangroves,Silica,NA,NA,NA,NA,NA,NA
2022-03,Mangroves,Iron,NA,NA,NA,NA,NA,NA
2022-03,Mangroves,Ammonia,NA,NA,NA,NA,NA,NA
2022-04,Mangroves,Turbidity,17.8,18,2.28,1,14,20
2022-04,Mangroves,Phosphate,0.65,0.6,0.12,0.13,0.55,0.85
2022-04,Mangroves,Nitrate MR,1.25,1.15,0.39,0.3,0.9,1.8
2022-04,Mangroves,Nitrate HR,1.08,1.4,0.79,1.2,0.2,2
2022-04,Mangroves,pH,8.08,8.08,NA,0,8.08,8.08
2022-04,Mangroves,Alkalinity,NA,NA,NA,NA,NA,NA
2022-04,Mangroves,Silica,NA,NA,NA,NA,NA,NA
2022-04,Mangroves,Iron,NA,NA,NA,NA,NA,NA
2022-04,Mangroves,Ammonia,NA,NA,NA,NA,NA,NA
2022-05,Mangroves,Turbidity,19.25,18.5,2.63,2.25,17,23
2022-05,Mangroves,Phosphate,0.77,0.78,0.08,0.09,0.67,0.85
2022-05,Mangroves,Nitrate MR,1.35,1.35,0.39,0.45,0.9,1.8
2022-05,Mangroves,Nitrate HR,0.73,0.9,0.5,0.42,0,1.1
2022-05,Mangroves,pH,8.06,8.06,NA,0,8.06,8.06
2022-05,Mangroves,Alkalinity,NA,NA,NA,NA,NA,NA
2022-05,Mangroves,Silica,NA,NA,NA,NA,NA,NA
2022-05,Mangroves,Iron,NA,NA,NA,NA,NA,NA
2022-05,Mangroves,Ammonia,NA,NA,NA,NA,NA,NA
2022-06,Mangroves,Turbidity,15,16,1.73,1.5,13,16
2022-06,Mangroves,Phosphate,0.79,0.72,0.24,0.23,0.59,1.05
2022-06,Mangroves,Nitrate MR,1.48,1.48,0.3,0.21,1.27,1.7
2022-06,Mangroves,Nitrate HR,2.38,2.57,0.45,0.42,1.87,2.7
2022-06,Mangroves,pH,NA,NA,NA,NA,NA,NA
2022-06,Mangroves,Alkalinity,NA,NA,NA,NA,NA,NA
2022-06,Mangroves,Silica,NA,NA,NA,NA,NA,NA
2022-06,Mangroves,Iron,NA,NA,NA,NA,NA,NA
2022-06,Mangroves,Ammonia,NA,NA,NA,NA,NA,NA
2022-07,Mangroves,Turbidity,20.8,22,2.39,2,17,23
2022-07,Mangroves,Phosphate,0.42,0.42,0.09,0.06,0.36,0.49
2022-07,Mangroves,Nitrate MR,NA,NA,NA,NA,NA,NA
2022-07,Mangroves,Nitrate HR,NA,NA,NA,NA,NA,NA
2022-07,Mangroves,pH,7.85,7.85,NA,0,7.85,7.85
2022-07,Mangroves,Alkalinity,NA,NA,NA,NA,NA,NA
2022-07,Mangroves,Silica,NA,NA,NA,NA,NA,NA
2022-07,Mangroves,Iron,NA,NA,NA,NA,NA,NA
2022-07,Mangroves,Ammonia,NA,NA,NA,NA,NA,NA
2022-08,Mangroves,Turbidity,18,18,1,1,17,19
2022-08,Mangroves,Phosphate,0.72,0.69,0.15,0.15,0.59,0.88
2022-08,Mangroves,Nitrate MR,1.44,1.5,0.22,0.21,1.2,1.63
2022-08,Mangroves,Nitrate HR,1.4,1.37,0.19,0.19,1.23,1.6
2022-08,Mangroves,pH,7.9,7.9,NA,0,7.9,7.9
