#,Date-Time (MST),Ch: 1 - Temperature   (°F),Ch: 1 - Temperature Max : Max (°F),Ch: 1 - Temperature Min : Min (°F),Ch: 1 - Temperature Avg : Avg (°F),Ch: 1 - Temperature Std Dev : Std Dev (°F),Ch: 2 - Millivolts   (mv),Ch: 2 - Millivolts Max : Max (mv),Ch: 2 - Millivolts Min : Min (mv),Ch: 2 - Millivolts Avg : Avg (mv),Ch: 2 - Millivolts Std Dev : Std Dev (mv),Ch: 3 - pH   (pH),Ch: 3 - pH Max : Max (pH),Ch: 3 - pH Min : Min (pH),Ch: 3 - pH Avg : Avg (pH),Ch: 3 - pH Std Dev : Std Dev (pH),Button Down,Host Connected,Button Up,Start pH Calibration,pH Calibration Values,pH Calibration Buffers,End pH Calibration,End of File
1013,05/01/2023 03:00:00,74.59,74.68,74.59,74.68,0.11,-80.58,-80.10,-80.58,-80.27,0.27,8.30,8.30,8.29,8.29,0.01,,,,,,,,
1014,05/01/2023 03:15:00,74.52,74.59,74.52,74.59,0.07,-80.46,-79.94,-80.46,-80.13,0.28,8.30,8.30,8.29,8.29,0.01,,,,,,,,
1015,05/01/2023 03:30:00,74.46,74.55,74.46,74.55,0.11,-80.14,-79.80,-80.14,-79.92,0.19,8.29,8.29,8.28,8.29,0.00,,,,,,,,
1016,05/01/2023 03:45:00,74.37,74.46,74.37,74.46,0.08,-79.56,-79.11,-79.56,-79.31,0.22,8.28,8.28,8.27,8.28,0.00,,,,,,,,
1017,05/01/2023 04:00:00,74.30,74.37,74.30,74.37,0.10,-79.60,-78.91,-79.60,-79.19,0.36,8.28,8.28,8.27,8.27,0.01,,,,,,,,
1018,05/01/2023 04:15:00,74.25,74.34,74.25,74.34,0.07,-79.56,-79.08,-79.56,-79.24,0.28,8.28,8.28,8.27,8.27,0.01,,,,,,,,
1019,05/01/2023 04:30:00,74.16,74.25,74.16,74.25,0.10,-79.44,-78.94,-79.44,-79.13,0.27,8.28,8.28,8.27,8.27,0.01,,,,,,,,
1020,05/01/2023 04:45:00,74.08,74.16,74.08,74.16,0.07,-79.31,-78.85,-79.31,-79.00,0.27,8.28,8.28,8.27,8.27,0.01,,,,,,,,
1021,05/01/2023 05:00:00,74.03,74.12,74.03,74.12,0.11,-79.19,-78.71,-79.19,-78.88,0.27,8.27,8.27,8.26,8.27,0.01,,,,,,,,
1022,05/01/2023 05:15:00,73.94,74.03,73.94,74.03,0.07,-79.08,-78.58,-79.08,-78.75,0.28,8.27,8.27,8.26,8.27,0.01,,,,,,,,
1023,05/01/2023 05:30:00,73.87,73.94,73.87,73.94,0.10,-78.97,-78.44,-78.97,-78.63,0.28,8.27,8.27,8.26,8.26,0.01,,,,,,,,
1024,05/01/2023 05:45:00,73.78,73.90,73.78,73.87,0.11,-78.85,-78.35,-78.85,-78.52,0.28,8.27,8.27,8.26,8.26,0.01,,,,,,,,
1025,05/01/2023 06:00:00,73.69,73.81,73.69,73.78,0.08,-78.71,-78.22,-78.71,-78.39,0.27,8.27,8.27,8.26,8.26,0.01,,,,,,,,
1026,05/01/2023 06:15:00,73.65,73.72,73.65,73.72,0.07,-78.56,-78.10,-78.56,-78.25,0.27,8.26,8.26,8.25,8.26,0.01,,,,,,,,
1027,05/01/2023 06:30:00,73.60,73.65,73.60,73.65,0.02,-78.47,-77.97,-78.47,-78.14,0.28,8.26,8.26,8.25,8.25,0.01,,,,,,,,
1028,05/01/2023 06:45:00,73.56,73.60,73.56,73.60,0.01,-78.42,-77.91,-78.42,-78.08,0.28,8.26,8.26,8.25,8.25,0.01,,,,,,,,
1029,05/01/2023 07:00:00,73.51,73.60,73.51,73.60,0.07,-78.38,-77.88,-78.38,-78.03,0.28,8.26,8.26,8.25,8.25,0.01,,,,,,,,
1030,05/01/2023 07:15:00,73.47,73.56,73.47,73.56,0.11,-78.38,-77.85,-78.38,-78.02,0.30,8.26,8.26,8.25,8.25,0.01,,,,,,,,
1031,05/01/2023 07:30:00,73.47,73.51,73.47,73.51,0.04,-78.36,-77.83,-78.36,-78.02,0.30,8.26,8.26,8.25,8.25,0.01,,,,,,,,
1032,05/01/2023 07:45:00,73.44,73.47,73.44,73.47,0.02,-78.41,-77.83,-78.41,-78.02,0.33,8.26,8.26,8.25,8.25,0.01,,,,,,,,
1033,05/01/2023 08:00:00,73.44,73.47,73.44,73.47,0.02,-78.44,-77.88,-78.44,-78.06,0.31,8.26,8.26,8.25,8.25,0.01,,,,,,,,
1034,05/01/2023 08:15:00,73.44,73.47,73.44,73.47,0.02,-78.53,-77.92,-78.53,-78.13,0.34,8.26,8.26,8.25,8.25,0.01,,,,,,,,
1035,05/01/2023 08:30:00,73.44,73.47,73.44,73.47,0.02,-78.58,-77.99,-78.58,-78.19,0.33,8.26,8.26,8.25,8.26,0.01,,,,,,,,
1036,05/01/2023 08:45:00,73.47,73.51,73.47,73.51,0.04,-78.74,-78.16,-78.74,-78.36,0.31,8.27,8.27,8.25,8.26,0.01,,,,,,,,
1037,05/01/2023 09:00:00,73.56,73.56,73.56,73.56,0.05,-78.88,-78.22,-78.88,-78.47,0.34,8.27,8.27,8.26,8.26,0.01,,,,,,,,
1038,05/01/2023 09:15:00,73.65,73.65,73.60,73.60,0.07,-79.21,-78.42,-79.21,-78.72,0.42,8.27,8.27,8.26,8.27,0.01,,,,,,,,
1039,05/01/2023 09:30:00,73.78,73.78,73.69,73.72,0.07,-79.61,-78.77,-79.61,-79.08,0.45,8.28,8.28,8.27,8.27,0.01,,,,,,,,
1040,05/01/2023 09:45:00,73.94,73.94,73.87,73.87,0.11,-80.14,-79.24,-80.14,-79.61,0.47,8.29,8.29,8.28,8.28,0.01,,,,,,,,
1041,05/01/2023 10:00:00,74.16,74.16,74.03,74.08,0.08,-80.78,-79.85,-80.78,-80.22,0.48,8.30,8.30,8.29,8.29,0.01,,,,,,,,
1042,05/01/2023 10:15:00,74.43,74.43,74.30,74.34,0.07,-81.50,-80.46,-81.50,-80.85,0.56,8.32,8.32,8.30,8.31,0.01,,,,,,,,
1043,05/01/2023 10:30:00,74.77,74.77,74.59,74.68,0.17,-82.27,-81.27,-82.27,-81.67,0.52,8.33,8.33,8.31,8.32,0.01,,,,,,,,
1044,05/01/2023 10:45:00,75.04,75.04,74.89,74.95,0.09,-82.88,-81.83,-82.88,-82.28,0.53,8.34,8.34,8.32,8.33,0.01,,,,,,,,
1045,05/01/2023 11:00:00,75.20,75.20,75.16,75.16,0.01,-83.49,-82.36,-83.49,-82.82,0.59,8.35,8.36,8.33,8.34,0.01,,,,,,,,
1046,05/01/2023 11:15:00,75.42,75.42,75.33,75.38,0.11,-83.83,-83.14,-83.83,-83.36,0.39,8.36,8.36,8.35,8.35,0.01,,,,,,,,
1047,05/01/2023 11:30:00,75.90,75.90,75.54,75.69,0.31,-84.97,-83.52,-84.97,-84.13,0.75,8.38,8.38,8.35,8.37,0.01,,,,,,,,
1048,05/01/2023 11:45:00,76.06,76.06,75.99,76.03,0.10,-85.47,-84.64,-85.47,-84.97,0.44,8.39,8.39,8.38,8.38,0.01,,,,,,,,
1049,05/01/2023 12:00:00,76.15,76.21,76.15,76.15,0.05,-85.88,-85.14,-85.88,-85.41,0.39,8.40,8.40,8.38,8.39,0.01,,,,,,,,
1050,05/01/2023 12:15:00,76.28,76.28,76.24,76.24,0.09,-86.30,-85.55,-86.30,-85.83,0.41,8.41,8.41,8.39,8.40,0.01,,,,,,,,
1051,05/01/2023 12:30:00,76.37,76.37,76.37,76.37,0.02,-86.75,-85.97,-86.75,-86.27,0.42,8.42,8.42,8.40,8.41,0.01,,,,,,,,
1052,05/01/2023 12:45:00,76.46,76.46,76.46,76.46,0.00,-87.16,-86.41,-87.16,-86.69,0.41,8.42,8.42,8.41,8.41,0.01,,,,,,,,
1053,05/01/2023 13:00:00,76.46,76.51,76.46,76.51,0.02,-87.44,-86.74,-87.44,-87.00,0.38,8.43,8.43,8.42,8.42,0.01,,,,,,,,
1054,05/01/2023 13:15:00,76.46,76.51,76.46,76.51,0.02,-87.67,-87.00,-87.67,-87.24,0.38,8.43,8.43,8.42,8.43,0.01,,,,,,,,
1055,05/01/2023 13:30:00,76.46,76.51,76.46,76.51,0.02,-87.83,-87.25,-87.83,-87.46,0.31,8.44,8.44,8.43,8.43,0.01,,,,,,,,
1056,05/01/2023 13:45:00,76.46,76.51,76.46,76.51,0.02,-87.96,-87.39,-87.96,-87.58,0.31,8.44,8.44,8.43,8.43,0.01,,,,,,,,
1057,05/01/2023 14:00:00,76.42,76.51,76.42,76.51,0.08,-88.03,-87.52,-88.03,-87.69,0.28,8.44,8.44,8.43,8.43,0.01,,,,,,,,
1058,05/01/2023 14:15:00,76.33,76.42,76.33,76.42,0.11,-88.13,-87.57,-88.13,-87.75,0.31,8.44,8.44,8.43,8.44,0.01,,,,,,,,
1059,05/01/2023 14:30:00,76.28,76.37,76.28,76.37,0.09,-88.14,-87.60,-88.14,-87.77,0.31,8.44,8.44,8.43,8.44,0.01,,,,,,,,
1060,05/01/2023 14:45:00,76.21,76.28,76.21,76.28,0.11,-88.22,-87.67,-88.22,-87.85,0.31,8.44,8.44,8.43,8.44,0.01,,,,,,,,
1061,05/01/2023 15:00:00,76.15,76.21,76.15,76.21,0.05,-88.24,-87.75,-88.24,-87.91,0.28,8.45,8.45,8.44,8.44,0.01,,,,,,,,
1062,05/01/2023 15:15:00,76.06,76.15,76.06,76.15,0.11,-88.17,-87.77,-88.17,-87.89,0.23,8.44,8.44,8.44,8.44,0.00,,,,,,,,
1063,05/01/2023 15:30:00,75.94,76.06,75.94,76.03,0.10,-88.17,-87.74,-88.17,-87.89,0.23,8.44,8.44,8.44,8.44,0.00,,,,,,,,
1064,05/01/2023 15:45:00,75.85,75.94,75.85,75.94,0.06,-88.25,-87.72,-88.25,-87.89,0.30,8.45,8.45,8.44,8.44,0.01,,,,,,,,
1065,05/01/2023 16:00:00,75.72,75.85,75.72,75.81,0.13,-88.22,-87.74,-88.22,-87.89,0.28,8.45,8.45,8.44,8.44,0.01,,,,,,,,
1066,05/01/2023 16:15:00,75.60,75.72,75.60,75.69,0.12,-88.17,-87.60,-88.17,-87.80,0.31,8.45,8.45,8.43,8.44,0.01,,,,,,,,
1067,05/01/2023 16:30:00,75.47,75.60,75.47,75.54,0.07,-88.13,-87.66,-88.13,-87.82,0.27,8.45,8.45,8.44,8.44,0.01,,,,,,,,
1068,05/01/2023 16:45:00,75.33,75.47,75.33,75.42,0.07,-88.05,-87.58,-88.05,-87.74,0.27,8.44,8.44,8.43,8.44,0.01,,,,,,,,
1069,05/01/2023 17:00:00,75.16,75.33,75.16,75.25,0.17,-87.96,-87.50,-87.96,-87.66,0.25,8.44,8.44,8.43,8.44,0.01,,,,,,,,
1070,05/01/2023 17:15:00,75.07,75.20,75.07,75.16,0.07,-87.83,-87.38,-87.83,-87.55,0.23,8.44,8.44,8.43,8.43,0.01,,,,,,,,
1071,05/01/2023 17:30:00,74.98,75.07,74.98,75.07,0.10,-87.72,-87.27,-87.72,-87.44,0.23,8.44,8.44,8.43,8.43,0.00,,,,,,,,
1072,05/01/2023 17:45:00,74.89,74.98,74.89,74.98,0.12,-87.60,-87.13,-87.60,-87.30,0.25,8.44,8.44,8.43,8.43,0.01,,,,,,,,
1073,05/01/2023 18:00:00,74.86,74.89,74.86,74.89,0.02,-87.47,-87.03,-87.47,-87.19,0.23,8.43,8.43,8.43,8.43,0.00,,,,,,,,
1074,05/01/2023 18:15:00,74.82,74.86,74.82,74.86,0.05,-87.35,-86.89,-87.35,-87.07,0.23,8.43,8.43,8.42,8.43,0.00,,,,,,,,
1075,05/01/2023 18:30:00,74.82,74.86,74.82,74.86,0.05,-87.19,-86.77,-87.19,-86.91,0.23,8.43,8.43,8.42,8.42,0.00,,,,,,,,
1076,05/01/2023 18:45:00,74.77,74.82,74.77,74.82,0.03,-87.03,-86.61,-87.03,-86.77,0.22,8.43,8.43,8.42,8.42,0.00,,,,,,,,
1077,05/01/2023 19:00:00,74.77,74.82,74.77,74.82,0.03,-86.86,-86.44,-86.86,-86.60,0.22,8.42,8.42,8.41,8.42,0.00,,,,,,,,
1078,05/01/2023 19:15:00,74.73,74.77,74.73,74.77,0.02,-86.67,-86.25,-86.67,-86.41,0.22,8.42,8.42,8.41,8.41,0.00,,,,,,,,
1079,05/01/2023 19:30:00,74.68,74.77,74.68,74.77,0.08,-86.47,-86.05,-86.47,-86.21,0.22,8.41,8.41,8.41,8.41,0.00,,,,,,,,
1080,05/01/2023 19:45:00,74.68,74.73,74.68,74.73,0.06,-86.27,-85.85,-86.27,-86.02,0.22,8.41,8.41,8.40,8.41,0.00,,,,,,,,
1081,05/01/2023 20:00:00,74.64,74.68,74.64,74.68,0.04,-86.08,-85.66,-86.08,-85.82,0.22,8.41,8.41,8.40,8.40,0.00,,,,,,,,
1082,05/01/2023 20:15:00,74.59,74.64,74.59,74.64,0.02,-85.91,-85.46,-85.91,-85.63,0.23,8.40,8.40,8.40,8.40,0.00,,,,,,,,
1083,05/01/2023 20:30:00,74.55,74.59,74.55,74.59,0.01,-85.69,-85.25,-85.69,-85.41,0.23,8.40,8.40,8.39,8.39,0.00,,,,,,,,
1084,05/01/2023 20:45:00,74.52,74.55,74.52,74.55,0.05,-85.44,-85.05,-85.44,-85.21,0.20,8.39,8.40,8.39,8.39,0.00,,,,,,,,
1085,05/01/2023 21:00:00,74.46,74.52,74.46,74.52,0.02,-85.27,-84.82,-85.27,-85.00,0.23,8.39,8.39,8.38,8.39,0.00,,,,,,,,
1086,05/01/2023 21:15:00,74.37,74.46,74.37,74.46,0.08,-85.05,-84.63,-85.05,-84.80,0.22,8.39,8.39,8.38,8.38,0.00,,,,,,,,
1087,05/01/2023 21:30:00,74.34,74.43,74.34,74.43,0.11,-84.86,-84.42,-84.86,-84.60,0.22,8.38,8.38,8.38,8.38,0.00,,,,,,,,
1088,05/01/2023 21:45:00,74.30,74.37,74.30,74.37,0.10,-84.64,-84.22,-84.64,-84.39,0.22,8.38,8.38,8.37,8.37,0.00,,,,,,,,
1089,05/01/2023 22:00:00,74.21,74.30,74.21,74.30,0.11,-84.46,-84.02,-84.46,-84.19,0.22,8.38,8.38,8.37,8.37,0.00,,,,,,,,
1090,05/01/2023 22:15:00,74.16,74.25,74.16,74.25,0.10,-84.25,-83.83,-84.25,-83.99,0.22,8.37,8.37,8.36,8.37,0.00,,,,,,,,
1091,05/01/2023 22:30:00,74.08,74.16,74.08,74.16,0.07,-84.03,-83.60,-84.03,-83.77,0.22,8.37,8.37,8.36,8.36,0.00,,,,,,,,
1092,05/01/2023 22:45:00,74.03,74.12,74.03,74.12,0.11,-83.82,-83.39,-83.82,-83.57,0.22,8.36,8.36,8.36,8.36,0.00,,,,,,,,
1093,05/01/2023 23:00:00,73.99,74.08,73.99,74.08,0.08,-83.61,-83.19,-83.61,-83.35,0.22,8.36,8.36,8.35,8.36,0.00,,,,,,,,
1094,05/01/2023 23:15:00,73.94,73.99,73.94,73.99,0.05,-83.28,-82.99,-83.28,-83.10,0.16,8.35,8.35,8.35,8.35,0.00,,,,,,,,
1095,05/01/2023 23:30:00,73.87,73.94,73.87,73.94,0.10,-83.08,-82.63,-83.08,-82.80,0.23,8.35,8.35,8.34,8.34,0.00,,,,,,,,
1096,05/01/2023 23:45:00,73.81,73.90,73.81,73.90,0.08,-82.78,-82.42,-82.78,-82.57,0.19,8.34,8.34,8.34,8.34,0.00,,,,,,,,
1097,05/02/2023 00:00:00,73.72,73.81,73.72,73.81,0.11,-82.63,-82.16,-82.63,-82.32,0.27,8.34,8.34,8.33,8.34,0.01,,,,,,,,
1098,05/02/2023 00:15:00,73.69,73.78,73.69,73.78,0.08,-82.44,-82.00,-82.44,-82.16,0.23,8.34,8.34,8.33,8.33,0.00,,,,,,,,
1099,05/02/2023 00:30:00,73.60,73.69,73.60,73.69,0.10,-82.17,-81.74,-82.17,-81.89,0.23,8.33,8.33,8.32,8.33,0.00,,,,,,,,
1100,05/02/2023 00:45:00,73.56,73.65,73.56,73.65,0.08,-81.92,-81.50,-81.92,-81.66,0.22,8.33,8.33,8.32,8.32,0.00,,,,,,,,
1101,05/02/2023 01:00:00,73.47,73.56,73.47,73.56,0.11,-81.77,-81.33,-81.77,-81.49,0.23,8.33,8.33,8.32,8.32,0.00,,,,,,,,
1102,05/02/2023 01:15:00,73.38,73.47,73.38,73.47,0.08,-81.55,-81.13,-81.55,-81.28,0.22,8.32,8.32,8.31,8.32,0.00,,,,,,,,
1103,05/02/2023 01:30:00,73.35,73.44,73.35,73.44,0.11,-81.10,-80.89,-81.10,-80.99,0.09,8.31,8.31,8.31,8.31,0.00,,,,,,,,
1104,05/02/2023 01:45:00,73.26,73.35,73.26,73.35,0.08,-80.96,-80.35,-80.96,-80.56,0.33,8.31,8.31,8.30,8.30,0.01,,,,,,,,
1105,05/02/2023 02:00:00,73.17,73.26,73.17,73.26,0.11,-80.74,-80.31,-80.74,-80.46,0.23,8.31,8.31,8.30,8.30,0.00,,,,,,,,
1106,05/02/2023 02:15:00,73.08,73.17,73.08,73.17,0.08,-80.60,-80.17,-80.60,-80.33,0.22,8.30,8.30,8.30,8.30,0.00,,,,,,,,
1107,05/02/2023 02:30:00,73.04,73.13,73.04,73.13,0.06,-80.42,-80.00,-80.42,-80.16,0.22,8.30,8.30,8.29,8.30,0.00,,,,,,,,
1108,05/02/2023 02:45:00,72.95,73.04,72.95,73.04,0.09,-80.25,-79.78,-80.25,-79.97,0.23,8.30,8.30,8.29,8.29,0.01,,,,,,,,
1109,05/02/2023 03:00:00,72.86,72.95,72.86,72.95,0.06,-80.02,-79.61,-80.02,-79.77,0.20,8.29,8.29,8.28,8.29,0.00,,,,,,,,
1110,05/02/2023 03:15:00,72.79,72.86,72.79,72.86,0.09,-79.80,-79.35,-79.80,-79.52,0.23,8.29,8.29,8.28,8.28,0.00,,,,,,,,
1111,05/02/2023 03:30:00,72.73,72.79,72.73,72.79,0.04,-79.60,-79.17,-79.60,-79.33,0.22,8.28,8.28,8.28,8.28,0.00,,,,,,,,
1112,05/02/2023 03:45:00,72.64,72.73,72.64,72.73,0.10,-79.42,-78.97,-79.42,-79.14,0.23,8.28,8.28,8.27,8.28,0.00,,,,,,,,
1113,05/02/2023 04:00:00,72.57,72.64,72.57,72.64,0.07,-79.19,-78.77,-79.19,-78.94,0.22,8.28,8.28,8.27,8.27,0.00,,,,,,,,
1114,05/02/2023 04:15:00,72.52,72.61,72.52,72.61,0.10,-79.02,-78.55,-79.02,-78.74,0.23,8.27,8.27,8.26,8.27,0.01,,,,,,,,
1115,05/02/2023 04:30:00,72.45,72.52,72.45,72.52,0.07,-78.85,-78.39,-78.85,-78.56,0.23,8.27,8.27,8.26,8.27,0.00,,,,,,,,
1116,05/02/2023 04:45:00,72.36,72.45,72.36,72.45,0.08,-78.67,-78.22,-78.67,-78.39,0.23,8.27,8.27,8.26,8.26,0.00,,,,,,,,
1117,05/02/2023 05:00:00,72.23,72.36,72.23,72.30,0.11,-78.49,-78.00,-78.49,-78.19,0.25,8.26,8.26,8.25,8.26,0.01,,,,,,,,
1118,05/02/2023 05:15:00,72.18,72.27,72.18,72.27,0.08,-78.33,-77.88,-78.33,-78.03,0.25,8.26,8.26,8.25,8.26,0.01,,,,,,,,
1119,05/02/2023 05:30:00,72.05,72.18,72.05,72.14,0.10,-78.17,-77.72,-78.17,-77.89,0.23,8.26,8.26,8.25,8.25,0.00,,,,,,,,
1120,05/02/2023 05:45:00,71.96,72.05,71.96,72.05,0.07,-78.02,-77.55,-78.02,-77.72,0.25,8.26,8.26,8.25,8.25,0.01,,,,,,,,
1121,05/02/2023 06:00:00,71.87,71.96,71.87,71.96,0.10,-77.89,-77.42,-77.89,-77.60,0.25,8.25,8.25,8.24,8.25,0.01,,,,,,,,
1122,05/02/2023 06:15:00,71.80,71.87,71.80,71.87,0.07,-77.80,-77.31,-77.80,-77.49,0.27,8.25,8.25,8.24,8.25,0.01,,,,,,,,
1123,05/02/2023 06:30:00,71.74,71.80,71.74,71.80,0.03,-77.69,-77.22,-77.69,-77.39,0.25,8.25,8.25,8.24,8.24,0.01,,,,,,,,
1124,05/02/2023 06:45:00,71.65,71.74,71.65,71.74,0.09,-77.64,-77.13,-77.64,-77.30,0.28,8.25,8.25,8.24,8.24,0.01,,,,,,,,
1125,05/02/2023 07:00:00,71.62,71.71,71.62,71.71,0.06,-77.58,-77.08,-77.58,-77.25,0.28,8.25,8.25,8.24,8.24,0.01,,,,,,,,
1126,05/02/2023 07:15:00,71.62,71.65,71.62,71.65,0.06,-77.56,-77.03,-77.56,-77.22,0.30,8.25,8.25,8.24,8.24,0.01,,,,,,,,
1127,05/02/2023 07:30:00,71.58,71.62,71.58,71.62,0.03,-77.55,-76.97,-77.55,-77.17,0.31,8.25,8.25,8.24,8.24,0.01,,,,,,,,
1128,05/02/2023 07:45:00,71.53,71.62,71.53,71.62,0.09,-77.55,-77.03,-77.55,-77.21,0.30,8.25,8.25,8.24,8.24,0.01,,,,,,,,
1129,05/02/2023 08:00:00,71.53,71.58,71.53,71.58,0.02,-77.58,-77.05,-77.58,-77.22,0.30,8.25,8.25,8.24,8.24,0.01,,,,,,,,
1130,05/02/2023 08:15:00,71.53,71.58,71.53,71.58,0.02,-77.64,-77.08,-77.64,-77.27,0.31,8.25,8.25,8.24,8.24,0.01,,,,,,,,
1131,05/02/2023 08:30:00,71.58,71.58,71.58,71.58,0.02,-77.64,-77.11,-77.64,-77.30,0.30,8.25,8.25,8.24,8.24,0.01,,,,,,,,
1132,05/02/2023 08:45:00,71.58,71.62,71.58,71.58,0.02,-77.86,-77.24,-77.86,-77.46,0.34,8.25,8.25,8.24,8.25,0.01,,,,,,,,
1133,05/02/2023 09:00:00,71.62,71.65,71.62,71.62,0.03,-78.10,-77.41,-78.10,-77.66,0.38,8.26,8.26,8.24,8.25,0.01,,,,,,,,
1134,05/02/2023 09:15:00,71.71,71.71,71.71,71.71,0.00,-78.36,-77.66,-78.36,-77.92,0.38,8.26,8.26,8.25,8.25,0.01,,,,,,,,
1135,05/02/2023 09:30:00,71.83,71.83,71.80,71.80,0.09,-78.75,-77.91,-78.75,-78.24,0.45,8.27,8.27,8.25,8.26,0.01,,,,,,,,
1136,05/02/2023 09:45:00,72.01,72.01,71.92,71.96,0.10,-79.27,-78.39,-79.27,-78.74,0.45,8.28,8.28,8.26,8.27,0.01,,,,,,,,
1137,05/02/2023 10:00:00,72.23,72.23,72.09,72.14,0.10,-79.83,-78.94,-79.83,-79.30,0.47,8.29,8.29,8.27,8.28,0.01,,,,,,,,
1138,05/02/2023 10:15:00,72.48,72.48,72.36,72.39,0.08,-80.55,-79.50,-80.55,-79.91,0.55,8.30,8.30,8.28,8.29,0.01,,,,,,,,
1139,05/02/2023 10:30:00,72.82,72.82,72.64,72.73,0.16,-81.28,-80.47,-81.28,-80.80,0.42,8.32,8.32,8.30,8.31,0.01,,,,,,,,
1140,05/02/2023 10:45:00,73.13,73.13,72.91,73.00,0.19,-81.92,-80.88,-81.92,-81.35,0.53,8.33,8.33,8.31,8.32,0.01,,,,,,,,
1141,05/02/2023 11:00:00,73.38,73.38,73.26,73.29,0.08,-82.21,-81.50,-82.21,-81.75,0.39,8.33,8.33,8.32,8.33,0.01,,,,,,,,
1142,05/02/2023 11:15:00,73.65,73.65,73.51,73.56,0.11,-82.82,-81.81,-82.82,-82.17,0.55,8.35,8.35,8.33,8.33,0.01,,,,,,,,
1143,05/02/2023 11:30:00,73.87,73.87,73.72,73.78,0.08,-83.22,-82.49,-83.22,-82.77,0.39,8.35,8.35,8.34,8.34,0.01,,,,,,,,
1144,05/02/2023 11:45:00,74.16,74.16,73.99,74.08,0.15,-83.80,-82.89,-83.80,-83.25,0.47,8.36,8.36,8.35,8.35,0.01,,,,,,,,
1145,05/02/2023 12:00:00,74.43,74.43,74.30,74.34,0.07,-84.17,-83.02,-84.17,-83.49,0.59,8.37,8.37,8.35,8.36,0.01,,,,,,,,
1146,05/02/2023 12:15:00,74.64,74.64,74.52,74.55,0.11,-84.78,-83.96,-84.78,-84.28,0.44,8.38,8.38,8.37,8.37,0.01,,,,,,,,
1147,05/02/2023 12:30:00,74.89,74.89,74.77,74.82,0.09,-85.08,-84.50,-85.08,-84.71,0.31,8.39,8.39,8.38,8.38,0.01,,,,,,,,
1148,05/02/2023 12:45:00,75.04,75.07,74.98,75.04,0.06,-85.72,-84.91,-85.72,-85.25,0.41,8.40,8.40,8.38,8.39,0.01,,,,,,,,
1149,05/02/2023 13:00:00,75.11,75.16,75.11,75.11,0.06,-85.86,-85.21,-85.86,-85.46,0.34,8.40,8.40,8.39,8.39,0.01,,,,,,,,
1150,05/02/2023 13:15:00,75.11,75.16,75.11,75.16,0.01,-85.94,-85.30,-85.94,-85.53,0.34,8.40,8.40,8.39,8.40,0.01,,,,,,,,
1151,05/02/2023 13:30:00,75.11,75.16,75.11,75.16,0.01,-86.47,-85.35,-86.47,-85.78,0.59,8.41,8.41,8.39,8.40,0.01,,,,,,,,
1152,05/02/2023 13:45:00,75.11,75.16,75.11,75.16,0.01,-86.60,-86.02,-86.60,-86.22,0.31,8.42,8.42,8.40,8.41,0.01,,,,,,,,
1153,05/02/2023 14:00:00,75.07,75.11,75.07,75.11,0.06,-86.67,-86.13,-86.67,-86.30,0.31,8.42,8.42,8.41,8.41,0.01,,,,,,,,
1154,05/02/2023 14:15:00,75.04,75.11,75.04,75.11,0.12,-86.66,-86.16,-86.66,-86.33,0.28,8.42,8.42,8.41,8.41,0.01,,,,,,,,
1155,05/02/2023 14:30:00,75.04,75.07,75.04,75.07,0.03,-86.61,-86.14,-86.61,-86.30,0.27,8.42,8.42,8.41,8.41,0.01,,,,,,,,
1156,05/02/2023 14:45:00,74.98,75.04,74.98,75.04,0.00,-86.67,-86.14,-86.67,-86.32,0.30,8.42,8.42,8.41,8.41,0.01,,,,,,,,
1157,05/02/2023 15:00:00,74.89,74.98,74.89,74.98,0.12,-86.44,-85.96,-86.44,-86.14,0.25,8.41,8.41,8.40,8.41,0.01,,,,,,,,
1158,05/02/2023 15:15:00,74.86,74.95,74.86,74.95,0.09,-86.44,-85.92,-86.44,-86.10,0.30,8.41,8.41,8.40,8.41,0.01,,,,,,,,
1159,05/02/2023 15:30:00,74.82,74.89,74.82,74.89,0.09,-86.52,-85.99,-86.52,-86.16,0.30,8.42,8.42,8.40,8.41,0.01,,,,,,,,
1160,05/02/2023 15:45:00,74.73,74.82,74.73,74.82,0.09,-86.50,-86.02,-86.50,-86.17,0.28,8.42,8.42,8.41,8.41,0.01,,,,,,,,
1161,05/02/2023 16:00:00,74.68,74.77,74.68,74.77,0.08,-86.46,-85.99,-86.46,-86.14,0.27,8.41,8.41,8.41,8.41,0.01,,,,,,,,
1162,05/02/2023 16:15:00,74.64,74.68,74.64,74.68,0.04,-86.24,-85.77,-86.24,-85.99,0.23,8.41,8.41,8.40,8.41,0.00,,,,,,,,
1163,05/02/2023 16:30:00,74.55,74.64,74.55,74.64,0.08,-85.75,-85.49,-85.75,-85.66,0.14,8.40,8.40,8.40,8.40,0.00,,,,,,,,
1164,05/02/2023 16:45:00,74.52,74.59,74.52,74.59,0.07,-86.22,-85.58,-86.22,-85.83,0.33,8.41,8.41,8.40,8.40,0.01,,,,,,,,
1165,05/02/2023 17:00:00,74.46,74.52,74.46,74.52,0.02,-86.14,-85.67,-86.14,-85.83,0.27,8.41,8.41,8.40,8.40,0.01,,,,,,,,
1166,05/02/2023 17:15:00,74.43,74.46,74.43,74.46,0.01,-86.07,-85.61,-86.07,-85.77,0.25,8.41,8.41,8.40,8.40,0.01,,,,,,,,
