#,Date-Time (MST),Ch: 1 - Temperature   (°F),Ch: 1 - Temperature Max : Max (°F),Ch: 1 - Temperature Min : Min (°F),Ch: 1 - Temperature Avg : Avg (°F),Ch: 1 - Temperature Std Dev : Std Dev (°F),Ch: 2 - Millivolts   (mv),Ch: 2 - Millivolts Max : Max (mv),Ch: 2 - Millivolts Min : Min (mv),Ch: 2 - Millivolts Avg : Avg (mv),Ch: 2 - Millivolts Std Dev : Std Dev (mv),Ch: 3 - pH   (pH),Ch: 3 - pH Max : Max (pH),Ch: 3 - pH Min : Min (pH),Ch: 3 - pH Avg : Avg (pH),Ch: 3 - pH Std Dev : Std Dev (pH),Button Down,Host Connected,Button Up,Start pH Calibration,pH Calibration Values,pH Calibration Buffers,End pH Calibration,End of File
1167,05/02/2023 17:30:00,74.46,74.52,74.46,74.46,0.01,-85.96,-85.49,-85.96,-85.64,0.27,8.41,8.41,8.40,8.40,0.01,,,,,,,,
1168,05/02/2023 17:45:00,74.46,74.52,74.46,74.52,0.02,-85.85,-85.38,-85.85,-85.55,0.25,8.40,8.40,8.39,8.40,0.01,,,,,,,,
1169,05/02/2023 18:00:00,74.52,74.52,74.52,74.52,0.02,-85.72,-85.25,-85.72,-85.42,0.25,8.40,8.40,8.39,8.39,0.01,,,,,,,,
1170,05/02/2023 18:15:00,74.52,74.55,74.52,74.55,0.05,-85.58,-85.13,-85.58,-85.30,0.23,8.40,8.40,8.39,8.39,0.00,,,,,,,,
1171,05/02/2023 18:30:00,74.52,74.55,74.52,74.55,0.05,-85.42,-84.99,-85.42,-85.14,0.23,8.39,8.39,8.39,8.39,0.00,,,,,,,,
1172,05/02/2023 18:45:00,74.55,74.55,74.55,74.55,0.05,-85.25,-84.82,-85.25,-84.97,0.23,8.39,8.39,8.38,8.39,0.00,,,,,,,,
1173,05/02/2023 19:00:00,74.55,74.59,74.55,74.59,0.01,-85.11,-84.64,-85.11,-84.82,0.25,8.39,8.39,8.38,8.38,0.01,,,,,,,,
1174,05/02/2023 19:15:00,74.55,74.59,74.55,74.59,0.01,-84.66,-84.39,-84.66,-84.52,0.13,8.38,8.38,8.37,8.38,0.00,,,,,,,,
1175,05/02/2023 19:30:00,74.55,74.59,74.55,74.59,0.01,-84.61,-84.02,-84.61,-84.25,0.31,8.38,8.38,8.37,8.37,0.01,,,,,,,,
1176,05/02/2023 19:45:00,74.55,74.59,74.55,74.59,0.01,-84.36,-83.85,-84.36,-84.07,0.27,8.37,8.37,8.36,8.37,0.01,,,,,,,,
1177,05/02/2023 20:00:00,74.52,74.55,74.52,74.55,0.05,-84.25,-83.82,-84.25,-83.99,0.22,8.37,8.37,8.36,8.37,0.00,,,,,,,,
1178,05/02/2023 20:15:00,74.52,74.55,74.52,74.55,0.05,-84.11,-83.67,-84.11,-83.83,0.23,8.37,8.37,8.36,8.36,0.00,,,,,,,,
1179,05/02/2023 20:30:00,74.46,74.52,74.46,74.52,0.02,-83.94,-83.42,-83.94,-83.63,0.27,8.37,8.37,8.36,8.36,0.01,,,,,,,,
1180,05/02/2023 20:45:00,74.43,74.52,74.43,74.52,0.08,-83.74,-83.27,-83.74,-83.46,0.23,8.36,8.36,8.35,8.36,0.00,,,,,,,,
1181,05/02/2023 21:00:00,74.37,74.46,74.37,74.46,0.08,-83.57,-83.11,-83.57,-83.28,0.23,8.36,8.36,8.35,8.35,0.00,,,,,,,,
1182,05/02/2023 21:15:00,74.30,74.37,74.30,74.37,0.10,-83.32,-82.91,-83.32,-83.07,0.22,8.35,8.35,8.35,8.35,0.00,,,,,,,,
1183,05/02/2023 21:30:00,74.25,74.34,74.25,74.34,0.07,-83.13,-82.69,-83.13,-82.86,0.22,8.35,8.35,8.34,8.35,0.00,,,,,,,,
1184,05/02/2023 21:45:00,74.21,74.30,74.21,74.30,0.11,-82.89,-82.44,-82.89,-82.63,0.23,8.35,8.35,8.34,8.34,0.00,,,,,,,,
1185,05/02/2023 22:00:00,74.16,74.25,74.16,74.25,0.10,-82.67,-82.25,-82.67,-82.39,0.23,8.34,8.34,8.33,8.34,0.00,,,,,,,,
1186,05/02/2023 22:15:00,74.12,74.21,74.12,74.21,0.08,-82.38,-82.05,-82.38,-82.19,0.16,8.34,8.34,8.33,8.33,0.00,,,,,,,,
1187,05/02/2023 22:30:00,74.03,74.12,74.03,74.12,0.11,-82.35,-81.74,-82.35,-81.99,0.31,8.34,8.34,8.32,8.33,0.01,,,,,,,,
1188,05/02/2023 22:45:00,73.99,74.08,73.99,74.08,0.08,-82.16,-81.72,-82.16,-81.89,0.22,8.33,8.33,8.32,8.33,0.00,,,,,,,,
1189,05/02/2023 23:00:00,73.90,73.99,73.90,73.99,0.11,-81.99,-81.55,-81.99,-81.71,0.23,8.33,8.33,8.32,8.32,0.00,,,,,,,,
1190,05/02/2023 23:15:00,73.87,73.94,73.87,73.94,0.10,-81.77,-81.36,-81.77,-81.52,0.20,8.32,8.32,8.32,8.32,0.00,,,,,,,,
1191,05/02/2023 23:30:00,73.78,73.87,73.78,73.87,0.11,-81.71,-81.17,-81.71,-81.36,0.30,8.32,8.32,8.31,8.32,0.01,,,,,,,,
1192,05/02/2023 23:45:00,73.72,73.81,73.72,73.81,0.11,-81.55,-81.05,-81.55,-81.24,0.27,8.32,8.32,8.31,8.31,0.01,,,,,,,,
1193,05/03/2023 00:00:00,73.69,73.78,73.69,73.78,0.08,-81.39,-80.96,-81.39,-81.11,0.23,8.32,8.32,8.31,8.31,0.00,,,,,,,,
1194,05/03/2023 00:15:00,73.65,73.69,73.65,73.69,0.04,-81.22,-80.77,-81.22,-80.94,0.23,8.31,8.31,8.31,8.31,0.00,,,,,,,,
1195,05/03/2023 00:30:00,73.56,73.65,73.56,73.65,0.08,-81.05,-80.60,-81.05,-80.77,0.23,8.31,8.31,8.30,8.31,0.00,,,,,,,,
1196,05/03/2023 00:45:00,73.47,73.56,73.47,73.56,0.11,-80.81,-80.35,-80.81,-80.53,0.23,8.31,8.31,8.30,8.30,0.00,,,,,,,,
1197,05/03/2023 01:00:00,73.38,73.47,73.38,73.47,0.08,-80.67,-80.21,-80.67,-80.39,0.23,8.30,8.30,8.30,8.30,0.00,,,,,,,,
1198,05/03/2023 01:15:00,73.29,73.38,73.29,73.38,0.11,-80.47,-80.05,-80.47,-80.21,0.22,8.30,8.30,8.29,8.30,0.00,,,,,,,,
1199,05/03/2023 01:30:00,73.22,73.29,73.22,73.29,0.08,-80.31,-79.86,-80.31,-80.03,0.23,8.30,8.30,8.29,8.29,0.00,,,,,,,,
1200,05/03/2023 01:45:00,73.13,73.22,73.13,73.22,0.09,-80.11,-79.67,-80.11,-79.83,0.23,8.29,8.29,8.29,8.29,0.00,,,,,,,,
1201,05/03/2023 02:00:00,73.04,73.13,73.04,73.13,0.06,-79.94,-79.49,-79.94,-79.66,0.23,8.29,8.29,8.28,8.29,0.00,,,,,,,,
1202,05/03/2023 02:15:00,72.95,73.04,72.95,73.04,0.09,-79.75,-79.30,-79.75,-79.47,0.23,8.29,8.29,8.28,8.28,0.00,,,,,,,,
1203,05/03/2023 02:30:00,72.82,72.95,72.82,72.91,0.10,-79.55,-79.11,-79.55,-79.27,0.23,8.28,8.28,8.27,8.28,0.00,,,,,,,,
1204,05/03/2023 02:45:00,72.73,72.86,72.73,72.82,0.07,-79.36,-78.92,-79.36,-79.08,0.23,8.28,8.28,8.27,8.27,0.00,,,,,,,,
1205,05/03/2023 03:00:00,72.64,72.73,72.64,72.73,0.10,-79.17,-78.75,-79.17,-78.89,0.23,8.28,8.28,8.27,8.27,0.00,,,,,,,,
1206,05/03/2023 03:15:00,72.52,72.64,72.52,72.61,0.10,-79.00,-78.55,-79.00,-78.72,0.23,8.27,8.27,8.26,8.27,0.00,,,,,,,,
1207,05/03/2023 03:30:00,72.45,72.57,72.45,72.52,0.07,-78.83,-78.38,-78.83,-78.55,0.23,8.27,8.27,8.26,8.26,0.01,,,,,,,,
1208,05/03/2023 03:45:00,72.36,72.45,72.36,72.45,0.08,-78.64,-78.19,-78.64,-78.36,0.23,8.27,8.27,8.26,8.26,0.00,,,,,,,,
1209,05/03/2023 04:00:00,72.23,72.36,72.23,72.30,0.11,-78.47,-77.99,-78.47,-78.17,0.25,8.26,8.26,8.25,8.26,0.01,,,,,,,,
1210,05/03/2023 04:15:00,72.14,72.27,72.14,72.23,0.06,-78.28,-77.83,-78.28,-78.00,0.23,8.26,8.26,8.25,8.25,0.01,,,,,,,,
1211,05/03/2023 04:30:00,72.05,72.14,72.05,72.14,0.10,-78.11,-77.67,-78.11,-77.83,0.23,8.26,8.26,8.25,8.25,0.00,,,,,,,,
1212,05/03/2023 04:45:00,71.96,72.05,71.96,72.05,0.07,-77.97,-77.52,-77.97,-77.69,0.23,8.25,8.25,8.25,8.25,0.00,,,,,,,,
1213,05/03/2023 05:00:00,71.83,71.96,71.83,71.92,0.08,-77.75,-77.30,-77.75,-77.47,0.23,8.25,8.25,8.24,8.25,0.00,,,,,,,,
1214,05/03/2023 05:15:00,71.74,71.87,71.74,71.83,0.11,-77.61,-77.14,-77.61,-77.33,0.23,8.25,8.25,8.24,8.24,0.01,,,,,,,,
1215,05/03/2023 05:30:00,71.65,71.74,71.65,71.74,0.09,-77.33,-76.94,-77.33,-77.11,0.19,8.24,8.24,8.23,8.24,0.00,,,,,,,,
1216,05/03/2023 05:45:00,71.58,71.65,71.58,71.65,0.12,-77.30,-76.78,-77.30,-76.96,0.28,8.24,8.24,8.23,8.24,0.01,,,,,,,,
1217,05/03/2023 06:00:00,71.44,71.58,71.44,71.53,0.07,-77.24,-76.75,-77.24,-76.91,0.28,8.24,8.24,8.23,8.23,0.01,,,,,,,,
1218,05/03/2023 06:15:00,71.37,71.49,71.37,71.44,0.10,-77.14,-76.64,-77.14,-76.81,0.28,8.24,8.24,8.23,8.23,0.01,,,,,,,,
1219,05/03/2023 06:30:00,71.31,71.40,71.31,71.40,0.08,-77.05,-76.55,-77.05,-76.72,0.28,8.24,8.24,8.23,8.23,0.01,,,,,,,,
1220,05/03/2023 06:45:00,71.28,71.37,71.28,71.37,0.05,-76.99,-76.49,-76.99,-76.64,0.28,8.24,8.24,8.23,8.23,0.01,,,,,,,,
1221,05/03/2023 07:00:00,71.28,71.31,71.28,71.31,0.06,-76.94,-76.42,-76.94,-76.60,0.28,8.24,8.24,8.23,8.23,0.01,,,,,,,,
1222,05/03/2023 07:15:00,71.24,71.28,71.24,71.28,0.03,-76.91,-76.41,-76.91,-76.56,0.28,8.24,8.24,8.23,8.23,0.01,,,,,,,,
1223,05/03/2023 07:30:00,71.19,71.28,71.19,71.28,0.09,-76.89,-76.38,-76.89,-76.55,0.30,8.24,8.24,8.22,8.23,0.01,,,,,,,,
1224,05/03/2023 07:45:00,71.19,71.24,71.19,71.24,0.01,-76.91,-76.38,-76.91,-76.55,0.30,8.24,8.24,8.23,8.23,0.01,,,,,,,,
1225,05/03/2023 08:00:00,71.19,71.24,71.19,71.24,0.01,-76.88,-76.36,-76.88,-76.53,0.30,8.23,8.23,8.22,8.23,0.01,,,,,,,,
1226,05/03/2023 08:15:00,71.19,71.24,71.19,71.24,0.01,-76.81,-76.39,-76.81,-76.53,0.23,8.23,8.23,8.23,8.23,0.00,,,,,,,,
1227,05/03/2023 08:30:00,71.19,71.24,71.19,71.24,0.01,-76.99,-76.28,-76.99,-76.55,0.38,8.24,8.24,8.22,8.23,0.01,,,,,,,,
1228,05/03/2023 08:45:00,71.19,71.24,71.19,71.24,0.01,-76.89,-76.52,-76.89,-76.64,0.20,8.24,8.24,8.23,8.23,0.00,,,,,,,,
1229,05/03/2023 09:00:00,71.28,71.28,71.28,71.28,0.03,-77.21,-76.49,-77.21,-76.78,0.38,8.24,8.24,8.23,8.23,0.01,,,,,,,,
1230,05/03/2023 09:15:00,71.37,71.37,71.31,71.31,0.11,-77.39,-76.67,-77.39,-76.92,0.39,8.24,8.24,8.23,8.24,0.01,,,,,,,,
1231,05/03/2023 09:30:00,71.53,71.53,71.44,71.49,0.11,-77.86,-77.00,-77.86,-77.33,0.45,8.25,8.25,8.24,8.24,0.01,,,,,,,,
1232,05/03/2023 09:45:00,71.71,71.71,71.65,71.65,0.12,-78.55,-77.55,-78.55,-77.96,0.52,8.27,8.27,8.25,8.26,0.01,,,,,,,,
1233,05/03/2023 10:00:00,71.92,71.92,71.83,71.83,0.11,-79.24,-78.25,-79.24,-78.64,0.52,8.28,8.28,8.26,8.27,0.01,,,,,,,,
1234,05/03/2023 10:15:00,72.23,72.23,72.05,72.14,0.15,-80.05,-78.96,-80.05,-79.38,0.58,8.29,8.29,8.27,8.28,0.01,,,,,,,,
1235,05/03/2023 10:30:00,72.57,72.57,72.36,72.45,0.20,-80.75,-79.96,-80.75,-80.25,0.42,8.31,8.31,8.29,8.30,0.01,,,,,,,,
1236,05/03/2023 10:45:00,72.91,72.91,72.64,72.73,0.22,-82.02,-80.61,-82.02,-81.14,0.75,8.33,8.33,8.31,8.32,0.01,,,,,,,,
1237,05/03/2023 11:00:00,73.17,73.17,73.04,73.08,0.11,-82.78,-81.67,-82.78,-82.07,0.61,8.35,8.35,8.32,8.33,0.01,,,,,,,,
1238,05/03/2023 11:15:00,73.29,73.29,73.26,73.26,0.11,-82.89,-81.88,-82.89,-82.36,0.50,8.35,8.35,8.33,8.34,0.01,,,,,,,,
1239,05/03/2023 11:30:00,73.47,73.47,73.38,73.44,0.11,-83.05,-82.32,-83.05,-82.58,0.39,8.35,8.35,8.34,8.34,0.01,,,,,,,,
1240,05/03/2023 11:45:00,73.72,73.72,73.60,73.65,0.08,-83.60,-82.64,-83.60,-83.03,0.50,8.36,8.36,8.34,8.35,0.01,,,,,,,,
1241,05/03/2023 12:00:00,73.94,73.94,73.81,73.87,0.11,-84.10,-83.19,-84.10,-83.57,0.47,8.37,8.37,8.35,8.36,0.01,,,,,,,,
1242,05/03/2023 12:15:00,74.16,74.16,74.03,74.08,0.08,-84.67,-83.82,-84.67,-84.13,0.47,8.38,8.38,8.36,8.37,0.01,,,,,,,,
1243,05/03/2023 12:30:00,74.37,74.37,74.30,74.30,0.11,-85.10,-84.32,-85.10,-84.63,0.41,8.39,8.39,8.37,8.38,0.01,,,,,,,,
1244,05/03/2023 12:45:00,74.43,74.46,74.43,74.43,0.04,-85.55,-84.82,-85.55,-85.11,0.38,8.40,8.40,8.38,8.39,0.01,,,,,,,,
1245,05/03/2023 13:00:00,74.46,74.52,74.46,74.52,0.02,-85.89,-85.21,-85.89,-85.44,0.39,8.40,8.40,8.39,8.40,0.01,,,,,,,,
1246,05/03/2023 13:15:00,74.46,74.52,74.46,74.52,0.02,-86.05,-85.41,-86.05,-85.64,0.34,8.41,8.41,8.39,8.40,0.01,,,,,,,,
1247,05/03/2023 13:30:00,74.46,74.52,74.46,74.52,0.02,-86.24,-85.63,-86.24,-85.83,0.34,8.41,8.41,8.40,8.40,0.01,,,,,,,,
1248,05/03/2023 13:45:00,74.43,74.52,74.43,74.52,0.08,-86.38,-85.78,-86.38,-85.99,0.33,8.41,8.41,8.40,8.41,0.01,,,,,,,,
1249,05/03/2023 14:00:00,74.43,74.46,74.43,74.46,0.01,-86.50,-85.89,-86.50,-86.10,0.34,8.42,8.42,8.40,8.41,0.01,,,,,,,,
1250,05/03/2023 14:15:00,74.37,74.43,74.37,74.43,0.04,-86.55,-86.02,-86.55,-86.19,0.30,8.42,8.42,8.41,8.41,0.01,,,,,,,,
1251,05/03/2023 14:30:00,74.34,74.43,74.34,74.43,0.11,-86.60,-86.07,-86.60,-86.24,0.30,8.42,8.42,8.41,8.41,0.01,,,,,,,,
1252,05/03/2023 14:45:00,74.34,74.37,74.34,74.37,0.04,-86.60,-86.03,-86.60,-86.24,0.30,8.42,8.42,8.41,8.41,0.01,,,,,,,,
1253,05/03/2023 15:00:00,74.30,74.34,74.30,74.34,0.01,-86.58,-86.08,-86.58,-86.25,0.28,8.42,8.42,8.41,8.41,0.01,,,,,,,,
1254,05/03/2023 15:15:00,74.25,74.30,74.25,74.30,0.05,-86.53,-86.05,-86.53,-86.22,0.27,8.42,8.42,8.41,8.41,0.01,,,,,,,,
1255,05/03/2023 15:30:00,74.16,74.25,74.16,74.25,0.10,-86.47,-86.00,-86.47,-86.16,0.27,8.42,8.42,8.41,8.41,0.01,,,,,,,,
1256,05/03/2023 15:45:00,74.12,74.21,74.12,74.21,0.08,-86.42,-85.96,-86.42,-86.11,0.27,8.42,8.42,8.41,8.41,0.01,,,,,,,,
1257,05/03/2023 16:00:00,74.03,74.12,74.03,74.12,0.11,-86.38,-85.88,-86.38,-86.05,0.28,8.41,8.41,8.40,8.41,0.01,,,,,,,,
1258,05/03/2023 16:15:00,73.94,74.03,73.94,74.03,0.07,-86.28,-85.82,-86.28,-85.97,0.27,8.41,8.41,8.40,8.41,0.01,,,,,,,,
1259,05/03/2023 16:30:00,73.87,73.94,73.87,73.94,0.10,-86.21,-85.72,-86.21,-85.89,0.27,8.41,8.41,8.40,8.41,0.01,,,,,,,,
1260,05/03/2023 16:45:00,73.81,73.90,73.81,73.90,0.08,-86.13,-85.64,-86.13,-85.82,0.27,8.41,8.41,8.40,8.40,0.01,,,,,,,,
1261,05/03/2023 17:00:00,73.78,73.87,73.78,73.87,0.11,-86.02,-85.55,-86.02,-85.71,0.27,8.41,8.41,8.40,8.40,0.01,,,,,,,,
1262,05/03/2023 17:15:00,73.78,73.81,73.78,73.81,0.05,-85.92,-85.44,-85.92,-85.61,0.27,8.41,8.41,8.40,8.40,0.01,,,,,,,,
1263,05/03/2023 17:30:00,73.81,73.81,73.81,73.81,0.05,-85.82,-85.33,-85.82,-85.50,0.27,8.40,8.40,8.39,8.40,0.01,,,,,,,,
1264,05/03/2023 17:45:00,73.81,73.87,73.81,73.87,0.05,-85.71,-85.24,-85.71,-85.39,0.27,8.40,8.40,8.39,8.40,0.01,,,,,,,,
1265,05/03/2023 18:00:00,73.87,73.90,73.87,73.90,0.02,-85.60,-85.10,-85.60,-85.28,0.27,8.40,8.40,8.39,8.39,0.01,,,,,,,,
1266,05/03/2023 18:15:00,73.90,73.94,73.90,73.94,0.04,-85.24,-84.94,-85.24,-85.07,0.14,8.39,8.39,8.39,8.39,0.00,,,,,,,,
1267,05/03/2023 18:30:00,73.94,73.99,73.94,73.94,0.04,-85.13,-84.63,-85.13,-84.80,0.28,8.39,8.39,8.38,8.38,0.01,,,,,,,,
1268,05/03/2023 18:45:00,73.94,73.99,73.94,73.99,0.05,-84.96,-84.50,-84.96,-84.67,0.23,8.39,8.39,8.38,8.38,0.00,,,,,,,,
1269,05/03/2023 19:00:00,73.94,73.99,73.94,73.99,0.05,-84.83,-84.35,-84.83,-84.52,0.27,8.38,8.38,8.37,8.38,0.01,,,,,,,,
1270,05/03/2023 19:15:00,73.99,74.03,73.99,73.99,0.05,-84.67,-84.25,-84.67,-84.41,0.22,8.38,8.38,8.37,8.38,0.00,,,,,,,,
1271,05/03/2023 19:30:00,73.99,74.03,73.99,74.03,0.01,-84.53,-84.07,-84.53,-84.24,0.25,8.38,8.38,8.37,8.37,0.01,,,,,,,,
1272,05/03/2023 19:45:00,73.99,74.03,73.99,74.03,0.01,-84.36,-83.91,-84.36,-84.08,0.23,8.38,8.38,8.37,8.37,0.00,,,,,,,,
1273,05/03/2023 20:00:00,73.94,73.99,73.94,73.99,0.05,-84.05,-83.69,-84.05,-83.83,0.19,8.37,8.37,8.36,8.37,0.00,,,,,,,,
1274,05/03/2023 20:15:00,73.94,73.99,73.94,73.99,0.05,-83.83,-83.36,-83.83,-83.58,0.23,8.36,8.36,8.36,8.36,0.00,,,,,,,,
1275,05/03/2023 20:30:00,73.94,73.99,73.94,73.99,0.05,-83.67,-83.21,-83.67,-83.38,0.25,8.36,8.36,8.35,8.36,0.01,,,,,,,,
1276,05/03/2023 20:45:00,73.90,73.94,73.90,73.94,0.04,-83.50,-83.08,-83.50,-83.22,0.23,8.36,8.36,8.35,8.35,0.00,,,,,,,,
1277,05/03/2023 21:00:00,73.90,73.94,73.90,73.94,0.04,-83.39,-82.94,-83.39,-83.11,0.23,8.36,8.36,8.35,8.35,0.00,,,,,,,,
1278,05/03/2023 21:15:00,73.87,73.90,73.87,73.90,0.02,-83.22,-82.77,-83.22,-82.94,0.23,8.35,8.35,8.34,8.35,0.00,,,,,,,,
1279,05/03/2023 21:30:00,73.78,73.87,73.78,73.87,0.11,-83.05,-82.60,-83.05,-82.77,0.23,8.35,8.35,8.34,8.34,0.00,,,,,,,,
1280,05/03/2023 21:45:00,73.72,73.81,73.72,73.81,0.11,-82.88,-82.41,-82.88,-82.58,0.25,8.35,8.35,8.34,8.34,0.01,,,,,,,,
1281,05/03/2023 22:00:00,73.72,73.78,73.72,73.78,0.01,-82.72,-82.27,-82.72,-82.42,0.25,8.34,8.34,8.33,8.34,0.01,,,,,,,,
1282,05/03/2023 22:15:00,73.69,73.72,73.69,73.72,0.01,-82.50,-82.08,-82.50,-82.24,0.22,8.34,8.34,8.33,8.33,0.00,,,,,,,,
1283,05/03/2023 22:30:00,73.65,73.69,73.65,73.69,0.04,-82.35,-81.89,-82.35,-82.07,0.23,8.34,8.34,8.33,8.33,0.00,,,,,,,,
1284,05/03/2023 22:45:00,73.60,73.65,73.60,73.65,0.02,-82.21,-81.72,-82.21,-81.89,0.27,8.33,8.33,8.32,8.33,0.01,,,,,,,,
1285,05/03/2023 23:00:00,73.56,73.65,73.56,73.65,0.08,-82.02,-81.56,-82.02,-81.74,0.23,8.33,8.33,8.32,8.32,0.00,,,,,,,,
1286,05/03/2023 23:15:00,73.51,73.56,73.51,73.56,0.05,-81.85,-81.39,-81.85,-81.56,0.23,8.33,8.33,8.32,8.32,0.00,,,,,,,,
1287,05/03/2023 23:30:00,73.47,73.51,73.47,73.51,0.04,-81.60,-81.21,-81.60,-81.35,0.20,8.32,8.32,8.31,8.32,0.00,,,,,,,,
1288,05/03/2023 23:45:00,73.44,73.47,73.44,73.47,0.02,-81.49,-81.03,-81.49,-81.21,0.23,8.32,8.32,8.31,8.31,0.00,,,,,,,,
1289,05/04/2023 00:00:00,73.38,73.47,73.38,73.47,0.08,-81.24,-80.86,-81.24,-80.99,0.20,8.32,8.32,8.31,8.31,0.00,,,,,,,,
1290,05/04/2023 00:15:00,73.35,73.38,73.35,73.38,0.05,-81.08,-80.63,-81.08,-80.81,0.23,8.31,8.31,8.30,8.31,0.00,,,,,,,,
1291,05/04/2023 00:30:00,73.29,73.35,73.29,73.35,0.02,-80.91,-80.49,-80.91,-80.64,0.22,8.31,8.31,8.30,8.30,0.00,,,,,,,,
1292,05/04/2023 00:45:00,73.26,73.29,73.26,73.29,0.02,-80.78,-80.35,-80.78,-80.52,0.22,8.31,8.31,8.30,8.30,0.00,,,,,,,,
1293,05/04/2023 01:00:00,73.17,73.26,73.17,73.26,0.11,-80.66,-80.16,-80.66,-80.35,0.27,8.30,8.30,8.29,8.30,0.01,,,,,,,,
1294,05/04/2023 01:15:00,73.13,73.22,73.13,73.22,0.09,-80.50,-80.05,-80.50,-80.22,0.23,8.30,8.30,8.29,8.30,0.00,,,,,,,,
1295,05/04/2023 01:30:00,73.04,73.13,73.04,73.13,0.06,-80.36,-79.89,-80.36,-80.06,0.25,8.30,8.30,8.29,8.29,0.01,,,,,,,,
1296,05/04/2023 01:45:00,73.00,73.08,73.00,73.08,0.11,-80.11,-79.47,-80.11,-79.77,0.31,8.29,8.29,8.28,8.29,0.01,,,,,,,,
1297,05/04/2023 02:00:00,72.91,73.00,72.91,73.00,0.07,-79.99,-79.50,-79.99,-79.71,0.25,8.29,8.29,8.28,8.29,0.01,,,,,,,,
1298,05/04/2023 02:15:00,72.82,72.91,72.82,72.91,0.10,-79.89,-79.38,-79.89,-79.55,0.28,8.29,8.29,8.28,8.28,0.01,,,,,,,,
1299,05/04/2023 02:30:00,72.79,72.86,72.79,72.86,0.09,-79.75,-79.28,-79.75,-79.46,0.25,8.29,8.29,8.28,8.28,0.01,,,,,,,,
1300,05/04/2023 02:45:00,72.70,72.79,72.70,72.79,0.10,-79.55,-79.11,-79.55,-79.28,0.22,8.28,8.28,8.28,8.28,0.00,,,,,,,,
1301,05/04/2023 03:00:00,72.61,72.70,72.61,72.70,0.07,-79.28,-78.85,-79.28,-79.05,0.22,8.28,8.28,8.27,8.27,0.00,,,,,,,,
1302,05/04/2023 03:15:00,72.57,72.64,72.57,72.64,0.07,-79.17,-78.72,-79.17,-78.88,0.25,8.28,8.28,8.27,8.27,0.01,,,,,,,,
1303,05/04/2023 03:30:00,72.48,72.57,72.48,72.57,0.08,-79.13,-78.55,-79.13,-78.75,0.31,8.28,8.28,8.26,8.27,0.01,,,,,,,,
1304,05/04/2023 03:45:00,72.39,72.52,72.39,72.48,0.11,-78.99,-78.53,-78.99,-78.69,0.25,8.27,8.27,8.26,8.27,0.01,,,,,,,,
1305,05/04/2023 04:00:00,72.36,72.45,72.36,72.45,0.08,-78.81,-78.33,-78.81,-78.50,0.27,8.27,8.27,8.26,8.26,0.01,,,,,,,,
1306,05/04/2023 04:15:00,72.27,72.36,72.27,72.36,0.11,-78.69,-78.21,-78.69,-78.38,0.27,8.27,8.27,8.26,8.26,0.01,,,,,,,,
1307,05/04/2023 04:30:00,72.18,72.27,72.18,72.27,0.08,-78.50,-78.02,-78.50,-78.19,0.27,8.26,8.26,8.26,8.26,0.01,,,,,,,,
1308,05/04/2023 04:45:00,72.09,72.18,72.09,72.18,0.06,-78.35,-77.88,-78.35,-78.05,0.25,8.26,8.26,8.25,8.26,0.01,,,,,,,,
1309,05/04/2023 05:00:00,72.01,72.09,72.01,72.09,0.09,-78.17,-77.72,-78.17,-77.89,0.23,8.26,8.26,8.25,8.25,0.00,,,,,,,,
1310,05/04/2023 05:15:00,71.92,72.05,71.92,72.01,0.11,-78.03,-77.52,-78.03,-77.72,0.27,8.26,8.26,8.25,8.25,0.01,,,,,,,,
1311,05/04/2023 05:30:00,71.87,71.96,71.87,71.96,0.10,-77.88,-77.41,-77.88,-77.56,0.27,8.25,8.25,8.24,8.25,0.01,,,,,,,,
1312,05/04/2023 05:45:00,71.80,71.87,71.80,71.87,0.07,-77.77,-77.25,-77.77,-77.44,0.28,8.25,8.25,8.24,8.24,0.01,,,,,,,,
1313,05/04/2023 06:00:00,71.71,71.80,71.71,71.80,0.09,-77.61,-77.13,-77.61,-77.30,0.27,8.25,8.25,8.24,8.24,0.01,,,,,,,,
1314,05/04/2023 06:15:00,71.62,71.71,71.62,71.71,0.06,-77.50,-77.03,-77.50,-77.19,0.27,8.25,8.25,8.24,8.24,0.01,,,,,,,,
1315,05/04/2023 06:30:00,71.58,71.62,71.58,71.62,0.03,-77.44,-76.94,-77.44,-77.11,0.28,8.25,8.25,8.24,8.24,0.01,,,,,,,,
1316,05/04/2023 06:45:00,71.53,71.58,71.53,71.58,0.02,-77.39,-76.88,-77.39,-77.06,0.28,8.24,8.24,8.23,8.24,0.01,,,,,,,,
1317,05/04/2023 07:00:00,71.49,71.58,71.49,71.58,0.07,-77.36,-76.85,-77.36,-77.02,0.30,8.24,8.24,8.23,8.24,0.01,,,,,,,,
1318,05/04/2023 07:15:00,71.49,71.53,71.49,71.53,0.01,-77.36,-76.83,-77.36,-77.02,0.30,8.24,8.24,8.23,8.24,0.01,,,,,,,,
1319,05/04/2023 07:30:00,71.44,71.53,71.44,71.53,0.07,-77.39,-76.83,-77.39,-77.02,0.31,8.24,8.24,8.23,8.24,0.01,,,,,,,,
1320,05/04/2023 07:45:00,71.44,71.49,71.44,71.49,0.05,-77.39,-76.85,-77.39,-77.02,0.31,8.24,8.24,8.23,8.24,0.01,,,,,,,,
