ID, TIMESTAMP, TRENDFLAGS, STATUS, VALUE, TRENDFLAGS_TAG, STATUS_TAG,
1, 2021/05/26 13:45:00,1,0,0.389572, {start}, {ok},
2, 2021/05/26 14:00:00,0,0,0.401297, { }, {ok},
3, 2021/05/26 14:15:00,1,0,0.39344, {start}, {ok},
4, 2021/05/26 14:30:00,0,0,0.407121, { }, {ok},
5, 2021/05/26 14:45:00,0,0,0.412959, { }, {ok},
6, 2021/05/26 15:00:00,0,0,0.379788, { }, {ok},
7, 2021/05/26 15:15:01,0,0,0.40517, { }, {ok},
8, 2021/05/26 15:30:09,0,0,0.407087, { }, {ok},
9, 2021/05/26 15:45:00,0,0,0.391403, { }, {ok},
10, 2021/05/26 16:00:00,0,0,0.399215, { }, {ok},
11, 2021/05/26 16:15:00,0,0,0.401138, { }, {ok},
12, 2021/05/26 16:30:00,0,0,0.397204, { }, {ok},
13, 2021/05/26 16:45:00,0,0,0.403032, { }, {ok},
14, 2021/05/26 17:00:00,0,0,0.406909, { }, {ok},
15, 2021/05/26 17:15:00,0,0,0.387334, { }, {ok},
16, 2021/05/26 17:30:00,0,0,0.397018, { }, {ok},
17, 2021/05/26 17:45:00,0,0,0.398934, { }, {ok},
18, 2021/05/26 18:00:00,0,0,0.406682, { }, {ok},
19, 2021/05/26 18:15:00,0,0,0.391016, { }, {ok},
20, 2021/05/26 18:30:01,0,0,0.404603, { }, {ok},
21, 2021/05/26 18:45:00,0,0,0.404497, { }, {ok},
22, 2021/05/26 19:00:00,0,0,0.398615, { }, {ok},
23, 2021/05/26 19:15:00,0,0,0.408336, { }, {ok},
24, 2021/05/26 19:30:01,0,0,0.388741, { }, {ok},
25, 2021/05/26 19:45:01,0,0,0.394536, { }, {ok},
26, 2021/05/26 20:00:01,0,0,0.400362, { }, {ok},
27, 2021/05/26 20:15:00,0,0,0.421936, { }, {ok},
28, 2021/05/26 20:30:00,0,0,0.419908, { }, {ok},
29, 2021/05/26 20:45:02,0,0,0.404331, { }, {ok},
30, 2021/05/26 21:00:00,0,0,0.38678, { }, {ok},
31, 2021/05/26 21:15:00,0,0,0.41602, { }, {ok},
32, 2021/05/26 21:30:01,0,0,0.400395, { }, {ok},
33, 2021/05/26 21:45:00,0,0,0.419953, { }, {ok},
34, 2021/05/26 22:00:00,0,0,0.402432, { }, {ok},
35, 2021/05/26 22:15:00,0,0,0.402331, { }, {ok},
36, 2021/05/26 22:30:01,0,0,0.406245, { }, {ok},
37, 2021/05/26 22:45:00,0,0,0.406259, { }, {ok},
38, 2021/05/26 23:00:01,0,0,0.384841, { }, {ok},
39, 2021/05/26 23:15:01,0,0,0.404341, { }, {ok},
40, 2021/05/26 23:30:00,0,0,0.414111, { }, {ok},
