Time Interval,Date,Temperature (ºF),Temperature (ºC),pH (mV),Salinity (PSU),Conductivity (µS/cm),"Conductivity, Non-Linear Function (µS/cm)","Conductivity, Specific (µS/cm)",Dissolved Oxygen (mg/L),"Dissolved Oxygen, Saturated (%)","Dissolved Oxygen, Local (%)",Oxygen Reduction Potential (mV),Chlorophyll (RFU),Total Algae (RFU),Total Dissolved Solids (mg/L),pH (YSI),Turbidity (RFU),Phosphate (mg/L),"Nitrate, Mid-Range (mg/L)","Nitrate, High-Range (mg/L)",pH_Hach,Alkalinity (mg/L CaCO3),Silica (mg/L),Iron (mg/L),Ammonia (mg/L)
Weekly,2019-05-25,72.2188,22.289999,NA,34.369999,49349.998,NA,NA,NA,88.5,NA,712,NA,NA,NA,8.2525,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2019-06-01,72.275,22.375,NA,34.344997,49418.747,NA,NA,NA,89,NA,712.027344,NA,NA,NA,8.2575,0,0.09,0.7,2.3,NA,NA,0.45,0,NA
Weekly,2019-06-08,74.1313,23.429998,NA,34.139999,50324.997,NA,NA,NA,87.5,NA,724,NA,NA,NA,8.355,0,0,1.5,1.7,NA,126,0.46,NA,NA
Weekly,2019-06-15,75.5938,24.375,NA,34.339996,51456.249,NA,NA,NA,88,NA,745.5,NA,NA,NA,8.2,0,0.03,0.8500000000000001,1.9500000000000002,8.43,123.25,0.57,0.0075,NA
Weekly,2019-06-22,76.325,24.6374985,NA,34.359997,51699.997,NA,NA,NA,86.5,NA,747,NA,NA,NA,8.2575,0,0.05500000000000001,1.2000000000000002,2.1,8.45,118.5,0.25,0.003,NA
Weekly,2019-06-29,76.3813,24.769999,NA,34.109997,51556.248,NA,NA,NA,95,NA,731,NA,NA,NA,8.70625,0,0.02,0.9,1.5499999999999998,8.485,111.5,0.69,0.0075,NA
Weekly,2019-07-06,77.7313,25.4,NA,34.099998,52162.498,NA,NA,NA,94,NA,739,NA,NA,NA,8.697499,0,0,0.9,1.35,8.48,117,0.9249999999999999,0.002,NA
Weekly,2019-07-13,77.7875,25.424999,NA,34.099998,52162.498,NA,NA,NA,93,NA,762.5,NA,NA,NA,8.575,0,0,0.75,1,8.485,NA,0.45999999999999996,0,NA
Weekly,2019-07-20,78.35,25.764999,NA,34.099998,52587.498,NA,NA,NA,92.5,NA,757,NA,NA,NA,8.2575,0,0,0.9,1.25,8.46,121.5,1.1,0,NA
Weekly,2019-07-27,78.9688,26.049999,NA,34.124998000000005,52881.248,NA,NA,NA,93.5,NA,764.5,NA,NA,NA,8.3924995,0,0,1.5,1.3,8.445,130,1.125,0.022,NA
Weekly,2019-08-03,79.6437,26.234999,NA,34,53081.249,NA,NA,NA,91,NA,783.796875,NA,NA,NA,8.429999,0,0.17,1.1,1.1,8.45,133.5,0.555,0.009,NA
Weekly,2019-08-10,78.5187,25.734999,NA,33.899998,52406.25,NA,NA,NA,91,NA,799.816406,NA,NA,NA,8.492499,NA,0.06,NA,NA,8.43,103,0.62,NA,NA
Weekly,2019-08-17,NA,25.469999,NA,33.879997,52087.498,NA,NA,NA,95,NA,783.84375,NA,NA,NA,8.6025,0,0.07,NA,NA,8.44,111,0.39,0,NA
Weekly,2019-08-24,NA,25.3474985,NA,34.109997,52118.748,NA,NA,NA,93.5,NA,787.832031,NA,NA,NA,8.58,0,0,0.7,1.3,8.47,128,0.64,0.008,NA
Weekly,2019-08-31,NA,25.869999,NA,34.109997,52843.75,NA,NA,NA,93.5,NA,787.808594,NA,NA,NA,8.5425,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2019-09-07,NA,26,NA,34.349998,53087.498,NA,NA,NA,92.5,NA,791.820312,NA,NA,NA,8.504999,NA,0.03,0.7,1.2,8.48,115,0.85,0.007,NA
Weekly,2019-09-14,NA,25.494999,NA,34.384998,52768.749,NA,NA,NA,92.5,NA,795.84375,NA,NA,NA,8.294999,NA,0.05,0.8,1.7,8.45,139,1.12,0.014,NA
Weekly,2019-09-21,NA,24.429998,NA,34.469997,51812.5,NA,NA,NA,94.5,NA,799.878906,NA,NA,NA,8.375,NA,0.03,0.6,0.2,8.41,123,1.26,0,NA
Weekly,2019-09-28,NA,22.949999,NA,34.539997,50399.998,NA,NA,NA,90.5,NA,807.980469,NA,NA,NA,8.325,0,0.03,0.5,0.3,8.31,125,1.51,0.006,NA
Weekly,2019-10-05,NA,22.924999,NA,33.994999,49662.498,NA,NA,NA,94,NA,679.988281,NA,NA,NA,8.3825,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2019-10-12,NA,22.754999,NA,33.549999,48812.5,NA,NA,NA,95,NA,723.988281,NA,NA,NA,8.205,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2019-10-19,NA,22.094999,NA,33.359997,48174.999,NA,NA,NA,94.5,NA,756.039062,NA,NA,NA,8.3025,0,0,0.4,1.1,8.48,127,1.1,0.006,NA
Weekly,2019-10-26,NA,21.719999,NA,33.379997,47724.998,NA,NA,NA,95,NA,744,NA,NA,NA,8.242499,0,0.03,0.4,0.6,8.22,132,0.61,0,NA
Weekly,2019-11-02,NA,21.644999,NA,33.379997,47562.5,NA,NA,NA,94.5,NA,768.027344,NA,NA,NA,8.245,0,0.02,0.6,0.8,8.42,130,0.35,0,NA
Weekly,2019-11-09,NA,21.07,NA,33.339996,47131.248,NA,NA,NA,94.5,NA,776.011719,NA,NA,NA,8.224999,0,0.02,0.6,1.1,8.3,131,0.23,0.015,NA
Weekly,2019-11-16,NA,21.91,NA,33.349998,47837.498,NA,NA,NA,94,NA,780.039062,NA,NA,NA,8.16,0,0.04,1.3,1.1,8.21,116,0.28,0,NA
Weekly,2019-11-23,NA,22.195,NA,33.429996,48134.3725,NA,NA,NA,93,NA,788.035156,NA,NA,NA,8.157499,0,0.03,0.5,0.5,8.23,138,1.79,0,NA
Weekly,2019-11-30,NA,23.794998,NA,33.32,49812.5,NA,NA,NA,91.5,NA,800.011719,NA,NA,NA,8.235,0,0.03,0.5,0.6,8.37,132,0.36,0,NA
Weekly,2019-12-07,NA,23.855,NA,33.669998,49862.499,NA,NA,NA,93,NA,811.929687,NA,NA,NA,8.192499,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2019-12-14,NA,23.879999,NA,33.329998,49875,NA,NA,NA,93,NA,819.925781,NA,NA,NA,8.232499,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2019-12-21,NA,23.824999,NA,33.349998,49856.247,NA,NA,NA,96,NA,NA,NA,NA,NA,8.179999,0,0.09,0.4,0.7,8.41,129,1.86,0.002,NA
Weekly,2019-12-28,NA,23.834999,NA,33.369999,49875,NA,NA,NA,94,NA,823.929687,NA,NA,NA,8.054999,0,0.04,0.4,NA,8.4,137,NA,0.005,NA
Weekly,2020-01-04,NA,23.889999,NA,33.399998,49868.748,NA,NA,NA,95,NA,823.945312,NA,NA,NA,8.0625,1,0.03,0.4,1,NA,136,0.99,0,NA
Weekly,2020-01-11,NA,23.9,NA,33.669998,49918.747,NA,NA,NA,93.5,NA,823.933594,NA,NA,NA,8.2575,0,0,0.5,0.6,NA,135,1.63,0,NA
Weekly,2020-01-18,NA,23.884998,NA,34.399998,51118.748,NA,NA,NA,91.5,NA,699.941406,NA,NA,NA,8.669999,2,0.12,0.5,2.8,NA,135,1.63,0,NA
Weekly,2020-01-25,NA,23.839998,NA,34.41,51118.748,NA,NA,NA,92,NA,727.941406,NA,NA,NA,8.6775,0,0.14,0.6,0.9,8.46,133,NA,0,NA
Weekly,2020-02-01,NA,23.844999,NA,34.419998,51118.748,NA,NA,NA,92.5,NA,735.929687,NA,NA,NA,8.804999,0,0,0.4,0.3,8.51,128,1.6,0,NA
Weekly,2020-02-08,NA,23.844999,NA,34.41,51125,NA,NA,NA,92,NA,735.929687,NA,NA,NA,8.6775,0,0.03,0.5,0.6,NA,NA,1.35,0,NA
Weekly,2020-02-15,NA,23.83,NA,34.399998,51125,NA,NA,NA,92,NA,735.933594,NA,NA,NA,8.5425,0,0,0.6,1,8.53,137,1.82,0,NA
Weekly,2020-02-22,NA,23.849998,NA,34.41,51062.5,NA,NA,NA,91.5,NA,739.9375,NA,NA,NA,8.61,0,0.04,0.4,0.6,NA,134,NA,0.002,NA
Weekly,2020-02-29,NA,23.859999,NA,34.289997,51081.249,NA,NA,NA,92.5,NA,743.941406,NA,NA,NA,8.647499,0,0.05,0.5,0.5,8.56,132,1.81,0.001,NA
Weekly,2020-03-07,NA,23.83,NA,34.359997,51125,NA,NA,NA,93,NA,747.925781,NA,NA,NA,8.78,0,0.05,0.7,1.2,NA,130,NA,0.003,NA
Weekly,2020-03-14,NA,23.859999,NA,34.309998,51125,NA,NA,NA,92,NA,743.929687,NA,NA,NA,8.652499,0,0.02,0.5,1.2,NA,131,NA,0.008,NA
Weekly,2020-03-21,NA,23.879999,NA,34.339996,51099.998,NA,NA,NA,93,NA,739.9375,NA,NA,NA,8.662499,0,0.04,1.1,1.2,8.17,134,1.41,0.002,NA
Weekly,2020-03-28,NA,23.9,NA,34.339996,51162.498,NA,NA,NA,92.5,NA,743.929687,NA,NA,NA,8.662499,0,0.07,0.6,0.8,8.18,132,1.26,0,NA
Weekly,2020-04-04,NA,23.98,NA,34.349998,51162.498,NA,NA,NA,94,NA,743.921875,NA,NA,NA,8.7225,0,0.03,0.5,0.9,8.23,NA,NA,0.003,NA
Weekly,2020-04-11,NA,23.934999,NA,34.309998,51125,NA,NA,NA,94.5,NA,747.925781,NA,NA,NA,8.775,0,0.02,0.6,NA,8.26,150,1.7,0.003,NA
Weekly,2020-04-18,NA,23.875,NA,34.329998,51049.999,NA,NA,NA,94.5,NA,743.921875,NA,NA,NA,8.709999,2,0.02,0.5,1,8.28,147,1.64,0.012,NA
Weekly,2020-04-25,NA,23.914999,NA,34.349998,50993.748,NA,NA,NA,95.5,NA,743.921875,NA,NA,NA,8.7675,0,0.02,0.6,0.7,8.25,128,1.78,0.001,NA
Weekly,2020-05-02,NA,24.049999,NA,34.32,51128.123999999996,NA,NA,NA,94,NA,735.910156,NA,NA,NA,8.7,0,0,0.6,1.1,8.29,132,1.82,0.007,NA
Weekly,2020-05-09,NA,23.939999,NA,34.289997,51074.997,NA,NA,NA,94.5,NA,739.919922,NA,NA,NA,8.6375,0,0.03,NA,NA,8.08,132,0.63,0,NA
Weekly,2020-05-16,NA,23.894999,NA,34.309998,50990.6235,NA,NA,NA,94,NA,739.933594,NA,NA,NA,8.6375,0,0.07,0.5,0.7,8.05,124,1.04,0,NA
Weekly,2020-05-23,NA,23.934999,NA,34.299999,50956.249,NA,NA,NA,93,NA,739.925781,NA,NA,NA,8.6325,NA,0.05,0.7,0.8,8.32,122,0.78,0,NA
Weekly,2020-05-30,NA,23.929998,NA,34.099998,50856.247,NA,NA,NA,93,NA,715.921875,NA,NA,NA,8.683749500000001,0,0.08,0.8,2.1,8.56,112,0.67,0,NA
Weekly,2020-06-06,NA,24.004999,NA,34.169998,51024.999500000005,NA,NA,NA,92,NA,739.886719,NA,NA,NA,8.674999,0,0.02,0.9,2.1,8.32,123,0.47,0.003,NA
Weekly,2020-06-13,NA,24.879999,NA,34.309998,51987.499,NA,NA,NA,94,NA,743.859375,NA,NA,NA,8.6912495,0,0.04,0.8,1,8.27,124,0.52,0.004,NA
Weekly,2020-06-20,NA,25,NA,34.279999,52062.5,NA,NA,NA,94,NA,739.875,NA,NA,NA,8.6275,0,0.06,0.7,0.9,NA,108,0.49,0,NA
Weekly,2020-06-27,NA,25.009998,NA,34.199997,52018.749,NA,NA,NA,93.5,NA,751.863281,NA,NA,NA,8.57,0,0.04,0.7,1,8.27,126,0.4,0,NA
Weekly,2020-07-04,NA,25.039999,NA,34.049999,52018.749,NA,NA,NA,94,NA,747.882812,NA,NA,NA,8.559999,0,0.01,0.7,0.6,8.28,128,0.41,0,NA
Weekly,2020-07-11,NA,25.094999,NA,34.349998,52125,NA,NA,NA,94,NA,751.863281,NA,NA,NA,8.509999,0,0.05,1.1,1.8,NA,135,0.46,0.022,NA
Weekly,2020-07-18,NA,25.0524985,NA,34.289997,52125,NA,NA,NA,94,NA,743.871094,NA,NA,NA,8.522499,0,0.11,0.8,1,NA,122,0.52,0,NA
Weekly,2020-07-25,NA,25.049999,NA,34.429996,52181.248,NA,NA,NA,92.5,NA,739.871094,NA,NA,NA,8.395,0,0,0.6,0.5,NA,127,0.62,0,NA
Weekly,2020-08-01,NA,25.059999,NA,34.369999,52118.748,NA,NA,NA,93,NA,759.871094,NA,NA,NA,8.3875,0,0.05,0.4,0.3,8.23,NA,0.52,0.033,NA
Weekly,2020-08-08,NA,25.059999,NA,34.139999,52006.248,NA,NA,NA,91.75,NA,755.867187,NA,NA,NA,8.4575,0,0.01,0.7,1.3,8.29,126,0.31,0.032,NA
Weekly,2020-08-15,NA,25.064999,NA,34.189999,52062.5,NA,NA,NA,90,NA,739.878906,NA,NA,NA,8.4537495,0,0,1.7,1.6,NA,126,0.31,0.033,NA
Weekly,2020-08-22,NA,25.049999,NA,34.329998,52106.247,NA,NA,NA,87.5,NA,739.875,NA,NA,NA,8.3875,0,0.02,1.3,1.6,NA,123,0.44,0,NA
Weekly,2020-08-29,NA,25.054998,NA,34.349998,52093.75,NA,NA,NA,86.5,NA,735.865234,NA,NA,NA,8.247499,0,0.15,1.7,1.7,8.23,130,0.41,0.003,NA
Weekly,2020-09-05,NA,25.054998,NA,34.32,52074.997,NA,NA,NA,88.5,NA,743.867187,NA,NA,NA,8.2625,NA,0.02,1.5,1.3,NA,134,0.02,0,NA
Weekly,2020-09-12,NA,25.014999,NA,34.219997,52065.623999999996,NA,NA,NA,87.5,NA,759.886719,NA,NA,NA,8.389999,0,0.05,1.7,2.3,NA,121,0.29,0,NA
Weekly,2020-09-19,NA,24.969999,NA,34.259998,52012.497,NA,NA,NA,88,NA,771.871094,NA,NA,NA,8.357499,0,0.02,1.5,1.8,8.27,117,0.37,0,NA
Weekly,2020-09-26,NA,25.029999,NA,34.149998,51937.5,NA,NA,NA,87.5,NA,775.871094,NA,NA,NA,8.375,0,0.01,1.3,1.8,NA,102,0.41,0,NA
Weekly,2020-10-03,NA,24.99,NA,34.089996,51768.749,NA,NA,NA,84.5,NA,771.875,NA,NA,NA,8.3075,0,0.19,1.4,1.6,8.28,103,0.33,0,NA
Weekly,2020-10-10,NA,24.984999,NA,34.039997,51731.247,NA,NA,NA,85,NA,759.878906,NA,NA,NA,8.452499,0,0.05,1.2,2,8.22,114,0.36,0.05,NA
Weekly,2020-10-17,NA,24.969999,NA,33.679996,51331.249,NA,NA,NA,86,NA,763.910156,NA,NA,NA,8.242499,0,0,1.8,2.5,8.27,116,0.38,0.007,NA
Weekly,2020-10-24,NA,24.98,NA,34.029999,51625,NA,NA,NA,87.5,NA,767.90625,NA,NA,NA,8.3125,0,0.17,1.6,2.2,8.15,119,0.36,0,NA
Weekly,2020-10-31,NA,24.9474995,NA,33.849998,51606.247,NA,NA,NA,86.5,NA,771.886719,NA,NA,NA,8.315,0,0.05,1.3,1.3,8.18,130,0.36,0.015,NA
Weekly,2020-11-07,NA,24.934999,NA,33.399998,50899.998,NA,NA,NA,85.5,NA,775.882812,NA,NA,NA,8.282499,0,0.09,0.9,1.2,8.19,132,0.48,0,NA
Weekly,2020-11-14,NA,24.955,NA,32.679996,49849.998,NA,NA,NA,85,NA,775.875,NA,NA,NA,8.211249500000001,0,NA,0.9,0.9,NA,133,0.55,0,NA
Weekly,2020-11-21,NA,24.974998,NA,33.289997,49581.249,NA,NA,NA,86,NA,771.882812,NA,NA,NA,8.083749000000001,0,0.11,1.5,NA,8.14,NA,0.91,0,NA
Weekly,2020-11-28,NA,24.929998,NA,33.919998,51593.75,NA,NA,NA,85,NA,759.886719,NA,NA,NA,8.12,0,0.1,0.9,0.7,8.13,126,0.56,0,NA
Weekly,2020-12-05,NA,24.959999,NA,34,51668.747,NA,NA,NA,87,NA,751.867187,NA,NA,NA,8.19,0,0.19,1.4,1.2,8.07,129,0.61,0.016,NA
Weekly,2020-12-12,NA,24.939999,NA,34.049999,51643.749,NA,NA,NA,87.5,NA,779.878906,NA,NA,NA,8.2225,0,0,NA,1.3,8.09,131,0.77,0,NA
Weekly,2020-12-19,NA,24.959999,NA,33.849998,51406.25,NA,NA,NA,87.5,NA,755.886719,NA,NA,NA,8.313749999999999,0,0,1.1,2.1,8.1,126,0.51,0.003,NA
Weekly,2020-12-26,NA,24.929998,NA,33.869999,51593.75,NA,NA,NA,87,NA,735.890625,NA,NA,NA,8.325,0,0.11,1.1,0.9,8.07,128,0.78,0.003,NA
Weekly,2021-01-02,NA,24.934999,NA,33.98,51662.498,NA,NA,NA,87.5,NA,735.898437,NA,NA,NA,8.2175,0,0.13,1.1,2.1,8.07,118,0.58,0,NA
Weekly,2021-01-09,NA,24.974998,NA,33.91,51625,NA,NA,NA,87.5,NA,743.890625,NA,NA,NA,8.2675,0,0,1.4,2.1,8.11,127,0.79,0,NA
Weekly,2021-01-16,NA,24.969999,NA,33.989998,51656.25,NA,NA,NA,88,NA,731.894531,NA,NA,NA,8.272499,0,0.05,0.8,1.5,8.14,NA,0.72,0,NA
Weekly,2021-01-23,NA,24.945,NA,33.669998,51199.997,NA,NA,NA,87.5,NA,731.882812,NA,NA,NA,8.28,0,0.09,1.2,2.3,8.1,123,0.86,0,NA
Weekly,2021-01-30,NA,24.994999,NA,33.279999,50781.25,NA,NA,NA,88,NA,731.902344,NA,NA,NA,8.28,0,0.03,1.4,1.7,8.07,NA,0.86,0.002,NA
Weekly,2021-02-06,NA,24.994999,NA,33.869999,51549.999,NA,NA,NA,89.5,NA,735.878906,NA,NA,NA,8.25,0,0.07,1.5,2.1,8.16,142,NA,0,NA
Weekly,2021-02-13,NA,24.98,NA,34.279999,52099.998,NA,NA,NA,88,NA,727.890625,NA,NA,NA,8.237499,0,0.09,1.2,1.7,8.17,137,0.5,0.002,NA
Weekly,2021-02-20,NA,24.974998,NA,34.174997000000005,52018.749,NA,NA,NA,87.5,NA,727.886719,NA,NA,NA,8.2575,0,0.03,1,2.1,8.35,143,0.5,0,NA
Weekly,2021-02-27,NA,25,NA,34.129997,51993.748,NA,NA,NA,88.5,NA,723.882812,NA,NA,NA,8.299999,NA,NA,NA,NA,NA,NA,NA,NA,NA
Weekly,2021-03-06,NA,25.035,NA,34.369999,51799.999,NA,NA,NA,89,NA,719.871094,NA,NA,NA,8.275,NA,0.08,0.7,1.4,8.25,132,0.64,0,NA
Weekly,2021-03-13,NA,25.049999,NA,34.109997,51862.499,NA,NA,NA,88.5,NA,711.875,NA,NA,NA,8.28,0,0.05,1,1.5,8.27,134,0.7,0.001,NA
Weekly,2021-03-27,NA,25.054998,NA,34.149998,51881.248,NA,NA,NA,89,NA,743.867187,NA,NA,NA,8.184999,0,0,1.1,1.2,8.34,131,0.5,0.006,NA
Weekly,2021-04-03,NA,25.039999,NA,34.119999,51868.748,NA,NA,NA,91.5,NA,759.875,NA,NA,NA,8.3325,0,0.04,0.5,0.7,8.4,135,0.51,0,NA
Weekly,2021-04-10,NA,25.054998,NA,34.179996,51887.497,NA,NA,NA,89.5,NA,767.875,NA,NA,NA,8.2225,0,0.02,0.9,0.8,8.28,136,0.45,0,NA
Weekly,2021-04-17,NA,25.044998,NA,34.039997,48656.25,NA,NA,NA,89,NA,763.898437,NA,NA,NA,8.174999,0,0.05,1.1,1.5,8.24,126,1.2,0,NA
Weekly,2021-04-24,NA,25.025,NA,33.089996,49537.498,NA,NA,NA,89.5,NA,771.882812,NA,NA,NA,8.19,0,0.19,1.3,1.9,8.19,132,0.64,0,NA
Weekly,2021-05-01,NA,25.014999,NA,34.099998,51787.498,NA,NA,NA,89.5,NA,771.890625,NA,NA,NA,8.157499,0,0.11,1,0.9,8.21,123,0.75,0,NA
Weekly,2021-05-08,NA,25.009998,NA,34.07,51824.997,NA,NA,NA,89.5,NA,767.894531,NA,NA,NA,8.07,0,0.15,1.3,2.4,8.27,135,0.84,0.007,NA
Weekly,2021-05-15,NA,25.08,NA,32.509998,49968.75,NA,NA,NA,89,NA,771.886719,NA,NA,NA,8.08,0,0.11,1.6,1.2,8.35,125,2.05,0,NA
Weekly,2021-05-22,NA,26.054998,NA,32.029999,50224.998,NA,NA,NA,86,NA,771.882812,NA,NA,NA,8.0525,0,0.04,1.3,0.8,8.36,125,0.92,0.002,NA
Weekly,2021-05-29,77.181122,25.134165,-91.340248,33.225279,50462.498,50307.773438000004,50301.847655000005,6.10371,87.337158,101.488876,260.303345,0.421839,1.038903,32731.998047,8.189692,0,0,1.5,2,8.38,125,0.83,0.001,NA
Weekly,2021-06-05,77.181122,25.100624,-90.842957,33.224903,50663.753906,50311.9140625,50323.851563,6.1863,90.453117,102.569061,258.333557,0.4625285,1.1330915,32888.8925785,8.209661,0,0.05,1.5,2.2,8.21,126,0.95,0.005,NA
Weekly,2021-06-12,77.181122,25.100624,-90.645912,33.00885,49634.332031,50260.6328125,50313.859375,6.07913,88.559624,101.2585715,277.2430265,0.8356945,1.4328210000000001,32720.397461,8.1642555,0,0.16,1.1,1,8.25,131,NA,0,NA
Weekly,2021-06-19,77.181122,25.100624,-91.002304,32.307308,49450.1972655,49408.847656,49412.511719,6.121594,89.026962,102.051659,276.23681650000003,0.1559105,0.663066,32090.648438,8.19381,0,0.11,1.3,1.5,8.27,125,0.94,NA,NA
Weekly,2021-06-26,77.181122,25.100624,-90.817604,32.2889175,49444.267578,49535.152344,49538.8906255,6.1538699999999995,89.530052,102.5947645,282.645538,0.50551,1.071015,32185.3984375,8.203013,NA,0.17,1.6,1.3,8.22,132,1.26,0.018,NA
Weekly,2021-07-03,77.181122,25.100624,-91.005348,32.283054,49434.916016,49485.765625,49495.507813,6.155283,89.5393675,102.664406,260.634583,0.135026,1.5905725,32159.34375,8.265678000000001,NA,0.09,1.4,1.3,8.21,126,1.64,0.013,NA
Weekly,2021-07-10,77.181122,25.100624,-89.300407,32.453447499999996,49610.53125,49285.669922,49285.09375,6.1811335,89.960922,103.021271,268.087891,0.12902750000000002,1.0002119999999999,32041.244141,8.195799,0,0.16,1.4,1.9,8.14,128,1.86,0,NA
Weekly,2021-07-17,77.181122,25.100624,-90.048012,32.446426,49351.976563,49211.910156,49356.734375,6.143198,89.16449,102.065804,270.102051,0.144365,0.319573,32041.244141,8.159058,0,0,1.5,1.9,8.15,128,1.82,0.009,NA
Weekly,2021-07-24,77.181122,25.100624,-90.3017345,32.416332,49581.8007815,49542.003906,49536.388672,6.168746,89.95713,102.950142,281.426086,0.95292,2.9023835,32253.539063,8.0907395,0,0.13,1.6,1.7,8.21,125,1.61,0.007,NA
Weekly,2021-07-31,77.181122,25.100624,-88.52687449999999,32.451992,49627.746094,49545.5410155,49516.0859375,6.1844205,89.957092,102.958572,291.641632,1.344657,27.0702515,32253.539063,8.085909,0,0.21,1.2,1.1,8.17,123,1.86,0.006,NA
Weekly,2021-08-07,77.181122,25.100624,-91.890282,32.2637785,49906.832031,49569.783203,49656.601563,6.194973,90.354164,103.499775,303.810608,2.7367524999999997,53.402193,32353.337891,8.1542025,0,0.22,1.3,1.3,8.15,119,1.24,0,NA
Weekly,2021-08-14,77.181122,25.100624,-91.844139,32.261341,49910.480469,49588.910156,49669.179688,6.1855530000000005,90.1060295,103.357399,313.902222,2.0883625,9.761638,32284.138672,8.1588435,0,0.25,1.3,1.3,8.15,130,1.53,0.004,NA
Weekly,2021-08-21,77.181122,25.100624,-91.28653,32.522865,49677.078125,49826.2714845,49825.355469,6.177132,90.07812150000001,103.228966,305.99118,2.285464,5.5707645,32306.640625,8.139139,2,0.18,1.3,1.9,8.21,120,1.58,0.01,NA
Weekly,2021-08-28,77.005234,25.002907,-92.883156,32.5187665,49935.535156,50001.488281,50048.6875,6.1536954999999995,89.85593800000001,103.29742049999999,275.529388,0.307072,-4.174179499999999,32450.240234,8.112842,2,0.27,1.8,2,8.26,117,1.61,0.006,NA
Weekly,2021-09-04,77.005234,25.002907,-92.2890015,32.521904,50162.457031,49844.84375,49915.28125,6.1408085,89.729004,102.987095,287.388,1.218645,-1.5776545,32436.140625,8.095158,0,0.2,1.6,2.3,8.19,115,1.78,0.015,NA
Weekly,2021-09-11,77.005234,25.002907,-93.1150205,32.528386999999995,49942.697266,50042.8203125,50046.746094,6.169618,89.9806135,103.532372,281.6293945,1.26515,6.8331125,32453.839844,8.123096,0,0.16,1.3,1.8,8.24,115,1.88,0.012,NA
Weekly,2021-09-18,77.005234,25.002907,-93.1322745,32.5181235,49933.876953,50036.6875,50053.9726565,6.143217,89.6133845,103.00495950000001,289.488205,4.942902,19.386615499999998,32441.539063,8.098287500000001,0,0.21,1.1,1.5,8.22,112,1.9,0.008,NA
Weekly,2021-09-25,77.005234,25.002907,-91.66698450000001,32.5086745,50170.9296875,49971.082031,50027.59375,6.152767,89.741112,103.0887985,295.450073,7.660049,19.2535705,32446.9404295,8.095099,0,0.11,1.2,2.2,8.15,128,2.09,0,NA
Weekly,2021-10-02,77.005234,25.002907,-90.17439300000001,32.5214195,49938.826172,50042.873047,50045.421875,6.147041,89.813339,103.00579450000001,291.732605,9.947821999999999,35.40073,32454.140625,8.0944735,NA,0.17,1.3,2.1,8.18,132,2.01,0.01,NA
Weekly,2021-10-09,77.005234,25.002907,-91.25824,32.8726695,50043.560547,50009.1835935,50026.722656,6.151257,89.6501045,102.94440850000001,284.23411550000003,0.41280700000000004,21.590656,32443.939453,8.090777,0,0.14,1.2,1.5,NA,138,1.93,0.008,NA
Weekly,2021-10-16,77.005234,25.002907,-92.1848145,32.723802500000005,50147.4531255,49822.566406,49814,6.019405,87.729584,100.337151,252.614517,-1.0898335000000001,0.180527,32438.845703,8.093888,0,0.13,0.8,1.6,8.16,131,1.79,0,NA
Weekly,2021-10-23,77.005234,25.002907,-92.051392,32.5289765,49941.064453,50054.824219,50065.375,6.054077,88.281631,101.03339,253.827789,-1.073818,0.236975,32434.993164,8.10002,0,0.12,0.8,1,8.13,139,NA,0.009,NA
Weekly,2021-10-30,77.005234,25.002907,-91.788666,32.51667,49935.574219,50002.3378905,50027.1875,6.041653,88.20792399999999,100.874855,251.710098,-1.010197,0.133329,32432.8427735,8.158347,0,0.16,0.8,0.8,8.16,136,1.9,0.004,NA
Weekly,2021-11-06,77.005234,25.002907,-91.26218,32.508211,50267.9941405,49908.339844,50074.90625,6.076759,88.451859,101.212944,246.721428,-0.950663,0.221235,32444.392578,8.153198,0,0.1,1.1,1.1,8.16,130,2.03,0,NA
Weekly,2021-11-13,77.005234,25.002907,-90.390602,32.87455,50290.003906,50295.410156,50313.984375,6.084693,88.958481,101.75625600000001,251.86937749999998,-0.219533,1.221756,32695.644531,8.143023,0,0.16,1,0.9,8.11,139,1.84,0.008,NA
Weekly,2021-11-20,77.005234,25.002907,-89.790306,32.915445,50637.40625,50294.3085935,50309.867188,6.09842,89.218826,101.784485,248.951309,-0.200107,1.356852,32681.243164,8.1033505,0,NA,1,1.6,8.05,132,1.69,0,NA
Weekly,2021-11-27,77.005234,25.002907,-88.804909,33.216034,50645.003906,50312.519531,50296.875,6.1252815,89.656319,102.257408,251.076431,-0.3646005,0.737857,32707.943359,8.0937355,0,0.1,0.8,1.2,8.03,129,1.78,0.006,NA
Weekly,2021-12-04,77.005234,25.002907,-88.866043,33.1828,50627.2734375,50337.3828125,50345.453125,6.14317,89.87820450000001,102.839447,247.980988,-0.3703365,0.90148,32713.242188,8.084975,0,0.13,1.1,1.4,8.07,128,1.86,0.015,NA
Weekly,2021-12-11,77.005234,25.002907,-88.89340250000001,33.422092,51125.253906,50820.089844,50827.042969,6.094904,89.4872895,102.295311,245.487656,-2.189729,-12.447548,33137.085938,8.027724500000001,0,0.14,0.9,1.2,7.98,128,1.89,0,NA
