precision=i:6|min=d:-inf|max=d:+inf
Ocean YSI_EXO3_Time_HHMMSS -   [ ]
ID, TIMESTAMP, TRENDFLAGS, STATUS, VALUE, TRENDFLAGS_TAG, STATUS_TAG
14200, 2022/01/23 04:15:07, 0, 17, 0, { }, {disabled,stale}
14201, 2022/01/23 04:30:07, 0, 17, 0, { }, {disabled,stale}
14202, 2022/01/23 04:45:06, 0, 17, 0, { }, {disabled,stale}
14203, 2022/01/23 05:00:06, 0, 17, 0, { }, {disabled,stale}
14204, 2022/01/23 05:15:07, 0, 17, 0, { }, {disabled,stale}
14205, 2022/01/23 05:30:07, 0, 17, 0, { }, {disabled,stale}
14206, 2022/01/23 05:45:07, 0, 17, 0, { }, {disabled,stale}
14207, 2022/01/23 06:00:07, 0, 17, 0, { }, {disabled,stale}
14208, 2022/01/23 06:15:06, 0, 17, 0, { }, {disabled,stale}
14209, 2022/01/23 06:30:06, 0, 17, 0, { }, {disabled,stale}
14210, 2022/01/23 06:45:07, 0, 17, 0, { }, {disabled,stale}
14211, 2022/01/23 07:00:07, 0, 17, 0, { }, {disabled,stale}
14212, 2022/01/23 07:15:07, 0, 17, 0, { }, {disabled,stale}
14213, 2022/01/23 07:30:06, 0, 17, 0, { }, {disabled,stale}
14214, 2022/01/23 07:45:06, 0, 17, 0, { }, {disabled,stale}
14215, 2022/01/23 08:00:06, 0, 17, 0, { }, {disabled,stale}
14216, 2022/01/23 08:15:07, 0, 17, 0, { }, {disabled,stale}
14217, 2022/01/23 08:30:07, 0, 17, 0, { }, {disabled,stale}
14218, 2022/01/23 08:45:07, 0, 17, 0, { }, {disabled,stale}
14219, 2022/01/23 09:00:07, 0, 17, 0, { }, {disabled,stale}
14220, 2022/01/23 09:15:07, 0, 17, 0, { }, {disabled,stale}
14221, 2022/01/23 09:30:06, 0, 17, 0, { }, {disabled,stale}
14222, 2022/01/23 09:45:07, 0, 17, 0, { }, {disabled,stale}
14223, 2022/01/23 10:00:07, 0, 17, 0, { }, {disabled,stale}
14224, 2022/01/23 10:15:00, 0, 17, 0, { }, {disabled,stale}
14225, 2022/01/23 10:30:07, 0, 17, 0, { }, {disabled,stale}
14226, 2022/01/23 10:45:06, 0, 17, 0, { }, {disabled,stale}
14227, 2022/01/23 11:00:06, 0, 17, 0, { }, {disabled,stale}
14228, 2022/01/23 11:15:06, 0, 17, 0, { }, {disabled,stale}
14229, 2022/01/23 11:30:07, 0, 17, 0, { }, {disabled,stale}
14230, 2022/01/23 11:45:07, 0, 17, 0, { }, {disabled,stale}
14231, 2022/01/23 12:00:07, 0, 17, 0, { }, {disabled,stale}
14232, 2022/01/23 12:15:06, 0, 17, 0, { }, {disabled,stale}
14233, 2022/01/23 12:30:06, 0, 17, 0, { }, {disabled,stale}
14234, 2022/01/23 12:45:06, 0, 17, 0, { }, {disabled,stale}
14235, 2022/01/23 13:00:07, 0, 17, 0, { }, {disabled,stale}
14236, 2022/01/23 13:15:07, 0, 17, 0, { }, {disabled,stale}
14237, 2022/01/23 13:30:07, 0, 17, 0, { }, {disabled,stale}
14238, 2022/01/23 13:45:07, 0, 17, 0, { }, {disabled,stale}
14239, 2022/01/23 14:00:07, 0, 17, 0, { }, {disabled,stale}
14240, 2022/01/23 14:15:06, 0, 17, 0, { }, {disabled,stale}
14241, 2022/01/23 14:30:06, 0, 17, 0, { }, {disabled,stale}
14242, 2022/01/23 14:45:07, 0, 17, 0, { }, {disabled,stale}
14243, 2022/01/23 15:00:07, 0, 17, 0, { }, {disabled,stale}
14244, 2022/01/23 15:15:07, 0, 17, 0, { }, {disabled,stale}
14245, 2022/01/23 15:30:07, 0, 17, 0, { }, {disabled,stale}
14246, 2022/01/23 15:45:07, 0, 17, 0, { }, {disabled,stale}
14247, 2022/01/23 16:00:06, 0, 17, 0, { }, {disabled,stale}
14248, 2022/01/23 16:15:06, 0, 17, 0, { }, {disabled,stale}
14249, 2022/01/23 16:30:07, 0, 17, 0, { }, {disabled,stale}
14250, 2022/01/23 16:45:07, 0, 17, 0, { }, {disabled,stale}
14251, 2022/01/23 17:00:07, 0, 17, 0, { }, {disabled,stale}
14252, 2022/01/23 17:15:06, 0, 17, 0, { }, {disabled,stale}
14253, 2022/01/23 17:30:07, 0, 17, 0, { }, {disabled,stale}
14254, 2022/01/23 17:45:06, 0, 17, 0, { }, {disabled,stale}
14255, 2022/01/23 18:00:06, 0, 17, 0, { }, {disabled,stale}
14256, 2022/01/23 18:15:07, 0, 17, 0, { }, {disabled,stale}
14257, 2022/01/23 18:30:07, 0, 17, 0, { }, {disabled,stale}
14258, 2022/01/23 18:45:07, 0, 17, 0, { }, {disabled,stale}
14259, 2022/01/23 19:00:07, 0, 17, 0, { }, {disabled,stale}
14260, 2022/01/23 19:15:07, 0, 17, 0, { }, {disabled,stale}
14261, 2022/01/23 19:30:07, 0, 17, 0, { }, {disabled,stale}
14262, 2022/01/23 19:45:06, 0, 17, 0, { }, {disabled,stale}
14263, 2022/01/23 20:00:07, 0, 17, 0, { }, {disabled,stale}
14264, 2022/01/23 20:15:06, 0, 17, 0, { }, {disabled,stale}
14265, 2022/01/23 20:30:06, 0, 17, 0, { }, {disabled,stale}
14266, 2022/01/23 20:45:07, 0, 17, 0, { }, {disabled,stale}
14267, 2022/01/23 21:00:06, 0, 17, 0, { }, {disabled,stale}
14268, 2022/01/23 21:15:06, 0, 17, 0, { }, {disabled,stale}
14269, 2022/01/23 21:30:07, 0, 17, 0, { }, {disabled,stale}
14270, 2022/01/23 21:45:06, 0, 17, 0, { }, {disabled,stale}
14271, 2022/01/23 22:00:06, 0, 17, 0, { }, {disabled,stale}
14272, 2022/01/23 22:15:07, 0, 17, 0, { }, {disabled,stale}
14273, 2022/01/23 22:30:06, 0, 17, 0, { }, {disabled,stale}
14274, 2022/01/23 22:45:06, 0, 17, 0, { }, {disabled,stale}
14275, 2022/01/23 23:00:06, 0, 17, 0, { }, {disabled,stale}
14276, 2022/01/23 23:15:06, 0, 17, 0, { }, {disabled,stale}
14277, 2022/01/23 23:30:06, 0, 17, 0, { }, {disabled,stale}
14278, 2022/01/23 23:45:07, 0, 17, 0, { }, {disabled,stale}
14279, 2022/01/24 00:00:06, 0, 17, 0, { }, {disabled,stale}
14280, 2022/01/24 00:15:07, 0, 17, 0, { }, {disabled,stale}
14281, 2022/01/24 00:30:07, 0, 17, 0, { }, {disabled,stale}
14282, 2022/01/24 00:45:06, 0, 17, 0, { }, {disabled,stale}
14283, 2022/01/24 01:00:06, 0, 17, 0, { }, {disabled,stale}
14284, 2022/01/24 01:15:06, 0, 17, 0, { }, {disabled,stale}
14285, 2022/01/24 01:30:06, 0, 17, 0, { }, {disabled,stale}
14286, 2022/01/24 01:45:07, 0, 17, 0, { }, {disabled,stale}
14287, 2022/01/24 02:00:06, 0, 17, 0, { }, {disabled,stale}
14288, 2022/01/24 02:15:06, 0, 17, 0, { }, {disabled,stale}
14289, 2022/01/24 02:30:07, 0, 17, 0, { }, {disabled,stale}
14290, 2022/01/24 02:45:06, 0, 17, 0, { }, {disabled,stale}
14291, 2022/01/24 03:00:06, 0, 17, 0, { }, {disabled,stale}
14292, 2022/01/24 03:15:06, 0, 17, 0, { }, {disabled,stale}
14293, 2022/01/24 03:30:06, 0, 17, 0, { }, {disabled,stale}
14294, 2022/01/24 03:45:06, 0, 17, 0, { }, {disabled,stale}
14295, 2022/01/24 04:00:06, 0, 17, 0, { }, {disabled,stale}
14296, 2022/01/24 04:15:06, 0, 17, 0, { }, {disabled,stale}
14297, 2022/01/24 04:30:06, 0, 17, 0, { }, {disabled,stale}
14298, 2022/01/24 04:45:06, 0, 17, 0, { }, {disabled,stale}
14299, 2022/01/24 05:00:06, 0, 17, 0, { }, {disabled,stale}
14300, 2022/01/24 05:15:06, 0, 17, 0, { }, {disabled,stale}
14301, 2022/01/24 05:30:07, 0, 17, 0, { }, {disabled,stale}
14302, 2022/01/24 05:45:06, 0, 17, 0, { }, {disabled,stale}
14303, 2022/01/24 06:00:07, 0, 17, 0, { }, {disabled,stale}
14304, 2022/01/24 06:15:07, 0, 17, 0, { }, {disabled,stale}
14305, 2022/01/24 06:30:07, 0, 17, 0, { }, {disabled,stale}
14306, 2022/01/24 06:45:07, 0, 17, 0, { }, {disabled,stale}
14307, 2022/01/24 07:00:07, 0, 17, 0, { }, {disabled,stale}
14308, 2022/01/24 07:15:07, 0, 17, 0, { }, {disabled,stale}
14309, 2022/01/24 07:30:07, 0, 17, 0, { }, {disabled,stale}
14310, 2022/01/24 07:45:07, 0, 17, 0, { }, {disabled,stale}
14311, 2022/01/24 08:00:07, 0, 17, 0, { }, {disabled,stale}
14312, 2022/01/24 08:15:07, 0, 17, 0, { }, {disabled,stale}
14313, 2022/01/24 08:30:07, 0, 17, 0, { }, {disabled,stale}
14314, 2022/01/24 08:45:07, 0, 17, 0, { }, {disabled,stale}
14315, 2022/01/24 09:00:07, 0, 17, 0, { }, {disabled,stale}
14316, 2022/01/24 09:15:07, 0, 17, 0, { }, {disabled,stale}
14317, 2022/01/24 09:30:07, 0, 17, 0, { }, {disabled,stale}
14318, 2022/01/24 09:45:07, 0, 17, 0, { }, {disabled,stale}
14319, 2022/01/24 10:00:07, 0, 17, 0, { }, {disabled,stale}
14320, 2022/01/24 10:15:00, 0, 17, 0, { }, {disabled,stale}
14321, 2022/01/24 10:30:07, 0, 17, 0, { }, {disabled,stale}
14322, 2022/01/24 10:45:06, 0, 17, 0, { }, {disabled,stale}
14323, 2022/01/24 11:00:06, 0, 17, 0, { }, {disabled,stale}
14324, 2022/01/24 11:15:06, 0, 17, 0, { }, {disabled,stale}
14325, 2022/01/24 11:30:07, 0, 17, 0, { }, {disabled,stale}
14326, 2022/01/24 11:45:07, 0, 17, 0, { }, {disabled,stale}
14327, 2022/01/24 12:00:07, 0, 17, 0, { }, {disabled,stale}
14328, 2022/01/24 12:15:07, 0, 17, 0, { }, {disabled,stale}
14329, 2022/01/24 12:30:07, 0, 17, 0, { }, {disabled,stale}
14330, 2022/01/24 12:45:07, 0, 17, 0, { }, {disabled,stale}
14331, 2022/01/24 13:00:07, 0, 17, 0, { }, {disabled,stale}
14332, 2022/01/24 13:15:07, 0, 17, 0, { }, {disabled,stale}
14333, 2022/01/24 13:30:07, 0, 17, 0, { }, {disabled,stale}
14334, 2022/01/24 13:45:07, 0, 17, 0, { }, {disabled,stale}
14335, 2022/01/24 14:00:07, 0, 17, 0, { }, {disabled,stale}
14336, 2022/01/24 14:15:07, 0, 17, 0, { }, {disabled,stale}
14337, 2022/01/24 14:30:07, 0, 17, 0, { }, {disabled,stale}
14338, 2022/01/24 14:45:07, 0, 17, 0, { }, {disabled,stale}
14339, 2022/01/24 15:00:07, 0, 17, 0, { }, {disabled,stale}
14340, 2022/01/24 15:15:07, 0, 17, 0, { }, {disabled,stale}
14341, 2022/01/24 15:30:07, 0, 17, 0, { }, {disabled,stale}
14342, 2022/01/24 15:45:07, 0, 17, 0, { }, {disabled,stale}
14343, 2022/01/24 16:00:06, 0, 17, 0, { }, {disabled,stale}
14344, 2022/01/24 16:15:07, 0, 17, 0, { }, {disabled,stale}
14345, 2022/01/24 16:30:07, 0, 17, 0, { }, {disabled,stale}
14346, 2022/01/24 16:45:07, 0, 17, 0, { }, {disabled,stale}
14347, 2022/01/24 17:00:07, 0, 17, 0, { }, {disabled,stale}
14348, 2022/01/24 17:15:07, 0, 17, 0, { }, {disabled,stale}
14349, 2022/01/24 17:30:07, 0, 17, 0, { }, {disabled,stale}
14350, 2022/01/24 17:45:07, 0, 17, 0, { }, {disabled,stale}
14351, 2022/01/24 18:00:07, 0, 17, 0, { }, {disabled,stale}
14352, 2022/01/24 18:15:07, 0, 17, 0, { }, {disabled,stale}
14353, 2022/01/24 18:30:07, 0, 17, 0, { }, {disabled,stale}
14354, 2022/01/24 18:45:07, 0, 17, 0, { }, {disabled,stale}
14355, 2022/01/24 19:00:07, 0, 17, 0, { }, {disabled,stale}
14356, 2022/01/24 19:15:07, 0, 17, 0, { }, {disabled,stale}
14357, 2022/01/24 19:30:07, 0, 17, 0, { }, {disabled,stale}
14358, 2022/01/24 19:45:06, 0, 17, 0, { }, {disabled,stale}
14359, 2022/01/24 20:00:06, 0, 17, 0, { }, {disabled,stale}
14360, 2022/01/24 20:15:07, 0, 17, 0, { }, {disabled,stale}
14361, 2022/01/24 20:30:07, 0, 17, 0, { }, {disabled,stale}
14362, 2022/01/24 20:45:06, 0, 17, 0, { }, {disabled,stale}
14363, 2022/01/24 21:00:07, 0, 17, 0, { }, {disabled,stale}
14364, 2022/01/24 21:15:06, 0, 17, 0, { }, {disabled,stale}
14365, 2022/01/24 21:30:07, 0, 17, 0, { }, {disabled,stale}
14366, 2022/01/24 21:45:07, 0, 17, 0, { }, {disabled,stale}
14367, 2022/01/24 22:00:07, 0, 17, 0, { }, {disabled,stale}
14368, 2022/01/24 22:15:07, 0, 17, 0, { }, {disabled,stale}
14369, 2022/01/24 22:30:07, 0, 17, 0, { }, {disabled,stale}
14370, 2022/01/24 22:45:06, 0, 17, 0, { }, {disabled,stale}
14371, 2022/01/24 23:00:07, 0, 17, 0, { }, {disabled,stale}
14372, 2022/01/24 23:15:06, 0, 17, 0, { }, {disabled,stale}
14373, 2022/01/24 23:30:06, 0, 17, 0, { }, {disabled,stale}
14374, 2022/01/24 23:45:06, 0, 17, 0, { }, {disabled,stale}
14375, 2022/01/25 00:00:06, 0, 17, 0, { }, {disabled,stale}
14376, 2022/01/25 00:15:06, 0, 17, 0, { }, {disabled,stale}
14377, 2022/01/25 00:30:06, 0, 17, 0, { }, {disabled,stale}
14378, 2022/01/25 00:45:07, 0, 17, 0, { }, {disabled,stale}
14379, 2022/01/25 01:00:08, 0, 17, 0, { }, {disabled,stale}
14380, 2022/01/25 01:15:07, 0, 17, 0, { }, {disabled,stale}
14381, 2022/01/25 01:30:06, 0, 17, 0, { }, {disabled,stale}
14382, 2022/01/25 01:45:07, 0, 17, 0, { }, {disabled,stale}
14383, 2022/01/25 02:00:07, 0, 17, 0, { }, {disabled,stale}
14384, 2022/01/25 02:15:07, 0, 17, 0, { }, {disabled,stale}
14385, 2022/01/25 02:30:07, 0, 17, 0, { }, {disabled,stale}
14386, 2022/01/25 02:45:07, 0, 17, 0, { }, {disabled,stale}
14387, 2022/01/25 03:00:07, 0, 17, 0, { }, {disabled,stale}
14388, 2022/01/25 03:15:06, 0, 17, 0, { }, {disabled,stale}
14389, 2022/01/25 03:30:06, 0, 17, 0, { }, {disabled,stale}
14390, 2022/01/25 03:45:06, 0, 17, 0, { }, {disabled,stale}
14391, 2022/01/25 04:00:07, 0, 17, 0, { }, {disabled,stale}
14392, 2022/01/25 04:15:07, 0, 17, 0, { }, {disabled,stale}
14393, 2022/01/25 04:30:07, 0, 17, 0, { }, {disabled,stale}
14394, 2022/01/25 04:45:07, 0, 17, 0, { }, {disabled,stale}
14395, 2022/01/25 05:00:06, 0, 17, 0, { }, {disabled,stale}
14396, 2022/01/25 05:15:06, 0, 17, 0, { }, {disabled,stale}
14397, 2022/01/25 05:30:07, 0, 17, 0, { }, {disabled,stale}
14398, 2022/01/25 05:45:07, 0, 17, 0, { }, {disabled,stale}
14399, 2022/01/25 06:00:07, 0, 17, 0, { }, {disabled,stale}
14400, 2022/01/25 06:15:08, 0, 17, 0, { }, {disabled,stale}
14401, 2022/01/25 06:30:06, 0, 17, 0, { }, {disabled,stale}
14402, 2022/01/25 06:45:07, 0, 17, 0, { }, {disabled,stale}
14403, 2022/01/25 07:00:07, 0, 17, 0, { }, {disabled,stale}
14404, 2022/01/25 07:15:07, 0, 17, 0, { }, {disabled,stale}
14405, 2022/01/25 07:30:07, 0, 17, 0, { }, {disabled,stale}
14406, 2022/01/25 07:45:07, 0, 17, 0, { }, {disabled,stale}
14407, 2022/01/25 08:00:07, 0, 17, 0, { }, {disabled,stale}
14408, 2022/01/25 08:15:06, 0, 17, 0, { }, {disabled,stale}
14409, 2022/01/25 08:30:06, 0, 17, 0, { }, {disabled,stale}
14410, 2022/01/25 08:45:07, 0, 17, 0, { }, {disabled,stale}
14411, 2022/01/25 09:00:07, 0, 17, 0, { }, {disabled,stale}
14412, 2022/01/25 09:15:07, 0, 17, 0, { }, {disabled,stale}
14413, 2022/01/25 09:30:06, 0, 17, 0, { }, {disabled,stale}
14414, 2022/01/25 09:45:07, 0, 17, 0, { }, {disabled,stale}
14415, 2022/01/25 10:00:00, 0, 17, 0, { }, {disabled,stale}
14416, 2022/01/25 10:15:07, 0, 17, 0, { }, {disabled,stale}
14417, 2022/01/25 10:30:07, 0, 17, 0, { }, {disabled,stale}
14418, 2022/01/25 10:45:07, 0, 17, 0, { }, {disabled,stale}
14419, 2022/01/25 11:00:07, 0, 17, 0, { }, {disabled,stale}
14420, 2022/01/25 11:15:06, 0, 17, 0, { }, {disabled,stale}
14421, 2022/01/25 11:30:07, 0, 17, 0, { }, {disabled,stale}
14422, 2022/01/25 11:45:07, 0, 17, 0, { }, {disabled,stale}
14423, 2022/01/25 12:00:07, 0, 17, 0, { }, {disabled,stale}
14424, 2022/01/25 12:15:06, 0, 17, 0, { }, {disabled,stale}
14425, 2022/01/25 12:30:07, 0, 17, 0, { }, {disabled,stale}
14426, 2022/01/25 12:45:07, 0, 17, 0, { }, {disabled,stale}
14427, 2022/01/25 13:00:06, 0, 17, 0, { }, {disabled,stale}
14428, 2022/01/25 13:15:07, 0, 17, 0, { }, {disabled,stale}
14429, 2022/01/25 13:30:07, 0, 17, 0, { }, {disabled,stale}
14430, 2022/01/25 13:45:07, 0, 17, 0, { }, {disabled,stale}
14431, 2022/01/25 14:00:07, 0, 17, 0, { }, {disabled,stale}
14432, 2022/01/25 14:15:06, 0, 17, 0, { }, {disabled,stale}
14433, 2022/01/25 14:30:07, 0, 17, 0, { }, {disabled,stale}
14434, 2022/01/25 14:45:06, 0, 17, 0, { }, {disabled,stale}
14435, 2022/01/25 15:00:07, 0, 17, 0, { }, {disabled,stale}
14436, 2022/01/25 15:15:07, 0, 17, 0, { }, {disabled,stale}
14437, 2022/01/25 15:30:07, 0, 17, 0, { }, {disabled,stale}
14438, 2022/01/25 15:45:06, 0, 17, 0, { }, {disabled,stale}
14439, 2022/01/25 16:00:06, 0, 17, 0, { }, {disabled,stale}
14440, 2022/01/25 16:15:07, 0, 17, 0, { }, {disabled,stale}
14441, 2022/01/25 16:30:06, 0, 17, 0, { }, {disabled,stale}
14442, 2022/01/25 16:45:07, 0, 17, 0, { }, {disabled,stale}
14443, 2022/01/25 17:00:07, 0, 17, 0, { }, {disabled,stale}
14444, 2022/01/25 17:15:07, 0, 17, 0, { }, {disabled,stale}
14445, 2022/01/25 17:30:06, 0, 17, 0, { }, {disabled,stale}
14446, 2022/01/25 17:45:07, 0, 17, 0, { }, {disabled,stale}
14447, 2022/01/25 18:00:06, 0, 17, 0, { }, {disabled,stale}
14448, 2022/01/25 18:15:07, 0, 17, 0, { }, {disabled,stale}
14449, 2022/01/25 18:30:06, 0, 17, 0, { }, {disabled,stale}
14450, 2022/01/25 18:45:06, 0, 17, 0, { }, {disabled,stale}
14451, 2022/01/25 19:00:06, 0, 17, 0, { }, {disabled,stale}
14452, 2022/01/25 19:15:06, 0, 17, 0, { }, {disabled,stale}
14453, 2022/01/25 19:30:06, 0, 17, 0, { }, {disabled,stale}
14454, 2022/01/25 19:45:07, 0, 17, 0, { }, {disabled,stale}
14455, 2022/01/25 20:00:07, 0, 17, 0, { }, {disabled,stale}
14456, 2022/01/25 20:15:06, 0, 17, 0, { }, {disabled,stale}
14457, 2022/01/25 20:30:07, 0, 17, 0, { }, {disabled,stale}
14458, 2022/01/25 20:45:07, 0, 17, 0, { }, {disabled,stale}
14459, 2022/01/25 21:00:07, 0, 17, 0, { }, {disabled,stale}
14460, 2022/01/25 21:15:07, 0, 17, 0, { }, {disabled,stale}
14461, 2022/01/25 21:30:07, 0, 17, 0, { }, {disabled,stale}
14462, 2022/01/25 21:45:07, 0, 17, 0, { }, {disabled,stale}
14463, 2022/01/25 22:00:07, 0, 17, 0, { }, {disabled,stale}
14464, 2022/01/25 22:15:07, 0, 17, 0, { }, {disabled,stale}
14465, 2022/01/25 22:30:07, 0, 17, 0, { }, {disabled,stale}
14466, 2022/01/25 22:45:07, 0, 17, 0, { }, {disabled,stale}
14467, 2022/01/25 23:00:07, 0, 17, 0, { }, {disabled,stale}
14468, 2022/01/25 23:15:07, 0, 17, 0, { }, {disabled,stale}
14469, 2022/01/25 23:30:07, 0, 17, 0, { }, {disabled,stale}
14470, 2022/01/25 23:45:07, 0, 17, 0, { }, {disabled,stale}
14471, 2022/01/26 00:00:07, 0, 17, 0, { }, {disabled,stale}
14472, 2022/01/26 00:15:07, 0, 17, 0, { }, {disabled,stale}
14473, 2022/01/26 00:30:07, 0, 17, 0, { }, {disabled,stale}
14474, 2022/01/26 00:45:07, 0, 17, 0, { }, {disabled,stale}
14475, 2022/01/26 01:00:07, 0, 17, 0, { }, {disabled,stale}
14476, 2022/01/26 01:15:07, 0, 17, 0, { }, {disabled,stale}
14477, 2022/01/26 01:30:07, 0, 17, 0, { }, {disabled,stale}
14478, 2022/01/26 01:45:07, 0, 17, 0, { }, {disabled,stale}
14479, 2022/01/26 02:00:07, 0, 17, 0, { }, {disabled,stale}
14480, 2022/01/26 02:15:07, 0, 17, 0, { }, {disabled,stale}
14481, 2022/01/26 02:30:07, 0, 17, 0, { }, {disabled,stale}
14482, 2022/01/26 02:45:07, 0, 17, 0, { }, {disabled,stale}
