ID, TIMESTAMP, TRENDFLAGS, STATUS, VALUE, TRENDFLAGS_TAG, STATUS_TAG,
1, 2021/05/26 13:45:00,1,0,50198.74219, {start}, {ok},
2, 2021/05/26 14:00:00,0,0,50407.05469, { }, {ok},
3, 2021/05/26 14:15:00,1,0,50415.15625, {start}, {ok},
4, 2021/05/26 14:30:00,0,0,50271.65625, { }, {ok},
5, 2021/05/26 14:45:00,0,0,50290.25, { }, {ok},
6, 2021/05/26 15:00:00,0,0,50228.20313, { }, {ok},
7, 2021/05/26 15:15:01,0,0,50347.3125, { }, {ok},
8, 2021/05/26 15:30:09,0,0,50394.00781, { }, {ok},
9, 2021/05/26 15:45:00,0,0,50259.67188, { }, {ok},
10, 2021/05/26 16:00:00,0,0,50417.76563, { }, {ok},
11, 2021/05/26 16:15:00,0,0,50296.30469, { }, {ok},
12, 2021/05/26 16:30:00,0,0,50427.16406, { }, {ok},
13, 2021/05/26 16:45:00,0,0,50362.71094, { }, {ok},
14, 2021/05/26 17:00:00,0,0,50224.15625, { }, {ok},
15, 2021/05/26 17:15:00,0,0,50396.96094, { }, {ok},
16, 2021/05/26 17:30:00,0,0,50287.21875, { }, {ok},
17, 2021/05/26 17:45:00,0,0,50277.58594, { }, {ok},
18, 2021/05/26 18:00:00,0,0,50342.32813, { }, {ok},
19, 2021/05/26 18:15:00,0,0,50209.35938, { }, {ok},
20, 2021/05/26 18:30:01,0,0,50428.0625, { }, {ok},
21, 2021/05/26 18:45:00,0,0,50407.64063, { }, {ok},
22, 2021/05/26 19:00:00,0,0,50258.07813, { }, {ok},
23, 2021/05/26 19:15:00,0,0,50402.4375, { }, {ok},
24, 2021/05/26 19:30:01,0,0,50389.0625, { }, {ok},
25, 2021/05/26 19:45:01,0,0,50201.35938, { }, {ok},
26, 2021/05/26 20:00:01,0,0,50181.46875, { }, {ok},
27, 2021/05/26 20:15:00,0,0,50345.96875, { }, {ok},
28, 2021/05/26 20:30:00,0,0,50203.66406, { }, {ok},
29, 2021/05/26 20:45:02,0,0,50200.83594, { }, {ok},
30, 2021/05/26 21:00:00,0,0,50250.82031, { }, {ok},
31, 2021/05/26 21:15:00,0,0,50381.57813, { }, {ok},
32, 2021/05/26 21:30:01,0,0,50346.0625, { }, {ok},
33, 2021/05/26 21:45:00,0,0,50313.89063, { }, {ok},
34, 2021/05/26 22:00:00,0,0,50250.96875, { }, {ok},
35, 2021/05/26 22:15:00,0,0,50243, { }, {ok},
36, 2021/05/26 22:30:01,0,0,50411.53125, { }, {ok},
37, 2021/05/26 22:45:00,0,0,50315.22656, { }, {ok},
38, 2021/05/26 23:00:01,0,0,50402.25, { }, {ok},
39, 2021/05/26 23:15:01,0,0,50406.71094, { }, {ok},
40, 2021/05/26 23:30:00,0,0,50304.53906, { }, {ok},
41, 2021/05/26 23:45:00,0,0,50333.40625, { }, {ok},
42, 2021/05/27 00:00:00,0,0,50177.69531, { }, {ok},
43, 2021/05/27 00:15:00,0,0,50226.82813, { }, {ok},
44, 2021/05/27 00:30:00,0,0,50411.96094, { }, {ok},
45, 2021/05/27 00:45:01,0,0,50392.96094, { }, {ok},
46, 2021/05/27 01:00:01,0,0,50370.80469, { }, {ok},
47, 2021/05/27 01:15:00,0,0,50222.53906, { }, {ok},
48, 2021/05/27 01:30:00,0,0,50314.23438, { }, {ok},
49, 2021/05/27 01:45:00,0,0,50230.20313, { }, {ok},
50, 2021/05/27 02:00:00,0,0,50284.21875, { }, {ok},
61, 2021/05/27 02:15:00,0,0,50228.125, { }, {ok},
62, 2021/05/27 02:30:00,0,0,50313.96094, { }, {ok},
63, 2021/05/27 02:45:00,0,0,50333.625, { }, {ok},
64, 2021/05/27 03:00:01,0,0,50221.88281, { }, {ok},
65, 2021/05/27 03:15:01,0,0,50419.25, { }, {ok},
66, 2021/05/27 03:30:00,0,0,50255.16406, { }, {ok},
67, 2021/05/27 03:45:00,0,0,50276.71094, { }, {ok},
68, 2021/05/27 04:00:01,0,0,50228.51563, { }, {ok},
69, 2021/05/27 04:15:00,0,0,50213.78125, { }, {ok},
70, 2021/05/27 04:30:00,0,0,50248.23438, { }, {ok},
71, 2021/05/27 04:45:00,0,0,50177.03125, { }, {ok},
72, 2021/05/27 05:00:00,0,0,50364.39063, { }, {ok},
73, 2021/05/27 05:15:00,0,0,50209.32031, { }, {ok},
74, 2021/05/27 05:30:00,0,0,50394.97656, { }, {ok},
75, 2021/05/27 05:45:00,0,0,50201.38281, { }, {ok},
76, 2021/05/27 06:00:00,0,0,50309.97656, { }, {ok},
77, 2021/05/27 06:15:00,0,0,50354.53125, { }, {ok},
78, 2021/05/27 06:30:00,0,0,50209.70703, { }, {ok},
79, 2021/05/27 06:45:00,0,0,50252.80469, { }, {ok},
80, 2021/05/27 07:00:01,0,0,50367.01563, { }, {ok},
81, 2021/05/27 07:15:00,0,0,50336.71094, { }, {ok},
82, 2021/05/27 07:30:00,0,0,50260.50781, { }, {ok},
83, 2021/05/27 07:45:00,0,0,50339.17188, { }, {ok},
84, 2021/05/27 08:00:00,0,0,50262.58594, { }, {ok},
85, 2021/05/27 08:15:00,0,0,50270.07813, { }, {ok},
86, 2021/05/27 08:30:00,0,0,50429.75781, { }, {ok},
87, 2021/05/27 08:45:01,0,0,50239.10156, { }, {ok},
88, 2021/05/27 09:00:00,0,0,50270.73438, { }, {ok},
89, 2021/05/27 09:15:00,0,0,50267.82813, { }, {ok},
90, 2021/05/27 09:30:00,0,0,50240.3125, { }, {ok},
91, 2021/05/27 09:45:00,0,0,50317.92969, { }, {ok},
92, 2021/05/27 10:00:00,0,0,50338.60938, { }, {ok},
93, 2021/05/27 10:15:00,0,0,50238.48438, { }, {ok},
94, 2021/05/27 10:30:00,0,0,50372.60156, { }, {ok},
95, 2021/05/27 10:45:00,0,0,50406.60938, { }, {ok},
96, 2021/05/27 11:00:00,0,0,50395.05469, { }, {ok},
97, 2021/05/27 11:15:00,0,0,50321.57031, { }, {ok},
98, 2021/05/27 11:30:00,0,0,50383.36328, { }, {ok},
99, 2021/05/27 11:45:00,0,0,50307.54688, { }, {ok},
100, 2021/05/27 12:00:00,0,0,50176.07031, { }, {ok},
101, 2021/05/27 12:15:00,0,0,50267.02344, { }, {ok},
102, 2021/05/27 12:30:00,0,0,50368.46094, { }, {ok},
103, 2021/05/27 12:45:01,0,0,50403.53906, { }, {ok},
104, 2021/05/27 13:00:00,0,0,50195.89063, { }, {ok},
105, 2021/05/27 13:15:00,0,0,50408.71875, { }, {ok},
106, 2021/05/27 13:30:01,0,0,50224.78906, { }, {ok},
107, 2021/05/27 13:45:00,0,0,50233.89063, { }, {ok},
108, 2021/05/27 14:00:01,0,0,50195.35938, { }, {ok},
109, 2021/05/27 14:15:00,0,0,50269.5, { }, {ok},
110, 2021/05/27 14:30:00,0,0,50270.79688, { }, {ok},
111, 2021/05/27 14:45:00,0,0,50289.38281, { }, {ok},
112, 2021/05/27 15:00:00,0,0,50392.17188, { }, {ok},
113, 2021/05/27 15:15:00,0,0,50220.90625, { }, {ok},
114, 2021/05/27 15:30:08,0,0,50364.6875, { }, {ok},
