"sep=,",,,,,,,,,,,,,,,,,,,,
KorEXO MEASUREMENT DATA FILE EXPORT,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"FILE CREATED:,9/24/2020 11:08:11 PM",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
",,,MEAN VALUE:,6.30,49785.2,49710.4,93.1,107.2,6.39,262.6,32.53,49717.4,0.32,32316,1.191,NA,-81.9,25.071,3.11,11.7",,,,,,,,,,,,,,,,,,,,
",,,STANDARD DEVIATION:,9.28,121.2,45.5,3.7,4.2,0.25,8.9,0.03,44.5,0.72,29,0.005,0.02,1.1,0.117,0.00,0.0",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,SENSOR SERIAL NUMBER:,20C000785,20B121032,20B121032,20C000323,20C000323,20C000323,20C202371,20B121032,20B121032,20C000785,20B121032,20B120857,20C202371,20C202371,20B121032,20C202414,20C202414
Date (MM/DD/YYYY),Time (HH:mm:ss),Time (Fract. Sec),Site Name,Chlorophyll RFU,Cond µS/cm,nLF Cond µS/cm,ODO % sat,ODO % local,ODO mg/L,ORP mV,Sal psu,SpCond µS/cm,TAL PC RFU,TDS mg/L,Wiper Position volt,pH,pH mV,Temp °C,Battery V,Cable Pwr V
9/20/20,23:45:00,0,Biosphere 2,8.66,49773.1,49704.7,91,104.7,6.24,255.4,32.52,49711.1,0.34,32312,1.191,8.27,-82.4,25.065,3.11,11.7
9/21/20,0:00:00,0,Biosphere 2,26.36,49769.5,49703.6,91,104.7,6.24,255.4,32.52,49709.7,1.48,32311,1.192,8.27,-82.5,25.063,3.11,11.7
9/21/20,0:15:00,0,Biosphere 2,23.15,49768.6,49705.7,90.8,104.5,6.23,256,32.52,49711.6,1.03,32313,1.201,8.27,-82.3,25.06,3.11,11.7
9/21/20,0:30:00,0,Biosphere 2,10.67,49763.1,49704.9,90.6,104.3,6.22,255.9,32.52,49710.3,0.48,32312,1.196,8.27,-82.3,25.056,3.11,11.7
9/21/20,0:45:00,0,Biosphere 2,2.22,49760.1,49704.8,90.5,104.2,6.21,255.6,32.52,49710,0.18,32311,1.19,8.27,-82.3,25.053,3.11,11.7
9/21/20,1:00:00,0,Biosphere 2,12.5,49756.7,49706.2,90.4,104.1,6.21,254.2,32.52,49710.9,0.28,32312,1.198,8.27,-82.2,25.048,3.11,11.7
9/21/20,1:15:00,0,Biosphere 2,11.17,49756.9,49708.1,90.4,104.1,6.21,254.7,32.53,49712.7,0.55,32313,1.189,8.27,-82.2,25.047,3.11,11.7
9/21/20,1:30:00,0,Biosphere 2,29.87,49750.8,49706.5,90.3,103.9,6.2,255.1,32.52,49710.7,0.85,32312,1.191,8.27,-82.1,25.042,3.11,11.7
9/21/20,1:45:00,0,Biosphere 2,2.91,49750,49710.1,90.2,103.8,6.19,255,32.53,49713.9,0.15,32314,1.199,8.26,-82.1,25.038,3.11,11.7
9/21/20,2:00:00,0,Biosphere 2,27.06,49745.8,49709.9,90,103.5,6.17,254.8,32.53,49713.2,0.77,32314,1.198,8.26,-82,25.034,3.11,11.7
9/21/20,2:15:00,0,Biosphere 2,14.05,49742.7,49711.3,89.9,103.4,6.17,254.7,32.53,49714.2,0.51,32314,1.201,8.26,-81.9,25.03,3.11,11.7
9/21/20,2:30:00,0,Biosphere 2,16.92,49737.3,49709.2,89.9,103.5,6.18,253.7,32.53,49711.8,0.47,32313,1.197,8.26,-81.9,25.027,3.11,11.7
9/21/20,2:45:00,0,Biosphere 2,18.88,49736.2,49712.3,89.9,103.4,6.17,254,32.53,49714.6,1.15,32314,1.195,8.26,-81.9,25.023,3.11,11.7
9/21/20,3:00:00,0,Biosphere 2,15.09,49728.7,49709.3,89.7,103.3,6.16,254,32.53,49711.1,0.33,32312,1.194,8.26,-81.8,25.018,3.11,11.7
9/21/20,3:15:00,0,Biosphere 2,19.06,49728.6,49713.4,89.7,103.3,6.16,254.4,32.53,49714.9,1.06,32315,1.197,8.26,-81.8,25.014,3.11,11.7
9/21/20,3:30:00,0,Biosphere 2,4.52,49719.4,49709.8,89.6,103.1,6.15,254.4,32.52,49710.7,0.21,32312,1.196,8.26,-81.7,25.009,3.11,11.7
9/21/20,3:45:00,0,Biosphere 2,14.56,49719.4,49712.1,89.6,103.1,6.15,254.7,32.53,49712.8,1.14,32313,1.196,8.26,-81.7,25.007,3.11,11.7
9/21/20,4:00:00,0,Biosphere 2,5.94,49713.5,49712.8,89.3,102.8,6.14,254.9,32.53,49712.8,0.31,32313,1.19,8.26,-81.6,25.001,3.11,11.7
9/21/20,4:15:00,0,Biosphere 2,19.14,49714.7,49715.4,89.3,102.7,6.13,253.5,32.53,49715.3,1.35,32315,1.185,8.26,-81.6,24.999,3.11,11.7
9/21/20,4:30:00,0,Biosphere 2,22.11,49709.9,49710.7,89.2,102.7,6.13,253.8,32.53,49710.6,0.98,32312,1.182,8.25,-81.5,24.999,3.11,11.7
9/21/20,4:45:00,0,Biosphere 2,27.81,49709.7,49710.6,89.4,102.8,6.14,254.4,32.53,49710.5,1.33,32312,1.182,8.25,-81.5,24.999,3.11,11.7
9/21/20,5:00:00,0,Biosphere 2,32.07,49713,49713.2,89.3,102.7,6.13,254.8,32.53,49713.2,1.2,32314,1.19,8.25,-81.4,25,3.11,11.7
9/21/20,5:15:00,0,Biosphere 2,30.89,49712.5,49714.6,89.2,102.7,6.13,254.9,32.53,49714.4,1.28,32314,1.186,8.25,-81.4,24.998,3.11,11.7
9/21/20,5:30:00,0,Biosphere 2,15.78,49709.1,49712.1,89.2,102.7,6.13,251,32.53,49711.9,0.81,32313,1.19,8.25,-81.3,24.997,3.11,11.7
9/21/20,5:45:00,0,Biosphere 2,31.62,49709.6,49714.6,89,102.4,6.11,251.9,32.53,49714.2,1.28,32314,1.191,8.25,-81.3,24.995,3.11,11.7
9/21/20,6:00:00,0,Biosphere 2,23.94,49709,49716,89,102.4,6.11,252.5,32.53,49715.3,0.98,32315,1.19,8.25,-81.2,24.993,3.11,11.7
9/21/20,6:15:00,0,Biosphere 2,5.9,49702.5,49716.2,88.7,102.1,6.09,252.7,32.53,49714.9,0.22,32315,1.188,8.25,-81.1,24.987,3.11,11.7
9/21/20,6:30:00,0,Biosphere 2,13.79,49709.2,49716.6,89,102.4,6.11,252.6,32.53,49716,1,32315,1.191,8.25,-81.1,24.993,3.11,11.7
9/21/20,6:45:00,0,Biosphere 2,9.11,49704.6,49713.9,89,102.5,6.12,253.5,32.53,49713,0.47,32313,1.192,8.25,-81.1,24.991,3.11,11.7
9/21/20,7:00:00,0,Biosphere 2,13.19,49703.3,49710.6,89,102.4,6.11,253.8,32.52,49709.9,0.66,32311,1.194,8.25,-81,24.993,3.11,11.7
9/21/20,7:15:00,0,Biosphere 2,26.27,49708,49712.9,89,102.5,6.12,254.2,32.53,49712.4,1.17,32313,1.185,8.25,-81,24.995,3.11,11.7
9/21/20,7:30:00,0,Biosphere 2,16.24,49713.8,49711.5,89.3,102.7,6.13,254.9,32.53,49711.7,0.77,32313,1.181,8.25,-81,25.002,3.11,11.7
9/21/20,7:45:00,0,Biosphere 2,20.59,49714,49710.9,89.4,102.9,6.14,254.9,32.53,49711.2,0.73,32312,1.192,8.25,-81,25.003,3.11,11.7
9/21/20,8:00:00,0,Biosphere 2,17.06,49717.9,49710.8,89.7,103.2,6.16,253.9,32.53,49711.5,0.41,32312,1.185,8.25,-81,25.007,3.11,11.7
9/21/20,8:15:00,0,Biosphere 2,11,49720.7,49710.3,90,103.5,6.18,252.1,32.53,49711.3,0.31,32312,1.189,8.25,-81.1,25.01,3.11,11.7
9/21/20,8:30:00,0,Biosphere 2,21.92,49727,49712.2,90.3,103.9,6.2,253.4,32.53,49713.6,1.07,32314,1.2,8.25,-81,25.014,3.11,11.7
9/21/20,8:45:00,0,Biosphere 2,11.21,49727.5,49709.8,90.6,104.3,6.22,254.2,32.53,49711.5,0.71,32312,1.193,8.25,-81.1,25.017,3.11,11.7
9/21/20,9:00:00,0,Biosphere 2,8.07,49736.6,49711.8,91.1,104.8,6.25,254.9,32.53,49714.1,0.47,32314,1.193,8.25,-81.2,25.024,3.11,11.7
9/21/20,9:15:00,0,Biosphere 2,11.85,49741.3,49709.7,91.6,105.5,6.29,254.8,32.53,49712.6,0.52,32313,1.182,8.25,-81.2,25.03,3.11,11.7
9/21/20,9:30:00,0,Biosphere 2,15.35,49746.4,49706.7,92.1,106,6.32,248.3,32.52,49710.4,0.59,32312,1.193,8.25,-81.3,25.038,3.11,11.7
9/21/20,9:45:00,0,Biosphere 2,19.98,49758.7,49707.5,92.7,106.7,6.36,250.7,32.53,49712.3,0.88,32313,1.19,8.25,-81.4,25.049,3.11,11.7
9/21/20,10:00:00,0,Biosphere 2,9.02,49763.3,49705.4,93,107,6.38,252.4,32.52,49710.9,0.61,32312,1.184,8.26,-81.5,25.055,3.11,11.7
9/21/20,10:15:00,0,Biosphere 2,6.51,49781,49706.5,93.6,107.7,6.42,253.4,32.53,49713.4,0.38,32314,1.198,8.26,-81.6,25.071,3.11,11.7
9/21/20,10:30:00,0,Biosphere 2,20.26,49790.2,49705.1,94.1,108.3,6.45,254.4,32.53,49713,0.85,32313,1.191,8.26,-81.7,25.081,3.11,11.7
9/21/20,10:45:00,0,Biosphere 2,21.75,49796,49701.8,94.4,108.6,6.47,255.3,32.52,49710.6,1.27,32312,1.191,8.26,-81.8,25.09,3.11,11.7
9/21/20,11:00:00,0,Biosphere 2,6.48,49809.5,49700.4,95.2,109.6,6.53,255.6,32.52,49710.7,0.22,32312,1.191,8.26,-82,25.104,3.11,11.7
9/21/20,11:15:00,0,Biosphere 2,14.08,49817.8,49700.7,95.7,110.1,6.56,255.6,32.52,49711.7,0.75,32313,1.192,8.27,-82.1,25.112,3.11,11.7
9/21/20,11:30:00,0,Biosphere 2,13.06,49821.3,49700.3,96.1,110.6,6.59,254.6,32.52,49711.6,0.67,32313,1.185,8.27,-82.3,25.116,3.11,11.7
9/21/20,11:45:00,0,Biosphere 2,16.55,49820.6,49698.8,96.7,111.3,6.63,255.6,32.52,49710.2,1.04,32312,1.19,8.27,-82.4,25.116,3.11,11.7
9/21/20,12:00:00,0,Biosphere 2,3.28,49828.8,49698.2,97.3,112,6.67,255.1,32.52,49710.4,0.12,32312,1.188,8.27,-82.5,25.125,3.11,11.7
9/21/20,12:15:00,0,Biosphere 2,1.08,49823.1,49698.1,97.8,112.5,6.7,255.1,32.52,49709.8,0.09,32311,1.19,8.27,-82.7,25.119,3.11,11.7
9/21/20,12:30:00,0,Biosphere 2,11.54,49820.9,49699.7,98.1,112.9,6.72,254.7,32.52,49711,0.48,32312,1.187,8.28,-82.8,25.116,3.11,11.7
9/21/20,12:45:00,0,Biosphere 2,24.56,49812.9,49697.4,98.2,113,6.73,255.2,32.52,49708.2,0.9,32310,1.192,8.28,-82.9,25.11,3.11,11.7
9/21/20,13:00:00,0,Biosphere 2,10.34,49813.1,49697.3,98.6,113.5,6.76,255.5,32.52,49708.2,0.48,32310,1.196,8.28,-83,25.111,3.11,11.7
9/21/20,13:15:00,0,Biosphere 2,13.85,49818.6,49700.9,98.8,113.7,6.77,255.6,32.52,49711.9,0.93,32313,1.188,8.28,-83.1,25.112,3.11,11.7
9/21/20,13:30:00,0,Biosphere 2,18.19,49817.8,49702.2,98.9,113.9,6.78,256.1,32.52,49713,0.88,32313,1.188,8.28,-83.2,25.11,3.11,11.7
9/21/20,13:45:00,0,Biosphere 2,6.58,49817.3,49699.5,99,113.9,6.79,256.5,32.52,49710.5,0.32,32312,1.191,8.29,-83.3,25.112,3.11,11.7
9/21/20,14:00:00,0,Biosphere 2,13.79,49820.4,49701.8,98.9,113.8,6.78,256.9,32.52,49712.9,0.46,32313,1.195,8.29,-83.3,25.113,3.11,11.7
9/21/20,14:15:00,0,Biosphere 2,22.02,49819.3,49701.5,98.7,113.5,6.76,256.7,32.52,49712.5,1.34,32313,1.181,8.29,-83.3,25.113,3.11,11.7
9/21/20,14:30:00,0,Biosphere 2,8.89,49819.3,49700.2,98.7,113.5,6.76,256.4,32.52,49711.4,0.56,32312,1.192,8.29,-83.4,25.114,3.11,11.7
9/21/20,14:45:00,0,Biosphere 2,7.08,49822.5,49700.7,98.4,113.3,6.75,256.3,32.52,49712.1,0.5,32313,1.191,8.29,-83.4,25.116,3.11,11.7
9/21/20,15:00:00,0,Biosphere 2,25.72,49821,49700.4,98.3,113.1,6.74,256.5,32.52,49711.7,1.03,32313,1.192,8.29,-83.5,25.115,3.11,11.7
9/21/20,15:15:00,0,Biosphere 2,19.23,49819.3,49698,98.1,112.9,6.73,256.4,32.52,49709.3,0.45,32311,1.198,8.29,-83.4,25.116,3.11,11.7
9/21/20,15:30:00,0,Biosphere 2,20.95,49819.6,49697.7,98,112.7,6.72,256,32.52,49709.1,0.63,32311,1.188,8.29,-83.5,25.116,3.11,11.7
9/21/20,15:45:00,0,Biosphere 2,17.94,49820.3,49697.5,97.9,112.6,6.71,255.6,32.52,49709,0.91,32311,1.19,8.29,-83.5,25.117,3.11,11.7
9/21/20,16:00:00,0,Biosphere 2,26.12,49823.1,49700,97.7,112.4,6.7,255.4,32.52,49711.5,1.37,32312,1.192,8.29,-83.6,25.118,3.11,11.7
9/21/20,16:15:00,0,Biosphere 2,7.79,49824,49701,97.6,112.4,6.69,255.1,32.52,49712.5,0.5,32313,1.192,8.29,-83.5,25.117,3.11,11.7
9/21/20,16:30:00,0,Biosphere 2,13.44,49818.5,49697,97.4,112.1,6.68,254.9,32.52,49708.4,0.67,32310,1.181,8.29,-83.5,25.116,3.11,11.7
9/21/20,16:45:00,0,Biosphere 2,21.93,49816,49696.4,97.2,111.8,6.66,254.7,32.52,49707.6,0.48,32310,1.194,8.29,-83.5,25.114,3.11,11.7
9/21/20,17:00:00,0,Biosphere 2,1.34,49812.4,49698.1,96.9,111.5,6.64,255.1,32.52,49708.8,0.09,32311,1.197,8.29,-83.6,25.109,3.11,11.7
9/21/20,17:15:00,0,Biosphere 2,31.64,49813.1,49698.3,96.7,111.3,6.63,255.1,32.52,49709.1,1.73,32311,1.197,8.29,-83.5,25.11,3.11,11.7
9/21/20,17:30:00,0,Biosphere 2,22.82,49810.8,49696.8,96.5,111,6.61,255,32.52,49707.5,1.09,32310,1.201,8.29,-83.5,25.109,3.11,11.7
9/21/20,17:45:00,0,Biosphere 2,25.52,49813,49699.2,96.3,110.8,6.6,255.2,32.52,49709.9,1.22,32311,1.194,8.29,-83.5,25.109,3.11,11.7
9/21/20,18:00:00,0,Biosphere 2,18.81,49811.5,49697.9,95.9,110.4,6.58,255.3,32.52,49708.5,0.49,32311,1.19,8.29,-83.5,25.108,3.11,11.7
9/21/20,18:15:00,0,Biosphere 2,9.05,49812.2,49698.8,95.7,110.1,6.56,255.7,32.52,49709.4,0.61,32311,1.19,8.29,-83.4,25.108,3.11,11.7
9/21/20,18:30:00,0,Biosphere 2,20.39,49809.6,49697.6,95.4,109.8,6.54,255.3,32.52,49708.1,1.08,32310,1.182,8.29,-83.4,25.107,3.11,11.7
9/21/20,18:45:00,0,Biosphere 2,18.21,49811.1,49700.4,95.2,109.5,6.53,255,32.52,49710.7,0.77,32312,1.182,8.29,-83.3,25.106,3.11,11.7
9/21/20,19:00:00,0,Biosphere 2,10.4,49807.8,49698.1,94.8,109.2,6.5,254.9,32.52,49708.4,0.42,32310,1.19,8.29,-83.4,25.105,3.11,11.7
9/21/20,19:15:00,0,Biosphere 2,26.91,49808.3,49700.3,94.6,108.8,6.48,255.2,32.52,49710.4,1.6,32312,1.192,8.29,-83.3,25.103,3.11,11.7
9/21/20,19:30:00,0,Biosphere 2,11.67,49804.9,49699,94.4,108.6,6.47,256,32.52,49708.9,0.58,32311,1.199,8.28,-83.2,25.101,3.11,11.7
9/21/20,19:45:00,0,Biosphere 2,21.73,49804.8,49701.5,94,108.2,6.45,255.8,32.52,49711.2,0.97,32312,1.197,8.28,-83.2,25.099,3.11,11.7
9/21/20,20:00:00,0,Biosphere 2,5,49800.9,49699.2,93.8,107.9,6.43,255.1,32.52,49708.7,0.23,32311,1.196,8.28,-83.1,25.097,3.11,11.7
9/21/20,20:15:00,0,Biosphere 2,19.02,49798.4,49699.8,93.5,107.6,6.41,254,32.52,49709,0.93,32311,1.184,8.28,-83.1,25.094,3.11,11.7
9/21/20,20:30:00,0,Biosphere 2,18.16,49796.7,49700.2,93.1,107.2,6.39,254.1,32.52,49709.2,0.47,32311,1.19,8.28,-83,25.092,3.11,11.7
9/21/20,20:45:00,0,Biosphere 2,2.89,49799.5,49703.5,93.1,107.1,6.38,254.4,32.52,49712.5,0.24,32313,1.2,8.28,-83,25.092,3.11,11.7
9/21/20,21:00:00,0,Biosphere 2,5.87,49798.1,49704.5,93,107,6.38,254.6,32.53,49713.3,0.31,32314,1.187,8.28,-83,25.089,3.11,11.7
9/21/20,21:15:00,0,Biosphere 2,9.89,49795.9,49703.4,92.7,106.7,6.36,255.1,32.52,49712.1,0.39,32313,1.192,8.28,-83,25.088,3.11,11.7
9/21/20,21:30:00,0,Biosphere 2,22.33,49792.3,49701.9,92.5,106.5,6.35,254.8,32.52,49710.4,1.26,32312,1.19,8.28,-82.9,25.086,3.11,11.7
9/21/20,21:45:00,0,Biosphere 2,12.15,49789.9,49701.4,92.4,106.3,6.34,254.7,32.52,49709.7,0.47,32311,1.192,8.28,-82.9,25.084,3.11,11.7
9/21/20,22:00:00,0,Biosphere 2,9.29,49787.8,49701.7,92.2,106.1,6.32,255,32.52,49709.8,0.65,32311,1.201,8.28,-82.7,25.082,3.11,11.7
9/21/20,22:15:00,0,Biosphere 2,10.46,49790.7,49705.7,92,105.8,6.31,254.3,32.53,49713.7,0.62,32314,1.189,8.28,-82.7,25.081,3.11,11.7
9/21/20,22:30:00,0,Biosphere 2,17.57,49787.1,49704.5,91.9,105.7,6.3,254.2,32.52,49712.2,0.6,32313,1.195,8.27,-82.6,25.079,3.11,11.7
9/21/20,22:45:00,0,Biosphere 2,17.8,49786.4,49706.1,91.6,105.4,6.28,254.3,32.53,49713.6,0.99,32314,1.184,8.27,-82.6,25.077,3.11,11.7
9/21/20,23:00:00,0,Biosphere 2,12.55,49784.3,49706.1,91.5,105.4,6.28,254.6,32.53,49713.4,0.56,32314,1.191,8.27,-82.6,25.075,3.11,11.7
9/21/20,23:15:00,0,Biosphere 2,19.11,49779.2,49703.1,91.4,105.2,6.27,253.6,32.52,49710.2,0.72,32312,1.2,8.27,-82.5,25.073,3.11,11.7
9/21/20,23:30:00,0,Biosphere 2,16.17,49778.2,49704.5,91.2,104.9,6.25,253.9,32.52,49711.4,0.62,32312,1.192,8.27,-82.5,25.07,3.11,11.7
9/21/20,23:45:00,0,Biosphere 2,21.39,49775.6,49703.6,91.1,104.8,6.25,252.5,32.52,49710.4,1.13,32312,1.193,8.27,-82.4,25.069,3.11,11.7
9/22/20,0:00:00,0,Biosphere 2,13.15,49774.1,49705.3,91.1,104.8,6.25,253.3,32.52,49711.7,0.58,32313,1.185,8.27,-82.4,25.066,3.11,11.7
9/22/20,0:15:00,0,Biosphere 2,6.87,49768.9,49703.8,90.8,104.5,6.23,253.6,32.52,49709.9,0.28,32311,1.186,8.27,-82.3,25.062,3.11,11.7
9/22/20,0:30:00,0,Biosphere 2,31.39,49769.6,49705.9,90.9,104.6,6.24,253.7,32.52,49711.8,1.56,32313,1.201,8.27,-82.3,25.061,3.11,11.7
9/22/20,0:45:00,0,Biosphere 2,18.19,49766.3,49706.6,90.6,104.3,6.22,252.7,32.52,49712.1,0.83,32313,1.194,8.27,-82.2,25.057,3.11,11.7
9/22/20,1:00:00,0,Biosphere 2,17.69,49760.9,49703.9,90.7,104.3,6.22,252.7,32.52,49709.2,1.09,32311,1.184,8.27,-82.2,25.054,3.11,11.7
9/22/20,1:15:00,0,Biosphere 2,26.17,49762.2,49707.1,90.5,104.1,6.21,252.7,32.53,49712.2,1.17,32313,1.189,8.27,-82.1,25.053,3.11,11.7
9/22/20,1:30:00,0,Biosphere 2,17.31,49756.8,49705.8,90.3,103.9,6.2,253.4,32.52,49710.6,0.64,32312,1.198,8.26,-82,25.049,3.11,11.7
9/22/20,1:45:00,0,Biosphere 2,4.29,49754.3,49706.9,90.3,103.9,6.2,253.7,32.52,49711.3,0.3,32312,1.189,8.26,-82,25.045,3.11,11.7
9/22/20,2:00:00,0,Biosphere 2,28.06,49747.4,49704.8,90.1,103.6,6.18,253.9,32.52,49708.8,1.28,32311,1.183,8.26,-81.9,25.041,3.11,11.7
9/22/20,2:15:00,0,Biosphere 2,8.1,49746.1,49707.4,90.1,103.7,6.18,253.9,32.52,49711,0.33,32312,1.187,8.26,-81.9,25.037,3.11,11.7
9/22/20,2:30:00,0,Biosphere 2,25.51,49742.6,49706.8,90,103.6,6.18,254,32.52,49710.1,1.29,32312,1.2,8.26,-81.8,25.034,3.11,11.7
9/22/20,2:45:00,0,Biosphere 2,21.09,49737,49706.6,89.9,103.4,6.17,253.5,32.52,49709.4,0.7,32311,1.189,8.26,-81.8,25.029,3.11,11.7
9/22/20,3:00:00,0,Biosphere 2,12.61,49735.4,49707.4,90,103.6,6.18,253.5,32.52,49710,0.22,32312,1.189,8.26,-81.8,25.027,3.11,11.7
9/22/20,3:15:00,0,Biosphere 2,2.95,49735.1,49710.9,89.8,103.4,6.17,254.3,32.53,49713.2,0.12,32314,1.199,8.26,-81.7,25.023,3.11,11.7
9/22/20,3:30:00,0,Biosphere 2,20.04,49732,49711.5,89.7,103.3,6.16,253.9,32.53,49713.5,1.24,32314,1.19,8.26,-81.6,25.02,3.11,11.7
9/22/20,3:45:00,0,Biosphere 2,39.17,49723.1,49708.9,89.6,103.2,6.16,253.9,32.52,49710.2,1.61,32312,1.19,8.26,-81.6,25.014,3.11,11.7
9/22/20,4:00:00,0,Biosphere 2,30.98,49721,49708.5,89.6,103.1,6.15,253.9,32.52,49709.6,0.91,32311,1.197,8.26,-81.5,25.012,3.11,11.7
9/22/20,4:15:00,0,Biosphere 2,21.36,49715.7,49709.2,89.6,103.1,6.15,252.6,32.52,49709.8,0.34,32311,1.189,8.26,-81.5,25.006,3.11,11.7
9/22/20,4:30:00,0,Biosphere 2,14.53,49715.8,49711.4,89.5,103,6.15,253,32.53,49711.8,0.42,32313,1.191,8.25,-81.4,25.004,3.11,11.7
9/22/20,4:45:00,0,Biosphere 2,21.88,49709.8,49710,89.4,102.9,6.14,253.1,32.52,49710,1.19,32312,1.192,8.25,-81.4,25,3.11,11.7
9/22/20,5:00:00,0,Biosphere 2,23.09,49710.3,49713,89.4,102.9,6.14,253.9,32.53,49712.7,0.95,32313,1.191,8.25,-81.3,24.997,3.11,11.7
9/22/20,5:15:00,0,Biosphere 2,21.23,49706.6,49713.9,89.4,102.9,6.14,254.1,32.53,49713.2,1.09,32314,1.189,8.25,-81.3,24.993,3.11,11.7
9/22/20,5:30:00,0,Biosphere 2,23.77,49701.9,49714.4,89.2,102.6,6.13,253.9,32.53,49713.3,0.64,32314,1.2,8.25,-81.2,24.988,3.11,11.7
9/22/20,5:45:00,0,Biosphere 2,24.38,49709.2,49715.1,89.1,102.6,6.12,254.4,32.53,49714.6,1.26,32314,1.193,8.25,-81.2,24.994,3.11,11.7
9/22/20,6:00:00,0,Biosphere 2,19.44,49712.2,49714.3,89.3,102.8,6.14,252.4,32.53,49714.1,1.16,32314,1.186,8.25,-81.2,24.998,3.11,11.7
9/22/20,6:15:00,0,Biosphere 2,22.81,49711.6,49712.2,89.3,102.8,6.13,252.1,32.53,49712.2,1.23,32313,1.185,8.25,-81.2,24.999,3.11,11.7
9/22/20,6:30:00,0,Biosphere 2,26.74,49711.4,49711,89.3,102.7,6.13,252.2,32.53,49711.1,0.94,32312,1.2,8.25,-81.1,25,3.11,11.7
9/22/20,6:45:00,0,Biosphere 2,8.32,49709.2,49711.3,89.3,102.8,6.14,252.1,32.53,49711.1,0.52,32312,1.199,8.25,-81,24.998,3.11,11.7
9/22/20,7:00:00,0,Biosphere 2,22.46,49714.3,49713.7,89.3,102.8,6.13,252.9,32.53,49713.7,1.16,32314,1.2,8.25,-81,25.001,3.11,11.7
9/22/20,7:15:00,0,Biosphere 2,17.51,49714,49710.9,89.4,102.9,6.14,253.2,32.53,49711.2,0.43,32312,1.19,8.25,-81,25.003,3.11,11.7
9/22/20,7:30:00,0,Biosphere 2,19.08,49715.2,49714.7,89.5,103,6.14,252.7,32.53,49714.8,1.32,32315,1.192,8.25,-81,25,3.11,11.7
9/22/20,7:45:00,0,Biosphere 2,4.33,49714.8,49712.3,89.3,102.8,6.13,253.2,32.53,49712.5,0.33,32313,1.2,8.25,-80.9,25.002,3.11,11.7
9/22/20,8:00:00,0,Biosphere 2,17.96,49717,49713.7,89.6,103.1,6.15,253.6,32.53,49714,1.08,32314,1.182,8.24,-80.9,25.003,3.11,11.7
9/22/20,8:15:00,0,Biosphere 2,13.77,49713.7,49713.7,89.7,103.2,6.16,253.6,32.53,49713.7,0.5,32314,1.189,8.25,-80.9,25,3.11,11.7
9/22/20,8:30:00,0,Biosphere 2,28.16,49717.1,49715.4,90.1,103.7,6.19,254.6,32.53,49715.6,1.38,32315,1.185,8.25,-81,25.002,3.11,11.7
9/22/20,8:45:00,0,Biosphere 2,20.05,49714.6,49712.2,90.4,104.1,6.21,255.3,32.53,49712.4,1.4,32313,1.201,8.25,-80.9,25.002,3.11,11.7
9/22/20,9:00:00,0,Biosphere 2,25.61,49727,49715.3,91.1,104.9,6.26,254.8,32.53,49716.3,0.9,32316,1.199,8.25,-81,25.011,3.11,11.7
9/22/20,9:15:00,0,Biosphere 2,8.99,49730.7,49711.6,91.6,105.5,6.29,252.1,32.53,49713.4,0.37,32314,1.198,8.25,-81.1,25.018,3.11,11.7
9/22/20,9:30:00,0,Biosphere 2,19.32,49734.7,49710.6,92,105.8,6.31,252.4,32.53,49712.8,0.91,32313,1.19,8.25,-81.1,25.023,3.11,11.7
9/22/20,9:45:00,0,Biosphere 2,14.2,49747.3,49714.8,92.5,106.4,6.35,253.2,32.53,49717.8,1.03,32317,1.182,8.25,-81.2,25.031,3.11,11.7
9/22/20,10:00:00,0,Biosphere 2,25.02,49758.6,49711.6,93.1,107.1,6.39,254.2,32.53,49716,1.18,32315,1.19,8.25,-81.4,25.045,3.11,11.7
9/22/20,10:15:00,0,Biosphere 2,25.41,49770.1,49711.1,93.7,107.8,6.43,254.5,32.53,49716.6,1.05,32316,1.199,8.25,-81.4,25.056,3.11,11.7
9/22/20,10:30:00,0,Biosphere 2,17.84,49781.5,49710.9,94.2,108.4,6.46,254.9,32.53,49717.5,0.7,32316,1.184,8.26,-81.6,25.067,3.11,11.7
9/22/20,10:45:00,0,Biosphere 2,28.3,49787.1,49707.7,94.8,109.1,6.5,255.6,32.53,49715.1,1.37,32315,1.189,8.26,-81.6,25.076,3.11,11.7
9/22/20,11:00:00,0,Biosphere 2,15.25,49801.8,49708.1,95.6,110,6.56,255.7,32.53,49716.8,0.88,32316,1.188,8.26,-81.8,25.089,3.11,11.7
9/22/20,11:15:00,0,Biosphere 2,21.36,49820,49707.2,96.5,111.1,6.62,252.9,32.53,49717.8,0.52,32317,1.19,8.26,-82,25.108,3.11,11.7
9/22/20,11:30:00,0,Biosphere 2,17.32,49826.8,49705.9,96.8,111.4,6.64,251,32.53,49717.2,1.31,32316,1.182,8.27,-82.1,25.115,3.11,11.7
9/22/20,11:45:00,0,Biosphere 2,11.76,49840.7,49705.9,97.5,112.2,6.68,251.9,32.53,49718.5,0.42,32317,1.188,8.27,-82.2,25.129,3.11,11.7
