units=u:null;;;;|precision=i:6|min=d:-inf|max=d:+inf,,,,,,,
Ocean YSI_EXO3_Chlorophyll_RFU - Chlorophyll [RFU],,,,,,,
ID, TIMESTAMP, TRENDFLAGS, STATUS, VALUE, TRENDFLAGS_TAG, STATUS_TAG,
14121, 2022/01/22 08:30:07,0,0,0.531311, { }, {ok},
14122, 2022/01/22 08:45:07,0,0,0.562436, { }, {ok},
14123, 2022/01/22 09:00:07,0,0,0.605437, { }, {ok},
14124, 2022/01/22 09:15:07,0,0,0.54316, { }, {ok},
14125, 2022/01/22 09:30:07,0,0,0.582075, { }, {ok},
14126, 2022/01/22 09:45:07,0,0,0.582071, { }, {ok},
14127, 2022/01/22 10:00:07,0,0,0.554695, { }, {ok},
14128, 2022/01/22 10:15:00,0,0,0.613194, { }, {ok},
14129, 2022/01/22 10:30:07,0,0,0.554791, { }, {ok},
14130, 2022/01/22 10:45:07,0,0,0.593776, { }, {ok},
14131, 2022/01/22 11:00:07,0,0,0.601564, { }, {ok},
14132, 2022/01/22 11:15:06,0,0,0.566258, { }, {ok},
14133, 2022/01/22 11:30:06,0,0,0.566139, { }, {ok},
14134, 2022/01/22 11:45:07,0,0,0.562325, { }, {ok},
14135, 2022/01/22 12:00:07,0,0,0.593459, { }, {ok},
14136, 2022/01/22 12:15:07,0,0,0.612935, { }, {ok},
14137, 2022/01/22 12:30:07,0,0,0.628657, { }, {ok},
14138, 2022/01/22 12:45:07,0,0,0.601667, { }, {ok},
14139, 2022/01/22 13:00:07,0,0,0.55848, { }, {ok},
14140, 2022/01/22 13:15:07,0,0,0.585926, { }, {ok},
14141, 2022/01/22 13:30:07,0,0,0.535232, { }, {ok},
14142, 2022/01/22 13:45:07,0,0,0.625056, { }, {ok},
14143, 2022/01/22 14:00:07,0,0,0.609475, { }, {ok},
14144, 2022/01/22 14:15:07,0,0,0.574347, { }, {ok},
14145, 2022/01/22 14:30:07,0,0,0.550909, { }, {ok},
14146, 2022/01/22 14:45:06,0,0,0.554932, { }, {ok},
14147, 2022/01/22 15:00:07,0,0,0.531632, { }, {ok},
14148, 2022/01/22 15:15:07,0,0,0.597802, { }, {ok},
14149, 2022/01/22 15:30:07,0,0,0.494269, { }, {ok},
14150, 2022/01/22 15:45:07,0,0,0.554988, { }, {ok},
14151, 2022/01/22 16:00:07,0,0,0.586157, { }, {ok},
14152, 2022/01/22 16:15:07,0,0,0.554862, { }, {ok},
14153, 2022/01/22 16:30:07,0,0,0.547119, { }, {ok},
14154, 2022/01/22 16:45:07,0,0,0.519764, { }, {ok},
14155, 2022/01/22 17:00:07,0,0,0.562594, { }, {ok},
14156, 2022/01/22 17:15:06,0,0,0.546949, { }, {ok},
14157, 2022/01/22 17:30:06,0,0,0.546909, { }, {ok},
14158, 2022/01/22 17:45:06,0,0,0.523515, { }, {ok},
14159, 2022/01/22 18:00:06,0,0,0.546819, { }, {ok},
14160, 2022/01/22 18:15:07,0,0,0.542927, { }, {ok},
14161, 2022/01/22 18:30:07,0,0,0.511687, { }, {ok},
14162, 2022/01/22 18:45:06,0,0,0.519732, { }, {ok},
14163, 2022/01/22 19:00:06,0,0,0.542882, { }, {ok},
14164, 2022/01/22 19:15:07,0,0,0.531348, { }, {ok},
14165, 2022/01/22 19:30:06,0,0,0.554869, { }, {ok},
14166, 2022/01/22 19:45:06,0,0,0.586093, { }, {ok},
14167, 2022/01/22 20:00:06,0,0,0.558799, { }, {ok},
14168, 2022/01/22 20:15:06,0,0,0.515974, { }, {ok},
14169, 2022/01/22 20:30:06,0,0,0.508113, { }, {ok},
14170, 2022/01/22 20:45:06,0,0,0.500309, { }, {ok},
14171, 2022/01/22 21:00:07,0,0,0.494197, { }, {ok},
14172, 2022/01/22 21:15:06,0,0,0.490393, { }, {ok},
14173, 2022/01/22 21:30:07,0,0,0.496193, { }, {ok},
14174, 2022/01/22 21:45:07,0,0,0.511803, { }, {ok},
14175, 2022/01/22 22:00:06,0,0,0.562756, { }, {ok},
14176, 2022/01/22 22:15:07,0,0,0.543281, { }, {ok},
14177, 2022/01/22 22:30:07,0,0,0.498228, { }, {ok},
14178, 2022/01/22 22:45:07,0,0,0.478643, { }, {ok},
14179, 2022/01/22 23:00:07,0,0,0.520034, { }, {ok},
14180, 2022/01/22 23:15:07,0,0,0.523968, { }, {ok},
14181, 2022/01/22 23:30:07,0,0,0.562787, { }, {ok},
14182, 2022/01/22 23:45:07,0,0,0.551417, { }, {ok},
14183, 2022/01/23 00:00:07,0,0,0.490495, { }, {ok},
14184, 2022/01/23 00:15:07,0,0,0.490384, { }, {ok},
14185, 2022/01/23 00:30:07,0,0,0.504379, { }, {ok},
14186, 2022/01/23 00:45:07,0,0,0.52774, { }, {ok},
14187, 2022/01/23 01:00:07,0,0,0.547418, { }, {ok},
14188, 2022/01/23 01:15:07,0,0,0.551268, { }, {ok},
14189, 2022/01/23 01:30:07,0,0,0.523882, { }, {ok},
14190, 2022/01/23 01:45:07,0,0,0.559163, { }, {ok},
14191, 2022/01/23 02:00:07,0,0,0.524039, { }, {ok},
14192, 2022/01/23 02:15:07,0,0,0.469065, { }, {ok},
14193, 2022/01/23 02:30:07,0,0,0.523811, { }, {ok},
14194, 2022/01/23 02:45:07,0,0,0.500484, { }, {ok},
14195, 2022/01/23 03:00:07,0,0,0.488528, { }, {ok},
14196, 2022/01/23 03:15:07,0,0,0.531729, { }, {ok},
14197, 2022/01/23 03:30:06,0,0,0.504412, { }, {ok},
14198, 2022/01/23 03:45:07,0,0,0.519938, { }, {ok},
14199, 2022/01/23 04:00:07,0,0,0.539616, { }, {ok},
14200, 2022/01/23 04:15:07,0,0,0.49059, { }, {ok},
14201, 2022/01/23 04:30:07,0,0,0.516018, { }, {ok},
14202, 2022/01/23 04:45:06,0,0,0.500653, { }, {ok},
14203, 2022/01/23 05:00:06,0,0,0.488549, { }, {ok},
14204, 2022/01/23 05:15:07,0,0,0.500656, { }, {ok},
14205, 2022/01/23 05:30:07,0,0,0.488368, { }, {ok},
14206, 2022/01/23 05:45:07,0,0,0.531901, { }, {ok},
14207, 2022/01/23 06:00:07,0,0,0.539232, { }, {ok},
14208, 2022/01/23 06:15:06,0,0,0.473022, { }, {ok},
14209, 2022/01/23 06:30:06,0,0,0.523862, { }, {ok},
14210, 2022/01/23 06:45:07,0,0,0.523937, { }, {ok},
14211, 2022/01/23 07:00:07,0,0,0.58645, { }, {ok},
14212, 2022/01/23 07:15:07,0,0,0.574581, { }, {ok},
14213, 2022/01/23 07:30:06,0,0,0.606203, { }, {ok},
14214, 2022/01/23 07:45:06,0,0,0.543522, { }, {ok},
14215, 2022/01/23 08:00:06,0,0,0.605908, { }, {ok},
14216, 2022/01/23 08:15:07,0,0,0.676049, { }, {ok},
14217, 2022/01/23 08:30:07,0,0,0.629384, { }, {ok},
14218, 2022/01/23 08:45:07,0,0,0.598391, { }, {ok},
