Time,\\b2cdaqp\b2cdaq\DES_SAV_PLC.Ocean_Temp_Crabwalk_F,\\b2cdaqp\b2cdaq\DES_SAV_PLC.Ocean_Temp_C,\\b2cdaqp\b2cdaq\DES_SAV_PLC.Ocean_pH,\\b2cdaqp\b2cdaq\DES_SAV_PLC.Ocean_Salinity,\\b2cdaqp\b2cdaq\DES_SAV_PLC.Ocean_Conductivity,\\b2cdaqp\b2cdaq\DES_SAV_PLC.Ocean_ORP,\\b2cdaqp\b2cdaq\DES_SAV_PLC.Ocean_AlgaePE,\\b2cdaqp\b2cdaq\DES_SAV_PLC.Ocean_AlgaePC,\\b2cdaqp\b2cdaq\DES_SAV_PLC.Ocean_Chlorophyll
8/22/16 12:30,79.475,-5,0,0,0,-999,0,0,0
8/22/16 12:45,79.475,-5,0,0,0,-999,0,0,0
8/22/16 13:00,79.5313,-5,0,0,0,-999,0,0,0
8/22/16 13:15,79.5313,-5,0,0,0,-999,0,0,0
8/22/16 13:30,79.5313,-5,0,0,0,-999,0,0,0
8/22/16 13:45,79.5313,-5,0,0,0,-999,0,0,0
8/22/16 14:00,79.475,-5,0,0,0,-999,0,0,0
8/22/16 14:15,79.5313,-5,0,0,0,-999,0,0,0
8/22/16 14:30,79.5313,-5,0,0,0,-999,0,0,0
8/22/16 14:45,79.5313,-5,0,0,0,-999,0,0,0
8/22/16 15:00,79.5313,-5,0,0,0,-999,0,0,0
8/22/16 15:15,79.5313,-5,0,0,0,-999,0,0,0
8/22/16 15:30,79.5313,-5,0,0,0,-999,0,0,0
8/22/16 15:45,79.5313,-5,0,0,0,-999,0,0,0
8/22/16 16:00,79.5313,-5,0,0,0,-999,0,0,0
8/22/16 16:15,79.5313,-5,0,0,0,-999,0,0,0
8/22/16 16:30,79.5313,-5,0,0,0,-999,0,0,0
8/22/16 16:45,79.475,-5,0,0,0,-999,0,0,0
8/22/16 17:00,79.475,-5,0,0,0,-999,0,0,0
8/22/16 17:15,79.475,-5,0,0,0,-999,0,0,0
8/22/16 17:30,79.5313,-5,0,0,0,-999,0,0,0
8/22/16 17:45,79.475,-5,0,0,0,-999,0,0,0
8/22/16 18:00,79.4188,-5,0,0,0,-999,0,0,0
8/22/16 18:15,79.4188,-5,0,0,0,-999,0,0,0
8/22/16 18:30,79.4188,-5,0,0,0,-999,0,0,0
8/22/16 18:45,79.4188,-5,0,0,0,-999,0,0,0
8/22/16 19:00,79.4188,-5,0,0,0,-999,0,0,0
8/22/16 19:15,79.3625,-5,0,0,0,-999,0,0,0
8/22/16 19:30,79.3625,-5,0,0,0,-999,0,0,0
8/22/16 19:45,79.3625,-5,0,0,0,-999,0,0,0
8/22/16 20:00,79.3625,-5,0,0,0,-999,0,0,0
8/22/16 20:15,79.3625,-5,0,0,0,-999,0,0,0
8/22/16 20:30,79.3625,-5,0,0,0,-999,0,0,0
8/22/16 20:45,79.3063,-5,0,0,0,-999,0,0,0
8/22/16 21:00,79.3063,-5,0,0,0,-999,0,0,0
8/22/16 21:15,79.3625,-5,0,0,0,-999,0,0,0
8/22/16 21:30,79.3063,-5,0,0,0,-999,0,0,0
8/22/16 21:45,79.3063,-5,0,0,0,-999,0,0,0
8/22/16 22:00,79.3063,-5,0,0,0,-999,0,0,0
8/22/16 22:15,79.3063,-5,0,0,0,-999,0,0,0
8/22/16 22:30,79.25,-5,0,0,0,-999,0,0,0
8/22/16 22:45,79.3063,-5,0,0,0,-999,0,0,0
8/22/16 23:00,79.3063,-5,0,0,0,-999,0,0,0
8/22/16 23:15,79.3063,-5,0,0,0,-999,0,0,0
8/22/16 23:30,79.25,-5,0,0,0,-999,0,0,0
8/22/16 23:45,79.25,-5,0,0,0,-999,0,0,0
8/23/16 0:00,79.1938,-5,0,0,0,-999,0,0,0
8/23/16 0:15,79.25,-5,0,0,0,-999,0,0,0
8/23/16 0:30,79.25,-5,0,0,0,-999,0,0,0
8/23/16 0:45,79.25,-5,0,0,0,-999,0,0,0
8/23/16 1:00,79.1938,-5,0,0,0,-999,0,0,0
8/23/16 1:15,79.1938,-5,0,0,0,-999,0,0,0
8/23/16 1:30,79.1938,-5,0,0,0,-999,0,0,0
8/23/16 1:45,79.1938,-5,0,0,0,-999,0,0,0
8/23/16 2:00,79.1938,-5,0,0,0,-999,0,0,0
8/23/16 2:15,79.1938,-5,0,0,0,-999,0,0,0
8/23/16 2:30,79.1938,-5,0,0,0,-999,0,0,0
8/23/16 2:45,79.1375,-5,0,0,0,-999,0,0,0
8/23/16 3:00,79.1938,-5,0,0,0,-999,0,0,0
8/23/16 3:15,79.1375,-5,0,0,0,-999,0,0,0
8/23/16 3:30,79.1375,-5,0,0,0,-999,0,0,0
8/23/16 3:45,79.0812,-5,0,0,0,-999,0,0,0
8/23/16 4:00,79.1375,-5,0,0,0,-999,0,0,0
8/23/16 4:15,79.1375,-5,0,0,0,-999,0,0,0
8/23/16 4:30,79.1375,-5,0,0,0,-999,0,0,0
8/23/16 4:45,79.1375,-5,0,0,0,-999,0,0,0
8/23/16 5:00,79.0812,-5,0,0,0,-999,0,0,0
8/23/16 5:15,79.0812,-5,0,0,0,-999,0,0,0
8/23/16 5:30,79.0812,-5,0,0,0,-999,0,0,0
8/23/16 5:45,79.0812,-5,0,0,0,-999,0,0,0
8/23/16 6:00,79.0812,-5,0,0,0,-999,0,0,0
8/23/16 6:15,79.0812,-5,0,0,0,-999,0,0,0
8/23/16 6:30,79.025,-5,0,0,0,-999,0,0,0
8/23/16 6:45,79.0812,-5,0,0,0,-999,0,0,0
8/23/16 7:00,79.025,-5,0,0,0,-999,0,0,0
8/23/16 7:15,78.9688,-5,0,0,0,-999,0,0,0
8/23/16 7:30,78.9688,-5,0,0,0,-999,0,0,0
8/23/16 7:45,78.9688,-5,0,0,0,-999,0,0,0
8/23/16 8:00,79.025,-5,0,0,0,-999,0,0,0
8/23/16 8:15,78.9688,-5,0,0,0,-999,0,0,0
8/23/16 8:30,78.9688,-5,0,0,0,-999,0,0,0
8/23/16 8:45,78.9688,-5,0,0,0,-999,0,0,0
8/23/16 9:00,78.9688,-5,0,0,0,-999,0,0,0
8/23/16 9:15,79.025,-5,0,0,0,-999,0,0,0
8/23/16 9:30,79.025,-5,0,0,0,-999,0,0,0
8/23/16 9:45,79.0812,-5,0,0,0,-999,0,0,0
8/23/16 10:00,79.025,-5,0,0,0,-999,0,0,0
8/23/16 10:15,79.0812,-5,0,0,0,-999,0,0,0
8/23/16 10:30,79.0812,-5,0,0,0,-999,0,0,0
8/23/16 10:45,79.1375,-5,0,0,0,-999,0,0,0
8/23/16 11:00,79.1375,-5,0,0,0,-999,0,0,0
8/23/16 11:15,79.1375,-5,0,0,0,-999,0,0,0
8/23/16 11:30,79.1375,-5,0,0,0,-999,0,0,0
8/23/16 11:45,79.1938,-5,0,0,0,-999,0,0,0
8/23/16 12:00,79.1938,-5,0,0,0,-999,0,0,0
8/23/16 12:15,79.1938,-5,0,0,0,-999,0,0,0
8/23/16 12:30,79.25,-5,0,0,0,-999,0,0,0
8/23/16 12:45,79.1938,-5,0,0,0,-999,0,0,0
8/23/16 13:00,79.1938,-5,0,0,0,-999,0,0,0
8/23/16 13:15,79.25,-5,0,0,0,-999,0,0,0
8/23/16 13:30,79.25,-5,0,0,0,-999,0,0,0
8/23/16 13:45,79.25,-5,0,0,0,-999,0,0,0
8/23/16 14:00,79.3063,-5,0,0,0,-999,0,0,0
8/23/16 14:15,79.3063,-5,0,0,0,-999,0,0,0
8/23/16 14:30,79.3063,-5,0,0,0,-999,0,0,0
8/23/16 14:45,79.3063,-5,0,0,0,-999,0,0,0
8/23/16 15:00,79.3063,-5,0,0,0,-999,0,0,0
8/23/16 15:15,79.3063,-5,0,0,0,-999,0,0,0
8/23/16 15:30,79.3063,-5,0,0,0,-999,0,0,0
8/23/16 15:45,79.3063,-5,0,0,0,-999,0,0,0
8/23/16 16:00,79.3063,-5,0,0,0,-999,0,0,0
8/23/16 16:15,79.3063,-5,0,0,0,-999,0,0,0
8/23/16 16:30,79.3063,-5,0,0,0,-999,0,0,0
8/23/16 16:45,79.3063,-5,0,0,0,-999,0,0,0
8/23/16 17:00,79.3063,-5,0,0,0,-999,0,0,0
8/23/16 17:15,79.3063,-5,0,0,0,-999,0,0,0
8/23/16 17:30,79.3063,-5,0,0,0,-999,0,0,0
8/23/16 17:45,79.25,-5,0,0,0,-999,0,0,0
8/23/16 18:00,79.25,-5,0,0,0,-999,0,0,0
8/23/16 18:15,79.25,-5,0,0,0,-999,0,0,0
8/23/16 18:30,79.25,-5,0,0,0,-999,0,0,0
8/23/16 18:45,79.1938,-5,0,0,0,-999,0,0,0
8/23/16 19:00,79.1938,-5,0,0,0,-999,0,0,0
8/23/16 19:15,79.1938,-5,0,0,0,-999,0,0,0
8/23/16 19:30,79.1375,-5,0,0,0,-999,0,0,0
8/23/16 19:45,79.1938,-5,0,0,0,-999,0,0,0
8/23/16 20:00,79.1375,-5,0,0,0,-999,0,0,0
8/23/16 20:15,79.1938,-5,0,0,0,-999,0,0,0
8/23/16 20:30,79.1375,-5,0,0,0,-999,0,0,0
8/23/16 20:45,79.1375,-5,0,0,0,-999,0,0,0
8/23/16 21:00,79.0812,-5,0,0,0,-999,0,0,0
8/23/16 21:15,79.1375,-5,0,0,0,-999,0,0,0
8/23/16 21:30,79.1375,-5,0,0,0,-999,0,0,0
8/23/16 21:45,79.1375,-5,0,0,0,-999,0,0,0
8/23/16 22:00,79.1375,-5,0,0,0,-999,0,0,0
8/23/16 22:15,79.0812,-5,0,0,0,-999,0,0,0
8/23/16 22:30,79.0812,-5,0,0,0,-999,0,0,0
8/23/16 22:45,79.0812,-5,0,0,0,-999,0,0,0
8/23/16 23:00,79.0812,-5,0,0,0,-999,0,0,0
8/23/16 23:15,79.0812,-5,0,0,0,-999,0,0,0
8/23/16 23:30,79.0812,-5,0,0,0,-999,0,0,0
8/23/16 23:45,79.0812,-5,0,0,0,-999,0,0,0
8/24/16 0:00,79.025,-5,0,0,0,-999,0,0,0
8/24/16 0:15,79.025,-5,0,0,0,-999,0,0,0
8/24/16 0:30,79.0812,-5,0,0,0,-999,0,0,0
8/24/16 0:45,79.025,-5,0,0,0,-999,0,0,0
8/24/16 1:00,79.025,-5,0,0,0,-999,0,0,0
8/24/16 1:15,79.025,-5,0,0,0,-999,0,0,0
8/24/16 1:30,78.9688,-5,0,0,0,-999,0,0,0
8/24/16 1:45,78.9688,-5,0,0,0,-999,0,0,0
8/24/16 2:00,78.9688,-5,0,0,0,-999,0,0,0
8/24/16 2:15,78.9688,-5,0,0,0,-999,0,0,0
8/24/16 2:30,78.9688,-5,0,0,0,-999,0,0,0
8/24/16 2:45,78.9688,-5,0,0,0,-999,0,0,0
8/24/16 3:00,78.9688,-5,0,0,0,-999,0,0,0
8/24/16 3:15,78.9688,-5,0,0,0,-999,0,0,0
8/24/16 3:30,78.9688,-5,0,0,0,-999,0,0,0
8/24/16 3:45,78.9125,-5,0,0,0,-999,0,0,0
8/24/16 4:00,78.9125,-5,0,0,0,-999,0,0,0
8/24/16 4:15,78.9125,-5,0,0,0,-999,0,0,0
8/24/16 4:30,78.9125,-5,0,0,0,-999,0,0,0
8/24/16 4:45,78.9125,-5,0,0,0,-999,0,0,0
8/24/16 5:00,78.9125,-5,0,0,0,-999,0,0,0
8/24/16 5:15,78.9125,-5,0,0,0,-999,0,0,0
8/24/16 5:30,78.9125,-5,0,0,0,-999,0,0,0
8/24/16 5:45,78.8563,-5,0,0,0,-999,0,0,0
8/24/16 6:00,78.8563,-5,0,0,0,-999,0,0,0
8/24/16 6:15,78.8,-5,0,0,0,-999,0,0,0
8/24/16 6:30,78.8,-5,0,0,0,-999,0,0,0
8/24/16 6:45,78.8,-5,0,0,0,-999,0,0,0
8/24/16 7:00,78.8,-5,0,0,0,-999,0,0,0
8/24/16 7:15,78.7438,-5,0,0,0,-999,0,0,0
8/24/16 7:30,78.7438,-5,0,0,0,-999,0,0,0
8/24/16 7:45,78.7438,-5,0,0,0,-999,0,0,0
8/24/16 8:00,78.7438,-5,0,0,0,-999,0,0,0
8/24/16 8:15,78.7438,-5,0,0,0,-999,0,0,0
8/24/16 8:30,78.7438,-5,0,0,0,-999,0,0,0
8/24/16 8:45,78.7438,-5,0,0,0,-999,0,0,0
8/24/16 9:00,78.8,-5,0,0,0,-999,0,0,0
8/24/16 9:15,78.8,-5,0,0,0,-999,0,0,0
8/24/16 9:30,78.8,-5,0,0,0,-999,0,0,0
8/24/16 9:45,78.8,-5,0,0,0,-999,0,0,0
8/24/16 10:00,78.8,-5,0,0,0,-999,0,0,0
8/24/16 10:15,78.8563,-5,0,0,0,-999,0,0,0
8/24/16 10:30,78.8563,-5,0,0,0,-999,0,0,0
8/24/16 10:45,78.8563,-5,0,0,0,-999,0,0,0
8/24/16 11:00,78.9125,-5,0,0,0,-999,0,0,0
8/24/16 11:15,78.9125,-5,0,0,0,-999,0,0,0
8/24/16 11:30,78.9688,-5,0,0,0,-999,0,0,0
8/24/16 11:45,78.9688,-5,0,0,0,-999,0,0,0
8/24/16 12:00,79.025,-5,0,0,0,-999,0,0,0
8/24/16 12:15,79.025,-5,0,0,0,-999,0,0,0
8/24/16 12:30,79.0812,-5,0,0,0,-999,0,0,0
8/24/16 12:45,79.0812,-5,0,0,0,-999,0,0,0
8/24/16 13:00,79.1375,-5,0,0,0,-999,0,0,0
8/24/16 13:15,79.1375,-5,0,0,0,-999,0,0,0
8/24/16 13:30,79.1375,-5,0,0,0,-999,0,0,0
8/24/16 13:45,79.1375,-5,0,0,0,-999,0,0,0
8/24/16 14:00,79.1938,-5,0,0,0,-999,0,0,0
8/24/16 14:15,79.1938,-5,0,0,0,-999,0,0,0
8/24/16 14:30,79.1938,-5,0,0,0,-999,0,0,0
8/24/16 14:45,79.1938,-5,0,0,0,-999,0,0,0
8/24/16 15:00,79.1938,-5,0,0,0,-999,0,0,0
8/24/16 15:15,79.25,-5,0,0,0,-999,0,0,0
8/24/16 15:30,79.1938,-5,0,0,0,-999,0,0,0
8/24/16 15:45,79.1938,-5,0,0,0,-999,0,0,0
8/24/16 16:00,79.1938,-5,0,0,0,-999,0,0,0
8/24/16 16:15,79.1938,-5,0,0,0,-999,0,0,0
8/24/16 16:30,79.1938,-5,0,0,0,-999,0,0,0
8/24/16 16:45,79.1938,-5,0,0,0,-999,0,0,0
8/24/16 17:00,79.1938,-5,0,0,0,-999,0,0,0
8/24/16 17:15,79.1938,-5,0,0,0,-999,0,0,0
8/24/16 17:30,79.1938,-5,0,0,0,-999,0,0,0
8/24/16 17:45,79.1938,-5,0,0,0,-999,0,0,0
8/24/16 18:00,79.1938,-5,0,0,0,-999,0,0,0
8/24/16 18:15,79.1375,-5,0,0,0,-999,0,0,0
8/24/16 18:30,79.1375,-5,0,0,0,-999,0,0,0
8/24/16 18:45,79.1375,-5,0,0,0,-999,0,0,0
8/24/16 19:00,79.1375,-5,0,0,0,-999,0,0,0
8/24/16 19:15,79.1375,-5,0,0,0,-999,0,0,0
8/24/16 19:30,79.1375,-5,0,0,0,-999,0,0,0
8/24/16 19:45,79.1375,-5,0,0,0,-999,0,0,0
8/24/16 20:00,79.1375,-5,0,0,0,-999,0,0,0
8/24/16 20:15,79.1375,-5,0,0,0,-999,0,0,0
8/24/16 20:30,79.1375,-5,0,0,0,-999,0,0,0
8/24/16 20:45,79.1375,-5,0,0,0,-999,0,0,0
8/24/16 21:00,79.0812,-5,0,0,0,-999,0,0,0
8/24/16 21:15,79.0812,-5,0,0,0,-999,0,0,0
8/24/16 21:30,79.1375,-5,0,0,0,-999,0,0,0
8/24/16 21:45,79.0812,-5,0,0,0,-999,0,0,0
8/24/16 22:00,79.0812,-5,0,0,0,-999,0,0,0
8/24/16 22:15,79.0812,-5,0,0,0,-999,0,0,0
8/24/16 22:30,79.0812,-5,0,0,0,-999,0,0,0
8/24/16 22:45,79.0812,-5,0,0,0,-999,0,0,0
8/24/16 23:00,79.0812,-5,0,0,0,-999,0,0,0
8/24/16 23:15,79.025,-5,0,0,0,-999,0,0,0
8/24/16 23:30,79.025,-5,0,0,0,-999,0,0,0
8/24/16 23:45,79.025,-5,0,0,0,-999,0,0,0
8/25/16 0:00,79.0812,-5,0,0,0,-999,0,0,0
8/25/16 0:15,79.025,-5,0,0,0,-999,0,0,0
8/25/16 0:30,79.025,-5,0,0,0,-999,0,0,0
8/25/16 0:45,78.9688,-5,0,0,0,-999,0,0,0
8/25/16 1:00,79.025,-5,0,0,0,-999,0,0,0
8/25/16 1:15,79.025,-5,0,0,0,-999,0,0,0
8/25/16 1:30,78.9688,-5,0,0,0,-999,0,0,0
8/25/16 1:45,78.9688,-5,0,0,0,-999,0,0,0
8/25/16 2:00,78.9688,-5,0,0,0,-999,0,0,0
8/25/16 2:15,78.9688,-5,0,0,0,-999,0,0,0
8/25/16 2:30,78.9688,-5,0,0,0,-999,0,0,0
8/25/16 2:45,78.9688,-5,0,0,0,-999,0,0,0
8/25/16 3:00,78.9688,-5,0,0,0,-999,0,0,0
8/25/16 3:15,78.9125,-5,0,0,0,-999,0,0,0
8/25/16 3:30,78.9125,-5,0,0,0,-999,0,0,0
8/25/16 3:45,78.9125,-5,0,0,0,-999,0,0,0
8/25/16 4:00,78.9125,-5,0,0,0,-999,0,0,0
8/25/16 4:15,78.9125,-5,0,0,0,-999,0,0,0
8/25/16 4:30,78.9125,-5,0,0,0,-999,0,0,0
8/25/16 4:45,78.8563,-5,0,0,0,-999,0,0,0
8/25/16 5:00,78.8563,-5,0,0,0,-999,0,0,0
8/25/16 5:15,78.9125,-5,0,0,0,-999,0,0,0
8/25/16 5:30,78.8563,-5,0,0,0,-999,0,0,0
8/25/16 5:45,78.8563,-5,0,0,0,-999,0,0,0
8/25/16 6:00,78.8563,-5,0,0,0,-999,0,0,0
8/25/16 6:15,78.8563,-5,0,0,0,-999,0,0,0
8/25/16 6:30,78.8563,-5,0,0,0,-999,0,0,0
8/25/16 6:45,78.8563,-5,0,0,0,-999,0,0,0
8/25/16 7:00,78.8563,-5,0,0,0,-999,0,0,0
8/25/16 7:15,78.8563,-5,0,0,0,-999,0,0,0
8/25/16 7:30,78.8,-5,0,0,0,-999,0,0,0
8/25/16 7:45,78.8563,-5,0,0,0,-999,0,0,0
8/25/16 8:00,78.8,-5,0,0,0,-999,0,0,0
8/25/16 8:15,78.8,-5,0,0,0,-999,0,0,0
8/25/16 8:30,78.8,-5,0,0,0,-999,0,0,0
8/25/16 8:45,78.8563,-5,0,0,0,-999,0,0,0
8/25/16 9:00,78.8,-5,0,0,0,-999,0,0,0
8/25/16 9:15,78.8563,-5,0,0,0,-999,0,0,0
8/25/16 9:30,78.8563,-5,0,0,0,-999,0,0,0
8/25/16 9:45,78.8563,-5,0,0,0,-999,0,0,0
8/25/16 10:00,78.8563,-5,0,0,0,-999,0,0,0
8/25/16 10:15,78.9125,-5,0,0,0,-999,0,0,0
8/25/16 10:30,78.9125,-5,0,0,0,-999,0,0,0
8/25/16 10:45,78.9125,-5,0,0,0,-999,0,0,0
8/25/16 11:00,78.9688,-5,0,0,0,-999,0,0,0
8/25/16 11:15,78.9688,-5,0,0,0,-999,0,0,0
8/25/16 11:30,79.025,-5,0,0,0,-999,0,0,0
8/25/16 11:45,79.025,-5,0,0,0,-999,0,0,0
8/25/16 12:00,79.0812,-5,0,0,0,-999,0,0,0
8/25/16 12:15,79.0812,-5,0,0,0,-999,0,0,0
8/25/16 12:30,79.0812,-5,0,0,0,-999,0,0,0
8/25/16 12:45,79.0812,-5,0,0,0,-999,0,0,0
8/25/16 13:00,79.1375,-5,0,0,0,-999,0,0,0
8/25/16 13:15,79.1938,-5,0,0,0,-999,0,0,0
8/25/16 13:30,79.1375,-5,0,0,0,-999,0,0,0
8/25/16 13:45,79.1938,-5,0,0,0,-999,0,0,0
8/25/16 14:00,79.1938,-5,0,0,0,-999,0,0,0
8/25/16 14:15,79.25,-5,0,0,0,-999,0,0,0
8/25/16 14:30,79.1938,-5,0,0,0,-999,0,0,0
8/25/16 14:45,79.25,-5,0,0,0,-999,0,0,0
8/25/16 15:00,79.25,-5,0,0,0,-999,0,0,0
8/25/16 15:15,79.25,-5,0,0,0,-999,0,0,0
8/25/16 15:30,79.25,-5,0,0,0,-999,0,0,0
8/25/16 15:45,79.25,-5,0,0,0,-999,0,0,0
8/25/16 16:00,79.25,-5,0,0,0,-999,0,0,0
8/25/16 16:15,79.25,-5,0,0,0,-999,0,0,0
8/25/16 16:30,79.25,-5,0,0,0,-999,0,0,0
8/25/16 16:45,79.25,-5,0,0,0,-999,0,0,0
8/25/16 17:00,79.25,-5,0,0,0,-999,0,0,0
8/25/16 17:15,79.25,-5,0,0,0,-999,0,0,0
8/25/16 17:30,79.1938,-5,0,0,0,-999,0,0,0
8/25/16 17:45,79.1938,-5,0,0,0,-999,0,0,0
8/25/16 18:00,79.1938,-5,0,0,0,-999,0,0,0
8/25/16 18:15,79.1938,-5,0,0,0,-999,0,0,0
8/25/16 18:30,79.1938,-5,0,0,0,-999,0,0,0
8/25/16 18:45,79.1938,-5,0,0,0,-999,0,0,0
8/25/16 19:00,79.1938,-5,0,0,0,-999,0,0,0
8/25/16 19:15,79.1938,-5,0,0,0,-999,0,0,0
8/25/16 19:30,79.1938,-5,0,0,0,-999,0,0,0
8/25/16 19:45,79.1938,-5,0,0,0,-999,0,0,0
8/25/16 20:00,79.1938,-5,0,0,0,-999,0,0,0
8/25/16 20:15,79.1938,-5,0,0,0,-999,0,0,0
8/25/16 20:30,79.1938,-5,0,0,0,-999,0,0,0
8/25/16 20:45,79.1938,-5,0,0,0,-999,0,0,0
8/25/16 21:00,79.1938,-5,0,0,0,-999,0,0,0
8/25/16 21:15,79.1375,-5,0,0,0,-999,0,0,0
8/25/16 21:30,79.1375,-5,0,0,0,-999,0,0,0
8/25/16 21:45,79.1375,-5,0,0,0,-999,0,0,0
8/25/16 22:00,79.1375,-5,0,0,0,-999,0,0,0
8/25/16 22:15,79.1375,-5,0,0,0,-999,0,0,0
8/25/16 22:30,79.0812,-5,0,0,0,-999,0,0,0
8/25/16 22:45,79.1938,-5,0,0,0,-999,0,0,0
8/25/16 23:00,79.1375,-5,0,0,0,-999,0,0,0
8/25/16 23:15,79.1375,-5,0,0,0,-999,0,0,0
8/25/16 23:30,79.1375,-5,0,0,0,-999,0,0,0
8/25/16 23:45,79.025,-5,0,0,0,-999,0,0,0
8/26/16 0:00,79.1375,-5,0,0,0,-999,0,0,0
8/26/16 0:15,79.1375,-5,0,0,0,-999,0,0,0
8/26/16 0:30,79.0812,-5,0,0,0,-999,0,0,0
8/26/16 0:45,79.0812,-5,0,0,0,-999,0,0,0
8/26/16 1:00,79.0812,-5,0,0,0,-999,0,0,0
8/26/16 1:15,79.0812,-5,0,0,0,-999,0,0,0
8/26/16 1:30,79.0812,-5,0,0,0,-999,0,0,0
8/26/16 1:45,79.0812,-5,0,0,0,-999,0,0,0
8/26/16 2:00,79.0812,-5,0,0,0,-999,0,0,0
8/26/16 2:15,79.0812,-5,0,0,0,-999,0,0,0
8/26/16 2:30,79.025,-5,0,0,0,-999,0,0,0
8/26/16 2:45,79.0812,-5,0,0,0,-999,0,0,0
8/26/16 3:00,79.025,-5,0,0,0,-999,0,0,0
8/26/16 3:15,79.025,-5,0,0,0,-999,0,0,0
8/26/16 3:30,79.025,-5,0,0,0,-999,0,0,0
8/26/16 3:45,79.025,-5,0,0,0,-999,0,0,0
8/26/16 4:00,79.025,-5,0,0,0,-999,0,0,0
8/26/16 4:15,78.9688,-5,0,0,0,-999,0,0,0
8/26/16 4:30,78.9688,-5,0,0,0,-999,0,0,0
8/26/16 4:45,78.9688,-5,0,0,0,-999,0,0,0
8/26/16 5:00,78.9688,-5,0,0,0,-999,0,0,0
8/26/16 5:15,78.9688,-5,0,0,0,-999,0,0,0
8/26/16 5:30,78.9688,-5,0,0,0,-999,0,0,0
8/26/16 5:45,78.9688,-5,0,0,0,-999,0,0,0
8/26/16 6:00,78.9688,-5,0,0,0,-999,0,0,0
8/26/16 6:15,78.9688,-5,0,0,0,-999,0,0,0
8/26/16 6:30,78.9125,-5,0,0,0,-999,0,0,0
8/26/16 6:45,78.9125,-5,0,0,0,-999,0,0,0
8/26/16 7:00,78.9125,-5,0,0,0,-999,0,0,0
8/26/16 7:15,78.9125,-5,0,0,0,-999,0,0,0
8/26/16 7:30,78.9125,-5,0,0,0,-999,0,0,0
8/26/16 7:45,78.9125,-5,0,0,0,-999,0,0,0
8/26/16 8:00,78.8563,-5,0,0,0,-999,0,0,0
8/26/16 8:15,78.8563,-5,0,0,0,-999,0,0,0
8/26/16 8:30,78.8563,-5,0,0,0,-999,0,0,0
8/26/16 8:45,78.8563,-5,0,0,0,-999,0,0,0
8/26/16 9:00,78.9125,-5,0,0,0,-999,0,0,0
8/26/16 9:15,78.9125,-5,0,0,0,-999,0,0,0
8/26/16 9:30,78.8563,-5,0,0,0,-999,0,0,0
8/26/16 9:45,78.9125,-5,0,0,0,-999,0,0,0
8/26/16 10:00,78.9125,-5,0,0,0,-999,0,0,0
8/26/16 10:15,78.9125,-5,0,0,0,-999,0,0,0
8/26/16 10:30,78.9688,-5,0,0,0,-999,0,0,0
8/26/16 10:45,78.9688,-5,0,0,0,-999,0,0,0
8/26/16 11:00,79.025,-5,0,0,0,-999,0,0,0
8/26/16 11:15,79.025,-5,0,0,0,-999,0,0,0
8/26/16 11:30,79.025,-5,0,0,0,-999,0,0,0
8/26/16 11:45,79.0812,-5,0,0,0,-999,0,0,0
8/26/16 12:00,79.0812,-5,0,0,0,-999,0,0,0
8/26/16 12:15,79.0812,-5,0,0,0,-999,0,0,0
8/26/16 12:30,79.1375,-5,0,0,0,-999,0,0,0
8/26/16 12:45,79.1375,-5,0,0,0,-999,0,0,0
8/26/16 13:00,79.1938,-5,0,0,0,-999,0,0,0
8/26/16 13:15,79.1938,-5,0,0,0,-999,0,0,0
8/26/16 13:30,79.1938,-5,0,0,0,-999,0,0,0
8/26/16 13:45,79.1938,-5,0,0,0,-999,0,0,0
8/26/16 14:00,79.1938,-5,0,0,0,-999,0,0,0
8/26/16 14:15,79.1938,-5,0,0,0,-999,0,0,0
8/26/16 14:30,79.1938,-5,0,0,0,-999,0,0,0
8/26/16 14:45,79.1938,-5,0,0,0,-999,0,0,0
8/26/16 15:00,79.1938,-5,0,0,0,-999,0,0,0
8/26/16 15:15,79.1375,-5,0,0,0,-999,0,0,0
8/26/16 15:30,79.1375,-5,0,0,0,-999,0,0,0
8/26/16 15:45,79.1375,-5,0,0,0,-999,0,0,0
8/26/16 16:00,79.1375,-5,0,0,0,-999,0,0,0
8/26/16 16:15,79.1375,-5,0,0,0,-999,0,0,0
8/26/16 16:30,79.1375,-5,0,0,0,-999,0,0,0
8/26/16 16:45,79.1375,-5,0,0,0,-999,0,0,0
8/26/16 17:00,79.1375,-5,0,0,0,-999,0,0,0
8/26/16 17:15,79.0812,-5,0,0,0,-999,0,0,0
8/26/16 17:30,79.1375,-5,0,0,0,-999,0,0,0
8/26/16 17:45,79.0812,-5,0,0,0,-999,0,0,0
8/26/16 18:00,79.0812,-5,0,0,0,-999,0,0,0
8/26/16 18:15,79.0812,-5,0,0,0,-999,0,0,0
8/26/16 18:30,79.0812,-5,0,0,0,-999,0,0,0
8/26/16 18:45,79.0812,-5,0,0,0,-999,0,0,0
8/26/16 19:00,79.0812,-5,0,0,0,-999,0,0,0
8/26/16 19:15,79.025,-5,0,0,0,-999,0,0,0
8/26/16 19:30,79.025,-5,0,0,0,-999,0,0,0
8/26/16 19:45,79.025,-5,0,0,0,-999,0,0,0
8/26/16 20:00,79.025,-5,0,0,0,-999,0,0,0
