Time,\\b2cdaqp\b2cdaq\DES_SAV_PLC.Ocean_Temp_Crabwalk_F,\\b2cdaqp\b2cdaq\DES_SAV_PLC.Ocean_Temp_C,\\b2cdaqp\b2cdaq\DES_SAV_PLC.Ocean_pH,\\b2cdaqp\b2cdaq\DES_SAV_PLC.Ocean_Salinity,\\b2cdaqp\b2cdaq\DES_SAV_PLC.Ocean_Conductivity,\\b2cdaqp\b2cdaq\DES_SAV_PLC.Ocean_ORP,\\b2cdaqp\b2cdaq\DES_SAV_PLC.Ocean_AlgaePE,\\b2cdaqp\b2cdaq\DES_SAV_PLC.Ocean_AlgaePC,\\b2cdaqp\b2cdaq\DES_SAV_PLC.Ocean_Chlorophyll
7/25/16 19:45,79.8125,26.6,7.7,25.4,41.2,122,1,6,0
7/25/16 20:00,79.8125,26.6,7.7,25.4,41.2,123,2,7,0
7/25/16 20:15,79.8688,26.6,7.7,25.4,41.2,122,2,8,0
7/25/16 20:30,79.8125,26.6,7.7,25.4,41.2,122,1,6,0
7/25/16 20:45,79.8125,26.6,7.7,25.4,41.2,121,2,6,0
7/25/16 21:00,79.8125,26.6,7.7,25.5,41.2,121,2,7,0
7/25/16 21:15,79.8125,26.6,7.7,25.5,41.3,121,2,6,0
7/25/16 21:30,79.8125,26.6,7.7,25.5,41.3,121,2,5,0
7/25/16 21:45,79.8125,26.6,7.7,25.5,41.3,121,2,7,0
7/25/16 22:00,79.8125,26.6,7.7,25.6,41.3,121,2,6,0
7/25/16 22:15,79.8688,26.6,7.7,25.6,41.4,121,1,6,0
7/25/16 22:30,79.8125,26.6,7.7,25.6,41.4,121,2,7,0
7/25/16 22:45,79.8125,26.6,7.7,25.6,41.4,121,3,6,0
7/25/16 23:00,79.8125,26.6,7.7,25.6,41.4,121,2,6,0
7/25/16 23:15,79.8125,26.6,7.7,25.6,41.4,121,2,6,0
7/25/16 23:30,79.8125,26.6,7.7,25.6,41.4,120,3,6,0
7/25/16 23:45,79.7563,26.6,7.7,25.6,41.4,120,2,6,0
7/26/16 0:00,79.8125,26.6,7.7,25.6,41.4,120,3,7,0
7/26/16 0:15,79.8125,26.6,7.7,25.6,41.4,119,2,7,0
7/26/16 0:30,79.8125,26.6,7.7,25.6,41.4,120,2,5,0
7/26/16 0:45,79.7563,26.6,7.7,25.6,41.4,120,2,8,0
7/26/16 1:00,79.7563,26.6,7.7,25.6,41.4,120,2,6,0
7/26/16 1:15,79.7563,26.6,7.7,25.6,41.4,119,2,7,0
7/26/16 1:30,79.7563,26.6,7.7,25.6,41.4,119,3,6,0
7/26/16 1:45,79.7563,26.6,7.7,25.6,41.4,119,2,5,0
7/26/16 2:00,79.7563,26.6,7.7,25.6,41.4,118,2,8,0
7/26/16 2:15,79.7563,26.6,7.7,25.6,41.4,119,2,6,0
7/26/16 2:30,79.7563,26.6,7.7,25.6,41.4,118,2,6,0
7/26/16 2:45,79.7563,26.6,7.7,25.6,41.4,119,2,7,0
7/26/16 3:00,79.7563,26.5,7.7,25.6,41.4,119,2,6,0
7/26/16 3:15,79.7,26.5,7.7,25.6,41.4,121,3,6,0
7/26/16 3:30,79.7563,26.5,7.7,25.6,41.4,121,2,5,0
7/26/16 3:45,79.7,26.5,7.7,25.6,41.3,119,2,7,0
7/26/16 4:00,79.7,26.5,7.7,25.6,41.4,118,2,6,0
7/26/16 4:15,79.7,26.5,7.7,25.6,41.4,118,2,5,0
7/26/16 4:30,79.7,26.5,7.7,25.6,41.3,118,4,6,0
7/26/16 4:45,79.7,26.5,7.7,25.6,41.3,118,2,4,0
7/26/16 5:00,79.7,26.5,7.7,25.6,41.3,119,2,6,0
7/26/16 5:15,79.7,26.5,7.7,25.6,41.3,119,2,6,0
7/26/16 5:30,79.7,26.5,7.7,25.6,41.3,118,2,7,0
7/26/16 5:45,79.7,26.5,7.7,25.6,41.3,119,2,5,0
7/26/16 6:00,79.7,26.5,7.7,25.6,41.3,119,3,7,0
7/26/16 6:15,79.7,26.5,7.7,25.6,41.3,119,2,6,0
7/26/16 6:30,79.6437,26.5,7.7,25.6,41.3,119,2,7,0
7/26/16 6:45,79.7,26.5,7.7,25.6,41.3,119,2,7,0
7/26/16 7:00,79.6437,26.5,7.7,25.6,41.3,119,3,6,0
7/26/16 7:15,79.6437,26.5,7.7,25.6,41.2,119,3,7,0
7/26/16 7:30,79.5875,26.5,7.7,25.5,41.2,118,4,7,0
7/26/16 7:45,79.6437,26.5,7.7,25.5,41.2,118,2,6,0
7/26/16 8:00,79.6437,26.5,7.7,25.6,41.3,119,4,7,0
7/26/16 8:15,79.6437,26.5,7.7,25.6,41.3,119,3,7,0
7/26/16 8:30,79.6437,26.5,7.7,25.5,41.2,119,3,7,0
7/26/16 8:45,79.7,26.5,7.7,25.5,41.2,118,3,7,0
7/26/16 9:00,79.6437,26.5,7.7,25.5,41.2,118,3,6,0
7/26/16 9:15,79.7,26.5,7.7,25.5,41.3,118,1,6,0
7/26/16 9:30,79.7,26.5,7.7,25.5,41.3,118,3,7,0
7/26/16 9:45,79.7,26.5,7.7,25.5,41.3,118,2,7,0
7/26/16 10:00,79.7,26.5,7.7,25.5,41.3,118,3,7,0
7/26/16 10:15,79.7,26.5,7.7,25.5,41.3,122,2,8,0
7/26/16 10:30,79.7563,26.5,7.7,25.5,41.3,121,2,8,0
7/26/16 10:45,79.7563,26.6,7.7,25.5,41.3,124,2,7,0
7/26/16 11:00,79.8125,26.6,7.7,25.5,41.3,121,1,7,0
7/26/16 11:15,79.8125,26.6,7.7,25.5,41.4,121,2,8,0
7/26/16 11:30,79.8688,26.6,7.7,25.5,41.4,120,3,8,0
7/26/16 11:45,79.8688,26.6,7.7,25.5,41.4,118,2,8,0
7/26/16 12:00,79.925,26.6,7.7,25.5,41.4,117,2,6,0
7/26/16 12:15,79.925,26.6,7.7,25.5,41.4,118,2,7,0
7/26/16 12:30,79.925,26.7,7.7,25.5,41.4,118,2,8,0
7/26/16 12:45,79.9813,26.7,7.7,25.5,41.4,117,1,7,0
7/26/16 13:00,79.9813,26.7,7.7,25.5,41.4,117,3,7,0
7/26/16 13:15,80.0375,26.7,7.7,25.5,41.4,118,2,8,0
7/26/16 13:30,80.0375,26.7,7.7,25.5,41.4,118,1,7,0
7/26/16 13:45,80.0375,26.7,7.7,25.5,41.4,118,3,7,0
7/26/16 14:00,80.0938,26.7,7.7,25.5,41.4,117,1,9,0
7/26/16 14:15,80.0938,26.7,7.7,25.5,41.4,118,2,9,0
7/26/16 14:30,80.0938,26.8,7.7,25.5,41.5,116,2,9,0
7/26/16 14:45,80.15,26.8,7.7,25.5,41.5,118,3,8,0
7/26/16 15:00,80.15,26.8,7.7,25.5,41.5,118,3,7,0
7/26/16 15:15,80.15,26.8,7.7,25.5,41.5,118,1,9,0
7/26/16 15:30,80.15,26.8,7.7,25.5,41.5,118,1,9,0
7/26/16 15:45,80.2062,26.8,7.7,25.5,41.5,117,2,9,0
7/26/16 16:00,80.2062,26.8,7.7,25.5,41.5,117,2,8,0
7/26/16 16:15,80.2062,26.8,7.7,25.6,41.6,116,2,9,0
7/26/16 16:30,80.15,26.8,7.7,25.6,41.5,117,3,9,0
7/26/16 16:45,80.2062,26.8,7.7,25.6,41.5,116,2,9,0
7/26/16 17:00,80.15,26.8,7.7,25.6,41.5,117,3,9,0
7/26/16 17:15,80.2062,26.8,7.7,25.6,41.5,117,2,11,0
7/26/16 17:30,80.2062,26.8,7.7,25.6,41.5,119,2,9,0
7/26/16 17:45,80.15,26.8,7.7,25.6,41.5,119,2,10,0
7/26/16 18:00,80.2062,26.8,7.7,25.6,41.5,117,2,8,0
7/26/16 18:15,80.2062,26.8,7.7,25.6,41.5,116,1,10,0
7/26/16 18:30,80.15,26.8,7.7,25.6,41.5,117,2,9,0
7/26/16 18:45,80.15,26.8,7.7,25.6,41.5,117,1,8,0
7/26/16 19:00,80.15,26.8,7.7,25.6,41.5,116,3,9,0
7/26/16 19:15,80.15,26.8,7.7,25.6,41.5,117,3,10,0
7/26/16 19:30,80.15,26.8,7.7,25.6,41.5,116,2,10,0
7/26/16 19:45,80.15,26.8,7.7,25.6,41.5,116,2,9,0
7/26/16 20:00,80.0938,26.8,7.7,25.6,41.5,115,2,10,0
7/26/16 20:15,80.15,26.8,7.7,25.5,41.5,115,2,8,0
7/26/16 20:30,80.15,26.8,7.7,25.5,41.5,116,2,12,0
7/26/16 20:45,80.15,26.8,7.7,25.5,41.5,116,2,11,0
7/26/16 21:00,80.15,26.8,7.7,25.5,41.5,114,3,7,0
7/26/16 21:15,80.15,26.8,7.7,25.5,41.5,116,2,13,0
7/26/16 21:30,80.15,26.8,7.7,25.5,41.5,115,2,11,0
7/26/16 21:45,80.0938,26.8,7.7,25.6,41.5,116,2,13,0
7/26/16 22:00,80.0938,26.8,7.7,25.6,41.5,115,1,5,0
7/26/16 22:15,80.15,26.8,7.7,25.6,41.5,115,2,7,0
7/26/16 22:30,80.0375,26.7,7.7,25.6,41.5,116,3,6,0
7/26/16 22:45,80.0938,26.7,7.7,25.6,41.5,116,2,8,0
7/26/16 23:00,80.0375,26.7,7.7,25.6,41.5,119,2,7,0
7/26/16 23:15,80.0938,26.7,7.7,25.6,41.5,118,3,8,0
7/26/16 23:30,80.0938,26.7,7.7,25.6,41.5,115,1,6,0
7/26/16 23:45,80.0938,26.7,7.7,25.6,41.5,113,2,6,0
7/27/16 0:00,80.0938,26.7,7.7,25.6,41.5,116,2,6,0
7/27/16 0:15,80.0938,26.7,7.7,25.6,41.5,116,2,7,0
7/27/16 0:30,80.0938,26.7,7.7,25.6,41.5,117,2,8,0
7/27/16 0:45,80.0938,26.7,7.7,25.6,41.5,116,2,6,0
7/27/16 1:00,80.0375,26.7,7.7,25.6,41.5,116,2,7,0
7/27/16 1:15,80.0375,26.7,7.7,25.6,41.5,117,3,8,0
7/27/16 1:30,80.0375,26.7,7.7,25.6,41.5,111,3,7,0
7/27/16 1:45,80.0375,26.7,7.7,25.6,41.4,109,2,8,0
7/27/16 2:00,80.0375,26.7,7.7,25.6,41.4,110,1,6,0
7/27/16 2:15,80.0375,26.7,7.7,25.6,41.4,113,2,7,0
7/27/16 2:30,80.0938,26.7,7.7,25.6,41.4,115,2,8,0
7/27/16 2:45,80.0375,26.7,7.7,25.6,41.4,115,2,7,0
7/27/16 3:00,80.0375,26.7,7.7,25.6,41.4,113,2,7,0
7/27/16 3:15,80.0375,26.7,7.7,25.6,41.4,114,2,5,0
7/27/16 3:30,80.0375,26.7,7.7,25.6,41.4,113,3,6,0
7/27/16 3:45,79.9813,26.7,7.7,25.6,41.4,114,3,8,0
7/27/16 4:00,80.0375,26.7,7.7,25.6,41.4,112,2,7,0
7/27/16 4:15,80.0375,26.7,7.7,25.6,41.5,112,3,9,0
7/27/16 4:30,79.9813,26.7,7.7,25.6,41.4,113,3,8,0
7/27/16 4:45,79.9813,26.7,7.7,25.6,41.4,113,2,7,0
7/27/16 5:00,79.9813,26.7,7.7,25.6,41.4,114,2,10,0
7/27/16 5:15,79.9813,26.7,7.7,25.6,41.4,113,2,6,0
7/27/16 5:30,80.0375,26.7,7.7,25.6,41.4,114,2,7,0
7/27/16 5:45,80.0375,26.7,7.7,25.6,41.4,113,2,8,0
7/27/16 6:00,80.0375,26.7,7.7,25.6,41.4,115,2,9,0
7/27/16 6:15,79.9813,26.7,7.7,25.6,41.4,114,4,10,0
7/27/16 6:30,80.0375,26.7,7.7,25.6,41.4,114,3,9,0
7/27/16 6:45,79.9813,26.7,7.7,25.6,41.4,113,3,8,0
7/27/16 7:00,79.9813,26.7,7.7,25.6,41.4,115,2,7,0
7/27/16 7:15,79.9813,26.7,7.7,25.6,41.4,115,2,8,0
7/27/16 7:30,79.9813,26.7,7.7,25.6,41.4,111,1,9,0
7/27/16 7:45,79.9813,26.7,7.7,25.6,41.4,115,1,6,0
7/27/16 8:00,79.9813,26.7,7.7,25.6,41.4,115,1,10,0
7/27/16 8:15,79.9813,26.7,7.7,25.6,41.4,114,2,9,0
7/27/16 8:30,79.9813,26.7,7.7,25.6,41.4,115,1,7,0
7/27/16 8:45,79.9813,26.7,7.7,25.6,41.4,115,3,7,0
7/27/16 9:00,79.9813,26.7,7.7,25.6,41.4,115,2,7,0
7/27/16 9:15,79.9813,26.7,7.7,25.6,41.5,116,3,8,0
7/27/16 9:30,79.9813,26.7,7.7,25.6,41.4,115,3,7,0
7/27/16 9:45,80.0375,26.7,7.7,25.6,41.4,116,3,9,0
7/27/16 10:00,80.0375,26.7,7.7,25.6,41.5,116,3,6,0
7/27/16 10:15,80.0375,26.7,7.7,25.6,41.5,116,3,8,0
7/27/16 10:30,80.0938,26.7,7.7,25.6,41.5,116,3,9,0
7/27/16 10:45,80.0938,26.7,7.7,25.6,41.5,116,3,7,0
7/27/16 11:00,80.15,26.8,7.7,25.6,41.5,116,2,8,0
7/27/16 11:15,80.0938,26.8,7.7,25.6,41.5,116,3,8,0
7/27/16 11:30,80.15,26.8,7.7,25.6,41.5,117,2,6,0
7/27/16 11:45,80.15,26.8,7.7,25.6,41.5,116,2,8,0
7/27/16 12:00,80.2062,26.8,7.7,25.6,41.6,117,2,7,0
7/27/16 12:15,80.2062,26.8,7.7,25.6,41.6,116,2,7,0
7/27/16 12:30,80.2625,26.8,7.7,25.6,41.6,116,2,8,0
7/27/16 12:45,80.2625,26.8,7.7,25.6,41.7,116,1,9,0
7/27/16 13:00,80.2625,26.9,7.7,25.6,41.6,116,2,8,0
7/27/16 13:15,80.3188,26.9,7.7,25.6,41.6,116,2,9,0
7/27/16 13:30,80.3188,26.9,7.7,25.6,41.6,117,3,8,0
7/27/16 13:45,80.375,26.9,7.7,25.6,41.6,116,3,10,0
7/27/16 14:00,80.375,26.9,7.7,25.6,41.6,115,2,10,0
7/27/16 14:15,80.375,26.9,7.7,25.6,41.6,116,2,9,0
7/27/16 14:30,80.375,26.9,7.8,25.6,41.6,116,2,9,0
7/27/16 14:45,80.375,26.9,7.8,25.6,41.7,116,2,10,0
7/27/16 15:00,80.375,26.9,7.8,25.6,41.7,118,4,8,0
7/27/16 15:15,80.375,26.9,7.8,25.6,41.7,117,2,10,0
7/27/16 15:30,80.4313,26.9,7.8,25.6,41.7,119,3,11,0
7/27/16 15:45,80.4313,26.9,7.8,25.6,41.6,117,3,10,0
7/27/16 16:00,80.4875,26.9,7.8,25.6,41.6,117,2,14,0
7/27/16 16:15,80.4313,26.9,7.8,25.6,41.6,117,1,13,0
7/27/16 16:30,80.4313,26.9,7.8,25.6,41.6,117,1,15,0
7/27/16 16:45,80.4313,26.9,7.8,25.6,41.6,117,2,16,0
7/27/16 17:00,80.4313,26.9,7.8,25.6,41.6,117,3,14,0
7/27/16 17:15,80.375,26.9,7.8,25.6,41.6,117,3,18,0
7/27/16 17:30,80.375,26.9,7.8,25.6,41.6,117,2,12,0
7/27/16 17:45,80.375,26.9,7.8,25.6,41.6,115,2,13,0
7/27/16 18:00,80.4313,26.9,7.8,25.6,41.6,116,2,14,0
7/27/16 18:15,80.375,26.9,7.8,25.6,41.6,117,3,14,0
7/27/16 18:30,80.375,26.9,7.8,25.6,41.6,118,2,11,0
7/27/16 18:45,80.375,26.9,7.8,25.6,41.6,116,3,13,0
7/27/16 19:00,80.375,26.9,7.8,25.6,41.6,116,2,14,0
7/27/16 19:15,80.375,26.9,7.8,25.6,41.6,116,2,11,0
7/27/16 19:30,80.3188,26.9,7.8,25.6,41.6,120,2,10,0
7/27/16 19:45,80.3188,26.9,7.8,25.6,41.6,120,3,16,0
7/27/16 20:00,80.3188,26.9,7.8,25.6,41.6,119,2,14,0
7/27/16 20:15,80.2625,26.9,7.8,25.6,41.6,120,2,13,0
7/27/16 20:30,80.3188,26.9,7.8,25.6,41.7,119,1,18,0
7/27/16 20:45,80.3188,26.9,7.8,25.7,41.8,120,1,14,0
7/27/16 21:00,80.2625,26.8,7.8,25.8,41.9,114,3,7,0
7/27/16 21:15,80.2625,26.8,7.8,25.8,42,112,2,7,0
7/27/16 21:30,80.2625,26.8,7.8,25.8,42,112,3,6,0
7/27/16 21:45,80.2625,26.8,7.8,25.9,42,113,3,6,0
7/27/16 22:00,80.2062,26.8,7.8,25.9,42,112,2,5,0
7/27/16 22:15,80.2062,26.8,7.8,25.9,42,113,2,5,0
7/27/16 22:30,80.2625,26.8,7.8,25.9,42,113,3,7,0
7/27/16 22:45,80.2062,26.8,7.8,25.9,42,113,2,7,0
7/27/16 23:00,80.2062,26.8,7.8,25.9,42,112,3,6,0
7/27/16 23:15,80.2625,26.8,7.8,25.9,42,114,2,6,0
7/27/16 23:30,80.2062,26.8,7.8,25.9,42,115,2,6,0
7/27/16 23:45,80.2062,26.8,7.8,25.9,42,113,3,8,0
7/28/16 0:00,80.2062,26.8,7.8,25.9,42,113,3,5,0
7/28/16 0:15,80.2062,26.8,7.8,25.9,42,113,3,6,0
7/28/16 0:30,80.2062,26.8,7.8,25.9,42,113,2,6,0
7/28/16 0:45,80.2062,26.8,7.8,25.9,42,113,3,7,0
7/28/16 1:00,80.15,26.8,7.8,25.9,42,113,1,7,0
7/28/16 1:15,80.2062,26.8,7.8,25.9,42,113,2,7,0
7/28/16 1:30,80.2062,26.8,7.8,25.9,42,113,3,5,0
7/28/16 1:45,80.15,26.8,7.8,25.9,42,112,2,5,0
7/28/16 2:00,80.15,26.8,7.8,25.9,42,112,2,6,0
7/28/16 2:15,80.15,26.8,7.8,25.9,42,112,3,6,0
7/28/16 2:30,80.15,26.8,7.8,25.9,42,112,2,6,0
7/28/16 2:45,80.15,26.8,7.8,25.9,42,112,3,8,0
7/28/16 3:00,80.0938,26.8,7.8,25.9,42,112,3,7,0
7/28/16 3:15,80.0938,26.8,7.8,25.9,42,112,2,6,0
7/28/16 3:30,80.0938,26.7,7.8,25.9,42,113,2,5,0
7/28/16 3:45,80.0938,26.7,7.8,25.9,42,113,3,7,0
7/28/16 4:00,80.0938,26.7,7.8,25.9,42,113,3,6,0
7/28/16 4:15,80.0938,26.7,7.8,25.9,42,113,3,7,0
7/28/16 4:30,80.0938,26.7,7.8,25.9,42,115,3,6,0
7/28/16 4:45,80.0938,26.7,7.8,25.9,42,113,3,8,0
7/28/16 5:00,80.0938,26.7,7.8,25.9,42,113,1,7,0
7/28/16 5:15,80.0938,26.7,7.8,25.9,42,112,3,6,0
7/28/16 5:30,80.0375,26.7,7.8,25.9,42,112,4,7,0
7/28/16 5:45,80.0938,26.7,7.8,25.9,42,112,2,7,0
7/28/16 6:00,80.0375,26.7,7.8,25.9,42,113,2,6,0
7/28/16 6:15,80.0375,26.7,7.8,25.9,42,113,2,8,0
7/28/16 6:30,80.0375,26.7,7.8,25.9,41.9,114,2,7,0
7/28/16 6:45,80.0375,26.7,7.8,25.9,42,114,3,8,0
7/28/16 7:00,80.0375,26.7,7.8,25.9,41.9,113,3,6,0
7/28/16 7:15,79.9813,26.7,7.8,25.9,41.9,113,3,6,0
7/28/16 7:30,79.9813,26.7,7.8,25.9,41.9,113,3,6,0
7/28/16 7:45,79.9813,26.7,7.8,25.9,41.9,114,3,6,0
7/28/16 8:00,79.9813,26.7,7.8,25.9,42,114,4,7,0
7/28/16 8:15,79.9813,26.7,7.8,25.9,42,114,4,8,0
7/28/16 8:30,79.9813,26.7,7.8,25.9,42,113,4,5,0
7/28/16 8:45,79.9813,26.7,7.8,25.9,42,114,3,7,0
7/28/16 9:00,79.9813,26.7,7.8,25.9,42,114,4,8,0
7/28/16 9:15,79.9813,26.7,7.8,25.9,42,114,3,7,0
7/28/16 9:30,79.9813,26.7,7.8,25.9,42,114,3,6,0
7/28/16 9:45,79.9813,26.7,7.8,25.9,42,114,3,7,0
7/28/16 10:00,79.9813,26.7,7.8,25.9,42,114,3,6,0
7/28/16 10:15,80.0375,26.7,7.8,25.9,42,114,3,8,0
7/28/16 10:30,80.0375,26.7,7.8,26,42.1,113,2,8,0
7/28/16 10:45,80.0938,26.7,7.8,26,42,114,4,7,0
7/28/16 11:00,80.0938,26.7,7.8,25.9,42,113,1,7,0
7/28/16 11:15,80.15,26.8,7.8,25.9,42,114,3,7,0
7/28/16 11:30,80.15,26.8,7.8,25.9,42,112,2,6,0
7/28/16 11:45,80.15,26.8,7.8,25.9,42.1,114,2,6,0
7/28/16 12:00,80.2062,26.8,7.8,25.9,42.1,113,2,7,0
7/28/16 12:15,80.2062,26.8,7.8,25.9,42.1,114,2,7,0
7/28/16 12:30,80.2062,26.8,7.8,25.9,42.1,114,2,6,0
7/28/16 12:45,80.2062,26.8,7.8,25.9,42.1,116,2,8,0
7/28/16 13:00,80.2625,26.8,7.8,25.9,42.1,116,1,8,0
7/28/16 13:15,80.3188,26.9,7.8,25.9,42.2,124,2,7,0
7/28/16 13:30,80.3188,26.9,7.8,25.9,42.2,120,2,7,0
7/28/16 13:45,80.3188,26.9,7.8,25.9,42.2,118,4,8,0
7/28/16 14:00,80.3188,26.9,7.8,25.9,42.2,117,2,7,0
7/28/16 14:15,80.3188,26.9,7.8,25.9,42.2,117,3,8,0
7/28/16 14:30,80.375,26.9,7.8,25.9,42.2,116,2,8,0
7/28/16 14:45,80.375,26.9,7.8,25.9,42.2,115,2,8,0
7/28/16 15:00,80.375,26.9,7.8,25.9,42.2,114,2,9,0
7/28/16 15:15,80.375,26.9,7.8,25.9,42.2,114,3,8,0
7/28/16 15:30,80.375,26.9,7.8,25.9,42.2,115,4,9,0
7/28/16 15:45,80.375,26.9,7.8,25.9,42.2,114,3,7,0
7/28/16 16:00,80.4313,26.9,7.8,25.9,42.2,114,2,7,0
7/28/16 16:15,80.375,26.9,7.8,25.9,42.2,114,3,8,0
7/28/16 16:30,80.4313,26.9,7.8,25.9,42.2,114,2,8,0
7/28/16 16:45,80.4313,26.9,7.8,25.9,42.2,114,2,8,0
7/28/16 17:00,80.375,26.9,7.8,25.9,42.2,114,2,9,0
7/28/16 17:15,80.375,26.9,7.8,25.9,42.2,114,3,8,0
7/28/16 17:30,80.4313,26.9,7.8,25.9,42.2,114,2,7,0
7/28/16 17:45,80.375,26.9,7.8,25.9,42.2,114,2,7,0
7/28/16 18:00,80.375,26.9,7.8,25.9,42.2,114,2,8,0
7/28/16 18:15,80.375,26.9,7.8,25.9,42.2,114,1,8,0
7/28/16 18:30,80.375,26.9,7.8,25.9,42.2,115,2,8,0
7/28/16 18:45,80.3188,26.9,7.8,25.9,42.2,115,2,7,0
7/28/16 19:00,80.3188,26.9,7.8,25.9,42.2,115,3,7,0
7/28/16 19:15,80.3188,26.9,7.8,25.9,42.2,114,3,8,0
7/28/16 19:30,80.3188,26.9,7.8,25.9,42.2,114,3,8,0
7/28/16 19:45,80.3188,26.9,7.8,25.9,42.2,114,2,7,0
7/28/16 20:00,80.3188,26.9,7.8,25.9,42.1,114,3,8,0
7/28/16 20:15,80.2625,26.8,7.8,25.9,42.1,115,1,8,0
7/28/16 20:30,80.2062,26.8,7.8,25.9,42.1,115,3,5,0
7/28/16 20:45,80.2625,26.8,7.8,25.9,42.1,113,2,8,0
7/28/16 21:00,80.2062,26.8,7.8,25.9,42.1,114,2,6,0
7/28/16 21:15,80.2062,26.8,7.8,25.9,42.1,113,2,8,0
7/28/16 21:30,80.2062,26.8,7.8,25.9,42.1,113,2,8,0
7/28/16 21:45,80.2625,26.8,7.8,25.9,42.1,114,2,6,0
7/28/16 22:00,80.2625,26.8,7.8,25.9,42.1,113,3,7,0
7/28/16 22:15,80.2062,26.8,7.8,25.9,42.1,113,2,7,0
7/28/16 22:30,80.2062,26.8,7.8,25.9,42.1,114,3,6,0
7/28/16 22:45,80.2062,26.8,7.8,25.9,42.1,113,3,6,0
7/28/16 23:00,80.2062,26.8,7.8,25.9,42.1,113,2,8,0
7/28/16 23:15,80.2062,26.8,7.8,25.9,42.1,113,3,7,0
7/28/16 23:30,80.2062,26.8,7.8,25.9,42.1,115,2,6,0
7/28/16 23:45,80.2062,26.8,7.8,25.9,42.1,113,3,8,0
7/29/16 0:00,80.2062,26.8,7.8,25.9,42.1,112,3,8,0
7/29/16 0:15,80.2062,26.8,7.8,25.9,42.1,113,3,8,0
7/29/16 0:30,80.2062,26.8,7.8,25.9,42.1,113,2,7,0
7/29/16 0:45,80.2062,26.8,7.8,25.9,42.1,113,2,6,0
7/29/16 1:00,80.2062,26.8,7.8,25.9,42.1,113,3,5,0
7/29/16 1:15,80.2062,26.8,7.8,25.9,42.1,113,2,6,0
7/29/16 1:30,80.15,26.8,7.8,25.9,42.1,113,3,8,0
7/29/16 1:45,80.2062,26.8,7.8,25.9,42.1,113,2,5,0
7/29/16 2:00,80.2062,26.8,7.8,25.9,42.1,113,2,7,0
7/29/16 2:15,80.2062,26.8,7.8,25.9,42.1,113,3,8,0
7/29/16 2:30,80.2062,26.8,7.8,25.9,42.1,115,4,6,0
7/29/16 2:45,80.15,26.8,7.8,25.9,42.1,114,3,9,0
7/29/16 3:00,80.15,26.8,7.8,25.9,42.1,113,3,6,0
7/29/16 3:15,80.15,26.8,7.8,25.9,42.1,113,3,6,0
7/29/16 3:30,80.15,26.8,7.8,25.9,42.1,113,3,8,0
7/29/16 3:45,80.15,26.8,7.8,26,42.1,112,2,8,0
7/29/16 4:00,80.15,26.8,7.8,26,42.1,112,3,8,0
7/29/16 4:15,80.15,26.8,7.8,26,42.1,112,3,8,0
7/29/16 4:30,80.0938,26.8,7.8,26,42.1,112,2,8,0
7/29/16 4:45,80.15,26.8,7.8,26,42,113,3,11,0
7/29/16 5:00,80.0938,26.7,7.8,26,42,113,3,9,0
7/29/16 5:15,80.0938,26.7,7.8,26,42,113,4,7,0
7/29/16 5:30,80.0375,26.7,7.8,26,42,117,3,7,0
7/29/16 5:45,80.0938,26.7,7.8,26,42,116,3,9,0
7/29/16 6:00,80.0938,26.7,7.8,26,42,117,3,8,0
7/29/16 6:15,80.0938,26.7,7.8,26,42,119,2,9,0
7/29/16 6:30,80.0938,26.7,7.8,26,42.1,119,3,8,0
7/29/16 6:45,80.0375,26.7,7.8,26,42,116,1,10,0
7/29/16 7:00,80.0375,26.7,7.8,26,42,115,4,7,0
7/29/16 7:15,80.0375,26.7,7.8,26,42,114,3,6,0
7/29/16 7:30,80.0375,26.7,7.8,25.9,42,114,2,7,0
7/29/16 7:45,80.0375,26.7,7.8,25.9,41.9,113,5,7,0
7/29/16 8:00,80.0375,22.6,7.1,0,0.1,149,27,31,0
7/29/16 8:15,80.0375,22.7,7.1,0,0,175,8,1,0
7/29/16 8:30,80.0375,-5,0,0,0,-999,0,0,0
7/29/16 8:45,80.0375,-5,0,0,0,-999,0,0,0
7/29/16 9:00,80.0375,-5,0,0,0,-999,0,0,0
7/29/16 9:15,80.0938,-5,0,0,0,-999,0,0,0
7/29/16 9:30,80.0938,-5,0,0,0,-999,0,0,0
7/29/16 9:45,80.0938,-5,0,0,0,-999,0,0,0
7/29/16 10:00,80.15,-5,0,0,0,-999,0,0,0
7/29/16 10:15,80.15,-5,0,0,0,-999,0,0,0
7/29/16 10:30,80.15,-5,0,0,0,-999,0,0,0
7/29/16 10:45,80.2062,-5,0,0,0,-999,0,0,0
7/29/16 11:00,80.2062,-5,0,0,0,-999,0,0,0
7/29/16 11:15,80.2062,-5,0,0,0,-999,0,0,0
7/29/16 11:30,80.2062,-5,0,0,0,-999,0,0,0
7/29/16 11:45,80.2625,-5,0,0,0,-999,0,0,0
7/29/16 12:00,80.3188,-5,0,0,0,-999,0,0,0
7/29/16 12:15,80.3188,-5,0,0,0,-999,0,0,0
7/29/16 12:30,80.3188,-5,0,0,0,-999,0,0,0
7/29/16 12:45,80.375,-5,0,0,0,-999,0,0,0
7/29/16 13:00,80.375,-5,0,0,0,-999,0,0,0
7/29/16 13:15,80.4313,-5,0,0,0,-999,0,0,0
